
Call:  glmnet(x = x, y = y, alpha = 0.15, family = "gaussian", standardize = FALSE) 

    Df    %Dev  Lambda
1    0 0.00000 15.3500
2    1 0.00951 13.9800
3    1 0.01804 12.7400
4    1 0.02564 11.6100
5    1 0.03240 10.5800
6    1 0.03837  9.6390
7    1 0.04362  8.7830
8    1 0.04822  8.0020
9    1 0.05224  7.2920
10   1 0.05573  6.6440
11   1 0.05876  6.0540
12   1 0.06137  5.5160
13   1 0.06362  5.0260
14   1 0.06555  4.5790
15   1 0.06721  4.1730
16   1 0.06862  3.8020
17   1 0.06983  3.4640
18   1 0.07085  3.1560
19   1 0.07172  2.8760
20   1 0.07246  2.6200
21   2 0.07312  2.3880
22   2 0.07420  2.1760
23   2 0.07514  1.9820
24   2 0.07596  1.8060
25   2 0.07667  1.6460
26   2 0.07729  1.5000
27   2 0.07782  1.3660
28   3 0.07865  1.2450
29   4 0.08215  1.1340
30   5 0.08654  1.0340
31   6 0.09175  0.9417
32   7 0.09797  0.8581
33   7 0.10430  0.7819
34   8 0.11050  0.7124
35  11 0.11760  0.6491
36  11 0.12450  0.5914
37  12 0.13190  0.5389
38  13 0.14000  0.4910
39  15 0.14850  0.4474
40  18 0.15750  0.4077
41  18 0.16680  0.3714
42  19 0.17590  0.3384
43  21 0.18480  0.3084
44  22 0.19350  0.2810
45  26 0.20200  0.2560
46  28 0.21100  0.2333
47  29 0.21980  0.2126
48  32 0.22850  0.1937
49  34 0.23670  0.1765
50  38 0.24530  0.1608
51  40 0.25420  0.1465
52  43 0.26290  0.1335
53  43 0.27120  0.1216
54  44 0.27910  0.1108
55  47 0.28660  0.1010
56  50 0.29430  0.0920
57  53 0.30220  0.0838
58  54 0.30980  0.0764
59  55 0.31700  0.0696
60  56 0.32390  0.0634
61  57 0.33030  0.0578
62  58 0.33650  0.0526
63  58 0.34230  0.0480
64  59 0.34770  0.0437
65  59 0.35290  0.0398
66  59 0.35770  0.0363
67  60 0.36220  0.0331
68  60 0.36640  0.0301
69  60 0.37030  0.0274
70  61 0.37380  0.0250
71  61 0.37710  0.0228
72  61 0.38000  0.0208
73  61 0.38270  0.0189
74  61 0.38520  0.0172
75  62 0.38730  0.0157
76  63 0.38930  0.0143
77  63 0.39110  0.0130
78  63 0.39270  0.0119
79  63 0.39410  0.0108
80  63 0.39530  0.0099
81  63 0.39640  0.0090
82  63 0.39740  0.0082
83  63 0.39830  0.0075
84  63 0.39900  0.0068
85  63 0.39970  0.0062
86  63 0.40020  0.0056
87  63 0.40070  0.0051
88  63 0.40110  0.0047
89  63 0.40150  0.0043
90  63 0.40180  0.0039
91  63 0.40210  0.0035
92  63 0.40230  0.0032
93  63 0.40250  0.0029
94  63 0.40270  0.0027
95  63 0.40280  0.0024
96  63 0.40300  0.0022
97  63 0.40310  0.0020
98  63 0.40320  0.0018
99  63 0.40320  0.0017
100 63 0.40330  0.0015
