
Call:  glmnet(x = x, y = y, alpha = 0.9, family = "gaussian", standardize = FALSE) 

   Df    %Dev Lambda
1   0 0.00000 6.5690
2   1 0.01582 5.9860
3   2 0.03431 5.4540
4   2 0.05104 4.9690
5   2 0.06494 4.5280
6   2 0.07649 4.1260
7   2 0.08608 3.7590
8   2 0.09405 3.4250
9   3 0.10110 3.1210
10  4 0.10840 2.8440
11  4 0.11470 2.5910
12  4 0.11990 2.3610
13  4 0.12410 2.1510
14  4 0.12770 1.9600
15  4 0.13070 1.7860
16  4 0.13320 1.6270
17  4 0.13520 1.4830
18  4 0.13690 1.3510
19  4 0.13830 1.2310
20  4 0.13950 1.1220
21  4 0.14050 1.0220
22  4 0.14130 0.9312
23  4 0.14190 0.8484
24  4 0.14250 0.7731
25  4 0.14300 0.7044
26  4 0.14330 0.6418
27  4 0.14370 0.5848
28  4 0.14390 0.5328
29  4 0.14410 0.4855
30  4 0.14430 0.4424
31  4 0.14450 0.4031
32  4 0.14460 0.3673
33  5 0.14550 0.3346
34  5 0.14640 0.3049
35  5 0.14710 0.2778
36  5 0.14780 0.2531
37  6 0.14840 0.2307
38  7 0.14940 0.2102
39  7 0.15020 0.1915
40  7 0.15090 0.1745
41  8 0.15150 0.1590
42  8 0.15200 0.1449
43  8 0.15250 0.1320
44  8 0.15280 0.1203
45  8 0.15310 0.1096
46  8 0.15340 0.0998
47  8 0.15360 0.0910
48  8 0.15370 0.0829
49  8 0.15390 0.0755
50  8 0.15400 0.0688
51  8 0.15410 0.0627
52  9 0.15420 0.0571
53  9 0.15430 0.0521
54  9 0.15440 0.0474
55  9 0.15450 0.0432
56  9 0.15450 0.0394
57  9 0.15460 0.0359
58 10 0.15470 0.0327
59 10 0.15470 0.0298
60 10 0.15470 0.0271
61 10 0.15480 0.0247
62 11 0.15480 0.0225
63 11 0.15480 0.0205
64 11 0.15480 0.0187
65 11 0.15490 0.0170
66 11 0.15490 0.0155
67 11 0.15490 0.0142
68 11 0.15490 0.0129
69 12 0.15490 0.0118
70 12 0.15490 0.0107
71 12 0.15490 0.0098
72 12 0.15490 0.0089
73 12 0.15490 0.0081
74 12 0.15490 0.0074
75 12 0.15490 0.0067
76 12 0.15490 0.0061
77 12 0.15490 0.0056
78 12 0.15490 0.0051
79 12 0.15490 0.0046
80 12 0.15490 0.0042
