IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_828,Fingerprint_821,Fingerprint_818,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_782,Fingerprint_780,Fingerprint_712,Fingerprint_710,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_677,Fingerprint_672,Fingerprint_669,Fingerprint_648,Fingerprint_646,Fingerprint_635,Fingerprint_629,Fingerprint_611,MOT_2D_linker_EXP,SDOM_subdomainI_CSV,SDOM_subdomainV_CSV,EXP_BTK,EXP_BTK_X_EXP_CD79A,EXP_MARK3_X_EXP_IQGAP1,EXP_MET_X_EXP_CBLC,EXP_MET_X_EXP_FGF12,EXP_MET_X_EXP_PDGFA,EXP_MET_X_EXP_RAPGEF1,EXP_PTK6_X_EXP_CCND1,Predicted IC50,Validation
2.979001,1290813,292,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0.780554,0,2.7033667794,7.7562416591,79.978478787,10.203707579,10.979477554,27.220654412,14.21057198,20.699008223,2.6886298565,3
5.15302,1290814,292,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4.4170555399,0,0.859703,2.8107565076,8.2160319146,63.977508857,17.930153269,17.980414963,36.412177199,29.211687744,30.822836462,3.889793396,10
2.49387,907173,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.7360690798,7.7904559658,77.379585716,10.670837274,10.778754486,22.832449059,15.081077168,21.930456179,3.0279619964,3
4.9769,908150,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.8330325461,8.2388435171,61.553823408,13.711035485,15.223651682,27.359157773,18.486390244,20.776586426,2.5950613192,1
1.492368,908152,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.6871948187,8.2212545271,62.960818384,19.610997219,21.996136023,37.168822467,25.892290024,26.350402108,3.0183576873,6
5.03714,908470,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.8585885655,8.3012978356,56.980871356,22.677224702,25.529974987,42.67924248,30.850625239,27.276362268,3.7856088178,4
6.412372,1240131,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.7831885291,8.4631252224,60.138854775,16.953195407,23.555262628,37.880786392,26.041027321,26.665694103,4.5596647118,9
6.057441,1240135,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.810756,2.6813974884,7.9624831909,58.37328712,18.847004846,20.57233663,45.344742141,24.585529065,28.652618645,3.9273798239,6
3.542904,1240136,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.8469700598,8.3226548005,65.948460867,14.929778199,15.374947345,35.766514472,25.365276719,25.929724784,3.0248002762,5
4.390319,1240138,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.6710348552,7.8797203773,73.14869077,11.781910726,10.244585455,25.764670385,17.008211472,28.074886528,3.1370638417,4
2.614026,1240139,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0.628027,0,2.5942349983,7.3433331797,71.659818412,14.973664313,15.539245784,30.628914441,24.623235837,18.988871228,3.1173632593,1
5.136475,1240141,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,7.9756568119,0,1.523447,2.9042703236,8.0874076402,63.763984675,21.524118521,16.448085919,31.495829056,20.991015328,31.31923844,4.8920051328,3
3.04329,1290808,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.7535974853,7.5384644386,64.521495524,14.372841411,13.658519112,31.681233748,19.531302544,25.374180268,3.9700687379,10
5.721242,1290810,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,7.8158529229,0,0.774333,2.8876571178,8.5444253457,63.08873689,15.29750056,24.63089832,43.548449375,27.507975962,22.965191971,5.4035205155,2
5.564556,1290813,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0.780554,0,2.7033667794,7.7562416591,79.978478787,10.203707579,10.979477554,27.220654412,14.21057198,20.699008223,4.0117500826,6
4.236961,1290814,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4.4170555399,0,0.859703,2.8107565076,8.2160319146,63.977508857,17.930153269,17.980414963,36.412177199,29.211687744,30.822836462,4.2547363505,5
3.994945,907173,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7360690798,7.7904559658,77.379585716,10.670837274,10.778754486,22.832449059,15.081077168,21.930456179,2.5620060066,7
4.318878,908150,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.8330325461,8.2388435171,61.553823408,13.711035485,15.223651682,27.359157773,18.486390244,20.776586426,2.7788887486,2
5.436457,908152,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6871948187,8.2212545271,62.960818384,19.610997219,21.996136023,37.168822467,25.892290024,26.350402108,2.1401959021,4
4.159226,908470,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.8585885655,8.3012978356,56.980871356,22.677224702,25.529974987,42.67924248,30.850625239,27.276362268,2.0529175991,9
5.835211,1240131,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7831885291,8.4631252224,60.138854775,16.953195407,23.555262628,37.880786392,26.041027321,26.665694103,2.6924804497,7
4.89726,1240135,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.810756,2.6813974884,7.9624831909,58.37328712,18.847004846,20.57233663,45.344742141,24.585529065,28.652618645,2.3495939336,8
5.725513,1240136,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.8469700598,8.3226548005,65.948460867,14.929778199,15.374947345,35.766514472,25.365276719,25.929724784,2.3227963872,7
5.510219,1240138,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6710348552,7.8797203773,73.14869077,11.781910726,10.244585455,25.764670385,17.008211472,28.074886528,2.4525983771,7
6.424948,1240141,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7.9756568119,0,1.523447,2.9042703236,8.0874076402,63.763984675,21.524118521,16.448085919,31.495829056,20.991015328,31.31923844,4.493172434,3
4.806633,1290808,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7535974853,7.5384644386,64.521495524,14.372841411,13.658519112,31.681233748,19.531302544,25.374180268,2.3565645711,6
6.287992,1290810,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7.8158529229,0,0.774333,2.8876571178,8.5444253457,63.08873689,15.29750056,24.63089832,43.548449375,27.507975962,22.965191971,3.6662550955,5
4.605504,1290813,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.780554,0,2.7033667794,7.7562416591,79.978478787,10.203707579,10.979477554,27.220654412,14.21057198,20.699008223,2.1081625921,5
5.695697,1290814,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.4170555399,0,0.859703,2.8107565076,8.2160319146,63.977508857,17.930153269,17.980414963,36.412177199,29.211687744,30.822836462,4.672036442,10
2.855194,907173,295,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.7360690798,7.7904559658,77.379585716,10.670837274,10.778754486,22.832449059,15.081077168,21.930456179,3.7397869129,6
4.176647,908150,295,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.8330325461,8.2388435171,61.553823408,13.711035485,15.223651682,27.359157773,18.486390244,20.776586426,4.4345238941,2
4.767026,908152,295,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.6871948187,8.2212545271,62.960818384,19.610997219,21.996136023,37.168822467,25.892290024,26.350402108,3.8206268219,10
3.805476,908470,295,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.8585885655,8.3012978356,56.980871356,22.677224702,25.529974987,42.67924248,30.850625239,27.276362268,4.522453352,4
2.93991,1240131,295,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.7831885291,8.4631252224,60.138854775,16.953195407,23.555262628,37.880786392,26.041027321,26.665694103,4.3895442986,10
3.806672,1240135,295,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.810756,2.6813974884,7.9624831909,58.37328712,18.847004846,20.57233663,45.344742141,24.585529065,28.652618645,4.6042686864,10
4.185181,1240136,295,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.8469700598,8.3226548005,65.948460867,14.929778199,15.374947345,35.766514472,25.365276719,25.929724784,4.237599788,8
3.495893,1240138,295,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.6710348552,7.8797203773,73.14869077,11.781910726,10.244585455,25.764670385,17.008211472,28.074886528,2.868377682,5
4.40123,1240141,295,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7.9756568119,0,1.523447,2.9042703236,8.0874076402,63.763984675,21.524118521,16.448085919,31.495829056,20.991015328,31.31923844,3.9067359904,3
4.870429,1290808,295,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.7535974853,7.5384644386,64.521495524,14.372841411,13.658519112,31.681233748,19.531302544,25.374180268,4.1657007113,3
5.233582,1290810,295,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7.8158529229,0,0.774333,2.8876571178,8.5444253457,63.08873689,15.29750056,24.63089832,43.548449375,27.507975962,22.965191971,5.5353578171,2
2.30849,1290813,295,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.780554,0,2.7033667794,7.7562416591,79.978478787,10.203707579,10.979477554,27.220654412,14.21057198,20.699008223,2.1538918228,4
5.237042,1290814,295,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4.4170555399,0,0.859703,2.8107565076,8.2160319146,63.977508857,17.930153269,17.980414963,36.412177199,29.211687744,30.822836462,4.8838412378,10
4.706945,907173,298,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.7360690798,7.7904559658,77.379585716,10.670837274,10.778754486,22.832449059,15.081077168,21.930456179,4.1876879178,8
4.934882,908150,298,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.8330325461,8.2388435171,61.553823408,13.711035485,15.223651682,27.359157773,18.486390244,20.776586426,4.1175004865,7
3.554203,908152,298,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.6871948187,8.2212545271,62.960818384,19.610997219,21.996136023,37.168822467,25.892290024,26.350402108,4.0563929161,4
5.190684,908470,298,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.8585885655,8.3012978356,56.980871356,22.677224702,25.529974987,42.67924248,30.850625239,27.276362268,5.1418596752,2
5.742941,1240131,298,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.7831885291,8.4631252224,60.138854775,16.953195407,23.555262628,37.880786392,26.041027321,26.665694103,4.2054621666,5
4.587823,1240135,298,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.810756,2.6813974884,7.9624831909,58.37328712,18.847004846,20.57233663,45.344742141,24.585529065,28.652618645,4.8485852845,3
3.334682,1240136,298,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.8469700598,8.3226548005,65.948460867,14.929778199,15.374947345,35.766514472,25.365276719,25.929724784,3.5964186626,2
5.199497,1240138,298,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.6710348552,7.8797203773,73.14869077,11.781910726,10.244585455,25.764670385,17.008211472,28.074886528,3.9956697251,10
3.709543,1240139,298,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.628027,0,2.5942349983,7.3433331797,71.659818412,14.973664313,15.539245784,30.628914441,24.623235837,18.988871228,2.7505944233,8
5.584533,1240141,298,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,7.9756568119,0,1.523447,2.9042703236,8.0874076402,63.763984675,21.524118521,16.448085919,31.495829056,20.991015328,31.31923844,5.6938234475,9
4.452191,1290808,298,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.7535974853,7.5384644386,64.521495524,14.372841411,13.658519112,31.681233748,19.531302544,25.374180268,2.9401093735,1
4.955725,1290810,298,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,7.8158529229,0,0.774333,2.8876571178,8.5444253457,63.08873689,15.29750056,24.63089832,43.548449375,27.507975962,22.965191971,5.3877198009,8
4.891187,1290813,298,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.780554,0,2.7033667794,7.7562416591,79.978478787,10.203707579,10.979477554,27.220654412,14.21057198,20.699008223,2.7572655114,2
5.122975,1290814,298,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.4170555399,0,0.859703,2.8107565076,8.2160319146,63.977508857,17.930153269,17.980414963,36.412177199,29.211687744,30.822836462,4.4723565535,4
3.996415,907173,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.7360690798,7.7904559658,77.379585716,10.670837274,10.778754486,22.832449059,15.081077168,21.930456179,3.4404689853,2
2.527601,908150,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.8330325461,8.2388435171,61.553823408,13.711035485,15.223651682,27.359157773,18.486390244,20.776586426,3.2616878846,6
2.621683,908152,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.6871948187,8.2212545271,62.960818384,19.610997219,21.996136023,37.168822467,25.892290024,26.350402108,3.7682914774,4
4.566766,908470,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.8585885655,8.3012978356,56.980871356,22.677224702,25.529974987,42.67924248,30.850625239,27.276362268,2.883414078,2
0.006711,1240131,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.7831885291,8.4631252224,60.138854775,16.953195407,23.555262628,37.880786392,26.041027321,26.665694103,3.3676836197,6
1.207106,1240135,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.810756,2.6813974884,7.9624831909,58.37328712,18.847004846,20.57233663,45.344742141,24.585529065,28.652618645,2.5187462995,7
1.843733,1240136,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.8469700598,8.3226548005,65.948460867,14.929778199,15.374947345,35.766514472,25.365276719,25.929724784,2.2272845195,8
-1.28518,1240138,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.6710348552,7.8797203773,73.14869077,11.781910726,10.244585455,25.764670385,17.008211472,28.074886528,2.619909608,1
-1.863689,1240139,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.628027,0,2.5942349983,7.3433331797,71.659818412,14.973664313,15.539245784,30.628914441,24.623235837,18.988871228,1.5086201722,4
3.745714,1240141,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.9756568119,0,1.523447,2.9042703236,8.0874076402,63.763984675,21.524118521,16.448085919,31.495829056,20.991015328,31.31923844,4.3154965368,3
3.565478,1290808,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.7535974853,7.5384644386,64.521495524,14.372841411,13.658519112,31.681233748,19.531302544,25.374180268,3.6996355609,8
3.634841,1290810,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.8158529229,0,0.774333,2.8876571178,8.5444253457,63.08873689,15.29750056,24.63089832,43.548449375,27.507975962,22.965191971,4.128075636,6
4.526307,1290814,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.4170555399,0,0.859703,2.8107565076,8.2160319146,63.977508857,17.930153269,17.980414963,36.412177199,29.211687744,30.822836462,3.1059046379,6
4.04928,907173,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.7360690798,7.7904559658,77.379585716,10.670837274,10.778754486,22.832449059,15.081077168,21.930456179,3.8244140089,10
5.632572,908150,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.8330325461,8.2388435171,61.553823408,13.711035485,15.223651682,27.359157773,18.486390244,20.776586426,4.3745473635,8
2.203013,908152,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.6871948187,8.2212545271,62.960818384,19.610997219,21.996136023,37.168822467,25.892290024,26.350402108,3.6522502894,9
4.944522,908470,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.8585885655,8.3012978356,56.980871356,22.677224702,25.529974987,42.67924248,30.850625239,27.276362268,4.642296127,8
4.311797,1240131,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.7831885291,8.4631252224,60.138854775,16.953195407,23.555262628,37.880786392,26.041027321,26.665694103,3.6732347342,4
5.474215,1240135,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.810756,2.6813974884,7.9624831909,58.37328712,18.847004846,20.57233663,45.344742141,24.585529065,28.652618645,5.4006170311,2
3.74016,1240136,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.8469700598,8.3226548005,65.948460867,14.929778199,15.374947345,35.766514472,25.365276719,25.929724784,3.7729495407,2
1.56321,1240138,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.6710348552,7.8797203773,73.14869077,11.781910726,10.244585455,25.764670385,17.008211472,28.074886528,3.2067130896,9
2.855961,1240139,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0.628027,0,2.5942349983,7.3433331797,71.659818412,14.973664313,15.539245784,30.628914441,24.623235837,18.988871228,1.9083280186,2
4.171601,1240141,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,7.9756568119,0,1.523447,2.9042703236,8.0874076402,63.763984675,21.524118521,16.448085919,31.495829056,20.991015328,31.31923844,4.3659468095,4
3.337923,1290808,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.7535974853,7.5384644386,64.521495524,14.372841411,13.658519112,31.681233748,19.531302544,25.374180268,2.6846312081,7
3.8606,1290810,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,7.8158529229,0,0.774333,2.8876571178,8.5444253457,63.08873689,15.29750056,24.63089832,43.548449375,27.507975962,22.965191971,4.587162951,3
2.533049,1290813,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0.780554,0,2.7033667794,7.7562416591,79.978478787,10.203707579,10.979477554,27.220654412,14.21057198,20.699008223,2.1285186642,9
5.173472,1290814,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4.4170555399,0,0.859703,2.8107565076,8.2160319146,63.977508857,17.930153269,17.980414963,36.412177199,29.211687744,30.822836462,4.7424604035,7
3.736149,907173,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2.7360690798,7.7904559658,77.379585716,10.670837274,10.778754486,22.832449059,15.081077168,21.930456179,3.3231768457,1
2.961742,908150,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2.8330325461,8.2388435171,61.553823408,13.711035485,15.223651682,27.359157773,18.486390244,20.776586426,2.2459538566,3
1.770683,908152,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2.6871948187,8.2212545271,62.960818384,19.610997219,21.996136023,37.168822467,25.892290024,26.350402108,3.1199029819,6
3.530684,908470,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2.8585885655,8.3012978356,56.980871356,22.677224702,25.529974987,42.67924248,30.850625239,27.276362268,3.3816924976,2
5.094403,1240131,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2.7831885291,8.4631252224,60.138854775,16.953195407,23.555262628,37.880786392,26.041027321,26.665694103,2.9233798593,8
5.142866,1240135,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.810756,2.6813974884,7.9624831909,58.37328712,18.847004846,20.57233663,45.344742141,24.585529065,28.652618645,4.2917052256,2
3.335768,1240136,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2.8469700598,8.3226548005,65.948460867,14.929778199,15.374947345,35.766514472,25.365276719,25.929724784,3.2755865643,1
2.953317,1240138,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2.6710348552,7.8797203773,73.14869077,11.781910726,10.244585455,25.764670385,17.008211472,28.074886528,3.312409157,2
2.723911,1240139,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0.628027,0,2.5942349983,7.3433331797,71.659818412,14.973664313,15.539245784,30.628914441,24.623235837,18.988871228,2.5643154421,8
1.896591,1240141,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,7.9756568119,0,1.523447,2.9042703236,8.0874076402,63.763984675,21.524118521,16.448085919,31.495829056,20.991015328,31.31923844,3.9106103329,7
4.5667,1290808,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2.7535974853,7.5384644386,64.521495524,14.372841411,13.658519112,31.681233748,19.531302544,25.374180268,2.4012873213,1
5.359719,1290810,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,7.8158529229,0,0.774333,2.8876571178,8.5444253457,63.08873689,15.29750056,24.63089832,43.548449375,27.507975962,22.965191971,4.7640201291,10
2.013285,1290813,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0.780554,0,2.7033667794,7.7562416591,79.978478787,10.203707579,10.979477554,27.220654412,14.21057198,20.699008223,2.0843835879,9
4.57544,1290814,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,4.4170555399,0,0.859703,2.8107565076,8.2160319146,63.977508857,17.930153269,17.980414963,36.412177199,29.211687744,30.822836462,5.1559278483,7
4.361443,907173,304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.7360690798,7.7904559658,77.379585716,10.670837274,10.778754486,22.832449059,15.081077168,21.930456179,4.3065832299,1
4.113538,908150,304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.8330325461,8.2388435171,61.553823408,13.711035485,15.223651682,27.359157773,18.486390244,20.776586426,4.9280988515,5
4.977446,908152,304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.6871948187,8.2212545271,62.960818384,19.610997219,21.996136023,37.168822467,25.892290024,26.350402108,5.0990283531,6
5.053367,908470,304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.8585885655,8.3012978356,56.980871356,22.677224702,25.529974987,42.67924248,30.850625239,27.276362268,4.0573577244,7
4.633068,1240131,304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.7831885291,8.4631252224,60.138854775,16.953195407,23.555262628,37.880786392,26.041027321,26.665694103,4.4730673959,10
4.252613,1240135,304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.810756,2.6813974884,7.9624831909,58.37328712,18.847004846,20.57233663,45.344742141,24.585529065,28.652618645,4.0496290736,3
4.923266,1240136,304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.8469700598,8.3226548005,65.948460867,14.929778199,15.374947345,35.766514472,25.365276719,25.929724784,4.6699393138,6
3.81365,1240138,304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.6710348552,7.8797203773,73.14869077,11.781910726,10.244585455,25.764670385,17.008211472,28.074886528,3.3386077284,5
5.695451,1240141,304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.9756568119,0,1.523447,2.9042703236,8.0874076402,63.763984675,21.524118521,16.448085919,31.495829056,20.991015328,31.31923844,4.4256191648,6
