IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_788,Fingerprint_785,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_113_D,PKA_113_D_CSV,PKA_124_POL,PKA_129_S,PKA_129_S_CSV,PKA_129_S_EXP,PKA_164_ASA,PKA_164_R_CSV,PKA_176_EXP,PKA_237_EXP,PKA_264_VOL,PKA_271_HYD,PKA_272_M_CSV,PKA_294_VOL,PKA_70_POL,PKA_91_ASA,PKA_91_CSV,PKA_91_ENG,PKA_91_EXP,PKA_93_V_EXP,MOT_2D_D_helix_CSV,MOT_2D_beta8strand_CSV,DOM_Kringle_EXP,DOM_NUC194,MUT_MAPK8,MUT_TNK2,MUT_TSSK6,CNV_CDK8_gain,REC_R_HSA_2984220_CSV,PWY_R_HSA_5689880_CSV,PWY_R_HSA_5693538_CSV,PWY_R_HSA_8953750_EXP,GO_0003222,GO_0003222_CSV,GO_0009791_CSV,GO_0014075,GO_0032880_EXP,GO_0042733_EXP,GO_0048536_CSV,CLS_gender_f,EXP_TEC,EXP_NUAK2,EXP_TBCK,EXP_MKNK1,EXP_CDK13,EXP_ACVR1B_X_EXP_GTF2H1,EXP_ACVR1B_X_EXP_SMAD3,EXP_ACVR1B_X_EXP_SMAD4,EXP_GUCY2C_X_EXP_PDE5A,EXP_NPR2_X_EXP_ENTPD8,EXP_NPR2_X_EXP_ZNRD1,EXP_TAOK3_X_EXP_KDSR,EXP_TEC_X_EXP_SOS1,EXP_TEC_X_EXP_SYK,EXP_TGFBR2_X_EXP_GPC1,EXP_TGFBR2_X_EXP_NEDD4L,REC_R_HSA_1067646_CSV_X_REC_R_HSA_2980720_CSV,REC_R_HSA_1067646_CSV_X_REC_R_HSA_2984226_CSV,REC_R_HSA_1067646_CSV_X_REC_R_HSA_8857565_CSV,REC_R_HSA_109858_CSV_X_REC_R_HSA_2980720_CSV,REC_R_HSA_109858_CSV_X_REC_R_HSA_2984226_CSV,REC_R_HSA_2980720_CSV_X_REC_R_HSA_909552_CSV,REC_R_HSA_2984226_CSV_X_REC_R_HSA_909552_CSV,PWY_R_HSA_2980767_CSV_X_PWY_R_HSA_447115_CSV,PWY_R_HSA_3301854_CSV_X_PWY_R_HSA_447115_CSV,Predicted IC50,Validation
2.201124,909751,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.3419611582,3.4852368517,4.186014191,3.9199764548,4.9001077507,30.753590425,21.310079018,26.30669969,12.597721669,20.324254119,51.977859275,38.464898125,29.149304366,19.176354147,28.736814255,24.212600615,0,0,0,0,0,0,0,0,0,2.6626018986,7
3.204152,909755,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8814711443,3.5749217625,6.5995335507,4.2069122818,4.471449223,36.758018103,28.01545096,29.777574305,15.755150668,16.733924005,39.934110499,40.642636802,25.597053875,26.241037537,42.929302116,37.12913845,0,0,0,0,0,0,0,0,0,3.191234498,5
3.531572,909757,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2821638555,4.5824476593,4.6951429084,3.8208408467,4.8041078708,43.95787951,26.651737821,31.742005007,45.216082814,14.825571796,35.542935054,40.470797872,22.832054624,25.552134354,32.062560669,44.663483596,0,0,0,0,0,0,0,0,0,4.1571278669,3
2.592147,909761,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.753136,0,0,0,3.9597524954,0,0,3.6457177372,3.9980521408,5.7113412711,3.7042946962,4.5094398688,49.961830208,32.822635312,30.001405301,38.303577593,16.436024754,42.097180693,36.517064224,22.19545254,20.467323001,33.405105167,36.81951668,0,0,0,0,0,0,0,0,0,3.1929188139,3
3.70956,910554,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.4,0,0,0,0,0,0,0,0,-0.29,0,0,0,0,0,0,0,0,1.496003,1.528455,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3.4436070802,0,0,1,3.8770180208,4.5183740163,5.1683104031,3.9316411619,4.6915156737,35.894599244,23.316834011,31.079134405,35.821859178,19.708914349,50.332267667,44.914926046,24.39503086,28.986122072,28.083582616,43.774123658,0,0,0.532757371,0,0,0,0,0,0,3.7962535564,7
1.98688,910569,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7897774894,0,0,1,3.23436372,3.519266612,5.0409988705,4.3190668411,4.1640336668,38.631371579,22.239600554,28.345526734,9.251533369,14.774715036,37.424386285,42.411840357,21.956192299,10.361301672,14.598776779,15.52257476,0,0,0,0,0,0,0,0,0,2.3844033581,1
3.82532,910700,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3571027803,4.1106978576,6.1274373789,3.7228183488,3.9781773641,41.087902572,27.047908644,28.970268767,24.925335659,20.226647297,44.547487235,37.592889592,21.967983761,10.780789501,33.384232567,36.134622123,0,0,0,0,0,0,0,0,0,3.1720306577,10
5.350473,910905,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.686422559,4.167573434,5.3248156895,3.9642303274,4.3994984135,46.578739597,29.642639848,31.591380495,34.033350612,14.212040897,35.058619461,40.012731119,23.432972055,27.400322773,29.06300006,45.570554348,0,0,0,0,0,0,0,0,0,4.202352077,6
4.611247,924108,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6762386104,5.6073484734,5.9116988479,4.1476166472,5.3602264402,37.143614478,26.641637477,26.875648164,12.03716097,14.387586931,33.891723586,51.855761135,25.170566166,21.519538269,51.165084489,65.20588021,0,0,0,0,0,0,0,0,0,4.0279089411,3
3.369991,998189,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641538,0,0,0,0,0,0,0,0,0,0,4.6554152351,0,0,0,0,7.0845336374,0,0,1,3.6470560286,4.5671095852,6.2443529681,3.8244907699,4.2106977634,32.753717428,20.872525578,25.419558885,21.61226102,16.07085987,37.236315562,47.009199651,23.129709596,25.785344188,28.126710617,34.956807641,0,0,0,0,0,0,0,0,0,3.3543075345,7
3.554089,1240123,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.0356849576,0,0,0,0,0,-2.2,0,0,0,0,0,0,0.691451,0,0,0,1,0,0,0,0,0.744695,0,1,0,0,0,0,3.4236806003,0,1,3.3838750072,4.7717010351,6.759872829,3.9119990397,4.1129544207,30.94779114,19.73401425,24.893484742,32.23505865,18.06966125,41.568886966,38.996861831,21.207358716,22.661780822,23.073503466,25.409918854,0,0,0,0,0,0,0,0,0,2.5255076095,4
2.898601,1240173,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2964168787,3.887847673,6.4336519607,3.6299946535,4.7999757733,34.415803845,20.783807509,23.239710915,11.555403504,23.336569531,46.619159685,51.26499814,20.393413042,10.599499725,33.683467321,34.700590778,0,0,0,0,0,0,0,0,0,3.6435307367,2
4.831237,1290769,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2023611886,4.0859069496,5.3526309137,4.3429284363,4.8125750014,37.345471974,27.941630875,24.628779983,19.391539412,14.935337398,31.478881848,35.63112332,24.943273841,28.599684014,43.552252304,32.02479081,0,0,0,0,0,0,0,0,0,4.1258925787,9
2.785609,1290907,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2823075925,0,0,3.4534922264,4.1410945788,5.4475412274,3.6742148662,4.3401197526,36.732674914,23.656546457,24.073638091,29.227041213,27.663421497,43.249232542,39.419902216,21.901234956,25.129276097,31.487326665,34.134357988,0,0,0,0,0,0,0,0,0,2.4924705367,2
2.518858,1659823,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.5,0,3.5622179577,0,0,0,0,22.6,-4.4,0,0,0,0,0,2.311818,0.721792,0,0,0,1,0,0,0,1.636964,0,5.3538440239,4,1.636964,1.636964,1,3.3115310121,4.2336826399,1.531527,0,3.5624783732,4.1282479122,6.6124975933,3.9683660657,4.1689587619,29.568546345,17.021987037,24.856307693,22.956094537,17.984539105,41.783515567,37.740445449,21.389882559,23.690254507,39.000748484,40.414112644,0,0,0,0,0,0,0,0,0,2.606685005,1
1.770531,1659928,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.7,0,0,0,0,0,0,0,-60.4,0.65,0,38.3,-2.2,0,0,0,0,0,0.652526,0,0,0,0,0,1,0,0,0.809132,0,7.493768547,1,0.809132,1.603756,0,0,6.0680924524,1.585206,1,3.5007558986,3.6274587722,5.9770095571,3.5535304117,4.20501552,30.784695425,17.90715093,24.148213674,23.495079148,18.988624254,41.131799451,39.523662835,22.698771764,24.27667083,20.228616495,29.699271478,0,0,0,0,0,0,0,0,0,1.4526717501,1
2.83072,1660034,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9326610297,0,0,0,0,0,0,0.607728,0,13.505366525,1,0,0,0,0,2.9326610297,0,0,3.4088083445,4.3996272383,7.2982828487,3.6803163452,4.3060842554,31.601068445,19.563510969,25.848502252,13.458675743,14.738140059,40.168034163,43.001374721,21.541132897,23.662110096,28.517715542,21.961405639,0,0,0,0,0,0,0,0,0,2.3118907661,7
4.095841,1660035,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7589905373,4.3689772667,5.5742955756,3.6361954704,4.475847537,37.962001068,27.297874066,23.921076629,38.356530156,15.682978886,36.535816157,38.646542048,22.812986528,26.192244576,30.953084121,31.507915458,0,0,0,0,0,0,0,0,0,3.2575326729,9
5.187801,1660036,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,3.65444117,1.693891,0.795759,0,0,0,0,0,0,0.715676,0,0,0,0,0,0,1,3.4530824159,0,0,0,3.6041975316,3.7836891373,5.4792647868,4.1672426007,4.0687921727,34.419680362,17.928364733,27.287528234,23.508630418,18.668437428,47.095189828,43.570781214,22.0828124,21.949649118,32.790625547,38.777195957,0,0,0,0,0,0,0,0,0,4.4482677624,10
3.617161,1674021,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.8945894909,3.3718729235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0506106486,0,1,3.7892840993,4.4477830423,6.7382406287,3.5621979299,4.7275262809,30.955719822,23.987954071,25.568369046,12.150045807,13.033252999,28.275101074,48.424403233,24.723835227,18.476667814,27.532490849,38.741594231,0,0,0,0,0,0,0,0,0,3.0610670522,1
-1.462196,905936,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0.58188,0,0,0,0,1,1,0,0,0,0.843276,0,0,0,0.843276,0,0,0,1.425156,0,3.4152370298,3.4148131709,7.0996848861,3.8966894339,4.0009270163,32.7517813,21.659817825,27.397356334,11.533871345,20.724312402,51.937329243,40.187089125,21.519169334,13.844298173,30.31889556,29.559627743,0,0,0,0,0,0,0,0,0,-0.499588647,9
3.78748,905937,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,0,0,0,2.7,0,0,0,0,0,3.251295,1.442725,0,0,0,0,0,0,0,0,0,0,0,0,0.832933,1,3.8449589408,3.1166273617,0,0,3.4821358699,4.9255984618,5.3352338843,4.0223004522,4.4099957653,32.686082125,21.474747526,24.996199309,12.181421536,16.956425404,41.873132893,35.03449431,20.906841643,19.219070076,28.776935157,27.202437815,0,0,0,0,0,0,0,0,0,2.0697197793,5
-0.834684,905939,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4256259067,3.5528542499,6.2700496803,3.7570565514,4.7964212223,41.976097521,30.321711457,21.098173599,11.723813571,21.132910721,51.7597202,32.896626058,22.334695416,21.171150416,27.548237997,41.029018832,0,0,0,0,0,0,0,0,0,-0.563347041,4
-1.597557,905961,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.242478123,3.6386956848,6.4942434526,4.103200841,4.3327405925,43.656956617,28.917785582,19.221122349,8.8499017772,16.992879014,39.92336416,38.805498858,18.524714974,22.151361877,27.333071071,36.322648047,0,0,0,0,0,0,0,0,0,-1.57213055,10
-1.37789,905962,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.3868207594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736083,0,0,0,0,0,3.5093337306,3.4845337342,5.4054055955,3.6584247137,4.292466309,40.089115504,24.382889911,17.515760004,11.146905518,22.160875698,47.888738037,28.319035535,20.451009127,25.111271545,29.167156727,33.286880022,0,0,0,0,0,0,0,0,0,-0.931439569,7
-0.816074,905971,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.7,0,0,0,0,0,2.653910549,0,0,0,0,0,-1.7,0,0,0,0,0,2.090968,0,0,0,0,1,0,0,0,0.794644,0,5.868033407,1,0.794644,0.794644,0,0,0,0,0,3.693933278,3.9664710065,6.2054952009,3.87788723,5.0956548991,36.669007795,21.610514448,27.343176763,31.998815195,19.074697058,44.079621009,39.850964808,22.001423793,24.780148557,28.766520826,44.75115645,0,0,0,0,0,0,0,0,0,-0.107705017,5
0.881895,905989,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76551,0.705361,0,1,0.828746,0,0,0,4.572003597,0,0,3.6639232657,3.2535565437,7.1585204792,3.691618249,4.0586744683,34.33508873,20.505110071,24.38772583,13.738430424,19.230950354,45.112752995,44.968596808,25.543068263,23.211503316,25.464424813,36.247376021,0,0,0,0,0,0,0,0,0,0.1804240294,8
0.4824,906815,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4196964598,3.2638863782,4.8688419491,3.5792964947,4.4398014452,35.864627984,22.670859123,23.298445834,9.1595547129,12.464345217,29.557973502,48.475070528,20.00364178,12.62087091,22.924170309,44.527456009,0,0,0,0,0,0,0,0,0,1.2242349409,6
2.283733,907287,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693269,1.539629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.9185852058,0,0,3.7266494343,4.2844697639,4.7647016644,4.4408715848,4.7998899802,53.810171609,37.708041175,31.770637597,32.561992262,19.852077822,39.740070972,43.802368657,26.365996816,35.309106929,29.205512727,42.359351621,0,0,0.4616088985,0,0,0,0,0,0,3.5660593043,4
2.292948,907289,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823594,0.780053,0,0,0,0,0,0,0,0.470335,0,0,1,0,0,0,0,9.6567267843,0,0,3.8552182536,4.0435301039,4.1143970634,3.8629343024,3.9467473479,35.086046672,22.674164804,28.263060628,38.775738756,16.129391167,40.608009059,45.90168124,22.541701084,26.793443525,34.107279749,45.228368907,0,0,0,0,0,0,0,0,0,2.3366612639,10
-0.736439,907291,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-39.7,0,0,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4876231395,5.3013887444,6.3214762123,4.1078012525,4.2204921617,33.677573645,21.914445099,26.425031,33.03047315,16.888695105,38.508483339,52.818891672,23.652332784,22.110499902,18.506196256,27.735419817,0,0,0,0,0,0,0,0,0,-0.186443442,10
1.339125,907790,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621718,0,3.2861483496,3.5329565839,3.4988933671,3.833386013,3.743649694,22.30777452,25.239762623,29.027712229,11.311699914,14.653937602,38.593725254,39.777857344,17.923433961,13.101736712,26.812131762,25.695942284,0,0,0,0,0,0,0,0,0,1.658714801,3
