
Call:  glmnet(x = x, y = y, alpha = 0.01, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 99.480
2    1 0.00035 90.650
3    1 0.00067 82.590
4    1 0.00096 75.260
5    1 0.00123 68.570
6    1 0.00148 62.480
7    1 0.00170 56.930
8    2 0.00210 51.870
9    2 0.00260 47.260
10   2 0.00307 43.060
11   3 0.00373 39.240
12   4 0.00440 35.750
13   4 0.00505 32.580
14   4 0.00566 29.680
15   5 0.00623 27.050
16   5 0.00701 24.640
17   5 0.00776 22.450
18   5 0.00851 20.460
19   5 0.00925 18.640
20   7 0.01010 16.990
21   7 0.01104 15.480
22   8 0.01202 14.100
23   9 0.01317 12.850
24   9 0.01441 11.710
25  11 0.01583 10.670
26  12 0.01745  9.720
27  13 0.01918  8.856
28  15 0.02104  8.069
29  16 0.02310  7.353
30  18 0.02540  6.699
31  22 0.02797  6.104
32  22 0.03085  5.562
33  24 0.03392  5.068
34  28 0.03729  4.618
35  32 0.04102  4.207
36  33 0.04506  3.834
37  34 0.04940  3.493
38  39 0.05407  3.183
39  44 0.05910  2.900
40  46 0.06448  2.642
41  47 0.07015  2.408
42  48 0.07612  2.194
43  50 0.08239  1.999
44  52 0.08892  1.821
45  56 0.09573  1.659
46  58 0.10280  1.512
47  61 0.11020  1.378
48  63 0.11780  1.255
49  65 0.12570  1.144
50  66 0.13370  1.042
51  67 0.14190  0.950
52  68 0.15030  0.865
53  68 0.15870  0.788
54  71 0.16720  0.718
55  73 0.17580  0.654
56  74 0.18450  0.596
57  76 0.19330  0.543
58  77 0.20200  0.495
59  78 0.21070  0.451
60  79 0.21930  0.411
61  81 0.22790  0.375
62  83 0.23650  0.341
63  83 0.24500  0.311
64  84 0.25340  0.283
65  84 0.26170  0.258
66  85 0.26990  0.235
67  86 0.27800  0.214
68  87 0.28600  0.195
69  89 0.29380  0.178
70  89 0.30160  0.162
71  89 0.30930  0.148
72  89 0.31680  0.135
73  89 0.32420  0.123
74  90 0.33160  0.112
75  91 0.33890  0.102
76  92 0.34610  0.093
77  92 0.35320  0.085
78  92 0.36030  0.077
79  91 0.36720  0.070
80  90 0.37410  0.064
81  90 0.38090  0.058
82  91 0.38760  0.053
83  92 0.39420  0.048
84  92 0.40070  0.044
85  92 0.40710  0.040
86  92 0.41340  0.037
87  93 0.41970  0.033
88  93 0.42580  0.030
89  93 0.43180  0.028
90  93 0.43770  0.025
91  93 0.44340  0.023
92  93 0.44910  0.021
93  93 0.45460  0.019
94  91 0.45990  0.017
95  92 0.46500  0.016
96  92 0.47010  0.014
97  92 0.47500  0.013
98  91 0.47970  0.012
99  92 0.48430  0.011
100 92 0.48870  0.010
