
Call:  glmnet(x = x, y = y, alpha = 0.35, family = "gaussian", standardize = TRUE) 

   Df     %Dev  Lambda
1   0 0.000000 1.69000
2   1 0.008404 1.54000
3   3 0.017020 1.40300
4   5 0.024890 1.27900
5   6 0.031800 1.16500
6   9 0.038370 1.06100
7  10 0.044900 0.96720
8  11 0.050650 0.88130
9  12 0.056090 0.80300
10 12 0.060770 0.73160
11 10 0.064720 0.66660
12 14 0.068700 0.60740
13 13 0.072380 0.55350
14 13 0.075510 0.50430
15 13 0.078230 0.45950
16 13 0.080580 0.41870
17 13 0.082540 0.38150
18 14 0.084220 0.34760
19 14 0.085650 0.31670
20 14 0.087080 0.28860
21 14 0.088380 0.26290
22 14 0.089480 0.23960
23 14 0.090410 0.21830
24 14 0.091200 0.19890
25 14 0.091870 0.18120
26 14 0.092440 0.16510
27 14 0.092930 0.15050
28 14 0.093350 0.13710
29 14 0.093710 0.12490
30 14 0.094010 0.11380
31 16 0.094300 0.10370
32 17 0.094620 0.09450
33 16 0.094880 0.08610
34 17 0.095180 0.07845
35 16 0.095540 0.07148
36 16 0.095850 0.06513
37 17 0.096110 0.05935
38 19 0.096350 0.05407
39 19 0.096550 0.04927
40 19 0.096730 0.04489
41 19 0.096880 0.04090
42 21 0.097020 0.03727
43 21 0.097170 0.03396
44 21 0.097310 0.03094
45 21 0.097420 0.02819
46 21 0.097510 0.02569
47 20 0.097590 0.02341
48 20 0.097660 0.02133
49 20 0.097710 0.01943
50 19 0.097770 0.01771
51 20 0.097800 0.01613
52 20 0.097840 0.01470
53 20 0.097870 0.01339
54 20 0.097900 0.01220
55 20 0.097920 0.01112
56 20 0.097940 0.01013
57 21 0.097960 0.00923
58 21 0.097970 0.00841
59 21 0.097980 0.00766
60 22 0.098000 0.00698
61 22 0.098000 0.00636
62 22 0.098010 0.00580
63 23 0.098020 0.00528
64 23 0.098020 0.00481
65 24 0.098030 0.00439
66 24 0.098030 0.00400
67 25 0.098030 0.00364
68 25 0.098040 0.00332
69 25 0.098040 0.00302
70 26 0.098040 0.00276
71 26 0.098040 0.00251
72 26 0.098050 0.00229
73 27 0.098050 0.00208
74 27 0.098050 0.00190
75 27 0.098050 0.00173
76 28 0.098050 0.00158
