
Call:  glmnet(x = x, y = y, alpha = 0.2, family = "gaussian", standardize = FALSE) 

    Df    %Dev  Lambda
1    0 0.00000 159.200
2    1 0.01058 145.000
3    1 0.01941 132.200
4    1 0.02677 120.400
5    1 0.03290 109.700
6    1 0.03801  99.970
7    1 0.04226  91.090
8    1 0.04580  83.000
9    1 0.04875  75.620
10   1 0.05120  68.900
11   1 0.05324  62.780
12   1 0.05494  57.210
13   1 0.05635  52.120
14   1 0.05752  47.490
15   1 0.05850  43.270
16   1 0.05931  39.430
17   1 0.05998  35.930
18   1 0.06055  32.740
19   1 0.06101  29.830
20   1 0.06140  27.180
21   1 0.06172  24.760
22   1 0.06199  22.560
23   2 0.06221  20.560
24   2 0.06260  18.730
25   2 0.06298  17.070
26   3 0.06334  15.550
27   3 0.06499  14.170
28   3 0.06621  12.910
29   3 0.06724  11.760
30   3 0.06813  10.720
31   3 0.06888   9.767
32   2 0.06948   8.899
33   2 0.06972   8.109
34   4 0.07034   7.388
35   5 0.07282   6.732
36   5 0.07550   6.134
37   5 0.07776   5.589
38   5 0.07967   5.093
39   5 0.08126   4.640
40   5 0.08260   4.228
41   5 0.08373   3.852
42   5 0.08467   3.510
43   6 0.08557   3.198
44   6 0.08638   2.914
45   6 0.08703   2.655
46   6 0.08758   2.419
47   6 0.08804   2.204
48   6 0.08843   2.009
49   9 0.08889   1.830
50   9 0.08970   1.668
51   9 0.09036   1.519
52  10 0.09091   1.384
53  10 0.09144   1.261
54  10 0.09190   1.149
55  10 0.09228   1.047
56  11 0.09259   0.954
57  11 0.09287   0.870
58  11 0.09310   0.792
59  12 0.09332   0.722
60  13 0.09355   0.658
61  15 0.09375   0.599
62  16 0.09428   0.546
63  16 0.09476   0.498
64  16 0.09518   0.453
65  15 0.09563   0.413
66  14 0.09587   0.376
67  15 0.09612   0.343
68  16 0.09631   0.312
69  15 0.09652   0.285
70  16 0.09669   0.259
71  16 0.09684   0.236
72  16 0.09697   0.215
73  17 0.09710   0.196
74  17 0.09722   0.179
75  17 0.09731   0.163
76  18 0.09740   0.148
77  19 0.09747   0.135
78  21 0.09754   0.123
79  20 0.09762   0.112
80  20 0.09768   0.102
81  21 0.09774   0.093
82  22 0.09777   0.085
83  22 0.09782   0.077
84  22 0.09785   0.071
85  22 0.09788   0.064
86  22 0.09790   0.059
87  22 0.09792   0.053
88  22 0.09794   0.049
89  22 0.09795   0.044
90  22 0.09796   0.040
91  22 0.09797   0.037
92  22 0.09798   0.034
93  23 0.09799   0.031
94  23 0.09800   0.028
95  24 0.09800   0.025
96  24 0.09801   0.023
97  25 0.09801   0.021
98  25 0.09801   0.019
99  26 0.09802   0.017
100 27 0.09802   0.016
