
Call:  glmnet(x = x, y = y, alpha = 0.25, family = "gaussian", standardize = TRUE) 

    Df    %Dev  Lambda
1    0 0.00000 2.32500
2    1 0.00700 2.11800
3    1 0.01353 1.93000
4    2 0.02002 1.75900
5    2 0.03057 1.60200
6    2 0.04028 1.46000
7    2 0.04917 1.33000
8    3 0.05896 1.21200
9    6 0.07083 1.10400
10  10 0.08668 1.00600
11  16 0.10680 0.91690
12  19 0.13130 0.83550
13  26 0.15710 0.76120
14  28 0.18250 0.69360
15  35 0.20710 0.63200
16  40 0.23220 0.57580
17  41 0.25670 0.52470
18  41 0.27850 0.47810
19  43 0.29820 0.43560
20  48 0.31690 0.39690
21  50 0.33530 0.36160
22  50 0.35180 0.32950
23  55 0.36810 0.30020
24  55 0.38550 0.27360
25  58 0.40140 0.24930
26  60 0.41560 0.22710
27  63 0.42830 0.20690
28  65 0.43980 0.18860
29  70 0.45140 0.17180
30  81 0.46300 0.15650
31  88 0.47440 0.14260
32  91 0.48610 0.13000
33  93 0.49660 0.11840
34  94 0.50590 0.10790
35  99 0.51470 0.09832
36 101 0.52320 0.08958
37 101 0.53100 0.08162
38 104 0.53800 0.07437
39 103 0.54440 0.06777
40 104 0.54990 0.06175
41 107 0.55470 0.05626
42 107 0.55920 0.05126
43 108 0.56340 0.04671
44 110 0.56720 0.04256
45 111 0.57080 0.03878
46 116 0.57420 0.03533
47 118 0.57750 0.03219
48 120 0.58030 0.02933
49 122 0.58310 0.02673
50 123 0.58540 0.02435
51 123 0.58750 0.02219
52 124 0.58930 0.02022
53 124 0.59080 0.01842
54 125 0.59210 0.01679
55 125 0.59330 0.01529
56 125 0.59430 0.01394
57 125 0.59520 0.01270
58 126 0.59600 0.01157
59 125 0.59670 0.01054
60 125 0.59720 0.00961
61 125 0.59770 0.00875
62 125 0.59810 0.00798
63 125 0.59840 0.00727
64 126 0.59870 0.00662
65 126 0.59890 0.00603
66 125 0.59910 0.00550
67 125 0.59930 0.00501
68 124 0.59950 0.00456
69 125 0.59960 0.00416
70 125 0.59970 0.00379
71 125 0.59980 0.00345
72 125 0.59990 0.00314
73 125 0.60000 0.00287
74 125 0.60000 0.00261
75 125 0.60010 0.00238
76 125 0.60010 0.00217
77 124 0.60020 0.00198
78 124 0.60020 0.00180
79 123 0.60020 0.00164
80 123 0.60020 0.00149
81 123 0.60020 0.00136
82 123 0.60030 0.00124
83 123 0.60030 0.00113
84 123 0.60030 0.00103
85 123 0.60030 0.00094
86 123 0.60030 0.00086
87 123 0.60030 0.00078
88 123 0.60030 0.00071
89 123 0.60030 0.00065
90 123 0.60030 0.00059
91 123 0.60030 0.00054
