
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

     Df    %Dev  Lambda
1     0 0.00000 2.52100
2     1 0.00185 2.29700
3     2 0.00372 2.09300
4     3 0.00634 1.90700
5     3 0.00901 1.73700
6     4 0.01227 1.58300
7     5 0.01594 1.44200
8     6 0.01942 1.31400
9     6 0.02258 1.19800
10    6 0.02520 1.09100
11    6 0.02737 0.99420
12    6 0.02918 0.90590
13    6 0.03067 0.82540
14    6 0.03192 0.75210
15    6 0.03295 0.68530
16    7 0.03384 0.62440
17    8 0.03555 0.56890
18    9 0.03716 0.51840
19    9 0.03866 0.47230
20    9 0.03989 0.43040
21    9 0.04091 0.39210
22    9 0.04175 0.35730
23   10 0.04248 0.32560
24   10 0.04331 0.29660
25   11 0.04578 0.27030
26   12 0.05812 0.24630
27   12 0.06856 0.22440
28   12 0.07721 0.20450
29   12 0.08440 0.18630
30   13 0.09673 0.16970
31   13 0.10870 0.15470
32   13 0.11860 0.14090
33   14 0.12840 0.12840
34   16 0.14040 0.11700
35   17 0.15480 0.10660
36   18 0.17120 0.09713
37   19 0.18650 0.08850
38   21 0.20010 0.08064
39   21 0.21250 0.07348
40   21 0.22300 0.06695
41   23 0.23470 0.06100
42   25 0.24910 0.05558
43   27 0.26360 0.05065
44   31 0.27610 0.04615
45   30 0.28660 0.04205
46   33 0.29620 0.03831
47   34 0.30650 0.03491
48   36 0.31540 0.03181
49   38 0.32450 0.02898
50   39 0.33240 0.02641
51   41 0.33940 0.02406
52   44 0.34670 0.02192
53   48 0.35600 0.01998
54   53 0.36970 0.01820
55   58 0.38540 0.01658
56   61 0.40360 0.01511
57   64 0.42070 0.01377
58   68 0.43990 0.01255
59   71 0.45610 0.01143
60   74 0.47060 0.01042
61   75 0.48420 0.00949
62   77 0.49560 0.00865
63   79 0.50520 0.00788
64   79 0.51370 0.00718
65   81 0.52110 0.00654
66   84 0.52850 0.00596
67   88 0.53600 0.00543
68   90 0.54270 0.00495
69   93 0.54830 0.00451
70   95 0.55370 0.00411
71   98 0.55880 0.00374
72  100 0.56370 0.00341
73  101 0.56830 0.00311
74  101 0.57180 0.00283
75  101 0.57490 0.00258
76  104 0.57770 0.00235
77  105 0.58060 0.00214
78  106 0.58310 0.00195
79  106 0.58520 0.00178
80  108 0.58700 0.00162
81  108 0.58900 0.00148
82  112 0.59060 0.00134
83  113 0.59220 0.00123
84  112 0.59360 0.00112
85  112 0.59470 0.00102
86  114 0.59560 0.00093
87  114 0.59640 0.00084
88  114 0.59710 0.00077
89  114 0.59760 0.00070
90  113 0.59810 0.00064
91  112 0.59840 0.00058
92  112 0.59870 0.00053
93  113 0.59900 0.00048
94  114 0.59920 0.00044
95  114 0.59940 0.00040
96  115 0.59950 0.00037
97  115 0.59970 0.00033
98  115 0.59980 0.00030
99  115 0.59990 0.00028
100 115 0.60000 0.00025
