
Call:  glmnet(x = x, y = y, alpha = 0.8, family = "gaussian", standardize = FALSE) 

   Df     %Dev Lambda
1   0 0.000000 4.0440
2   1 0.004896 3.6850
3   2 0.010460 3.3570
4   2 0.017680 3.0590
5   3 0.024110 2.7870
6   3 0.029790 2.5400
7   3 0.034520 2.3140
8   3 0.038440 2.1090
9   4 0.042000 1.9210
10  4 0.046250 1.7510
11  4 0.049790 1.5950
12  5 0.052760 1.4530
13  7 0.056540 1.3240
14  7 0.060580 1.2070
15  7 0.063920 1.0990
16  6 0.066370 1.0020
17  6 0.067920 0.9127
18  7 0.069400 0.8317
19  7 0.070740 0.7578
20  7 0.071850 0.6905
21  8 0.073220 0.6291
22  8 0.075010 0.5732
23  8 0.076500 0.5223
24  8 0.077740 0.4759
25  8 0.078770 0.4336
26  8 0.079620 0.3951
27  9 0.080360 0.3600
28  9 0.081000 0.3280
29  9 0.081530 0.2989
30  9 0.081970 0.2723
31  9 0.082330 0.2481
32  9 0.082630 0.2261
33 10 0.083830 0.2060
34  9 0.090180 0.1877
35 11 0.098720 0.1710
36 11 0.107800 0.1558
37 11 0.115400 0.1420
38 11 0.121900 0.1294
39 11 0.127400 0.1179
40 11 0.132100 0.1074
41 11 0.136000 0.0979
42 11 0.139300 0.0892
43 12 0.142200 0.0812
44 12 0.144700 0.0740
45 12 0.146700 0.0675
46 12 0.148500 0.0615
47 12 0.149900 0.0560
48 12 0.151200 0.0510
49 12 0.152200 0.0465
50 13 0.153000 0.0424
51 12 0.153800 0.0386
52 13 0.154500 0.0352
53 13 0.155100 0.0320
54 12 0.155500 0.0292
55 12 0.155900 0.0266
56 12 0.156200 0.0242
57 12 0.156500 0.0221
58 12 0.156700 0.0201
59 14 0.156900 0.0183
60 14 0.157100 0.0167
61 15 0.157200 0.0152
62 14 0.157400 0.0139
63 14 0.157500 0.0126
64 14 0.157600 0.0115
65 15 0.157700 0.0105
66 17 0.157700 0.0096
67 17 0.157800 0.0087
68 17 0.157900 0.0079
69 17 0.158000 0.0072
70 17 0.158000 0.0066
71 16 0.158100 0.0060
72 18 0.158100 0.0055
73 18 0.158100 0.0050
74 18 0.158200 0.0045
75 18 0.158200 0.0041
76 18 0.158200 0.0038
77 19 0.158200 0.0034
78 19 0.158200 0.0031
79 19 0.158200 0.0029
80 19 0.158300 0.0026
81 19 0.158300 0.0024
82 19 0.158300 0.0022
83 19 0.158300 0.0020
84 19 0.158300 0.0018
85 19 0.158300 0.0016
86 20 0.158300 0.0015
87 20 0.158300 0.0014
88 21 0.158300 0.0012
89 21 0.158300 0.0011
90 21 0.158300 0.0010
91 21 0.158300 0.0009
92 21 0.158300 0.0009
