
Call:  glmnet(x = x, y = y, alpha = 0.01, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 323.50
2    1 0.001921 294.80
3    3 0.004896 268.60
4    3 0.009230 244.70
5    4 0.013430 223.00
6    5 0.017970 203.20
7    6 0.022510 185.10
8    7 0.027520 168.70
9    7 0.032150 153.70
10   7 0.036390 140.00
11   8 0.040320 127.60
12   8 0.044090 116.30
13   8 0.047540 105.90
14   8 0.050650  96.53
15   9 0.053510  87.95
16  10 0.056280  80.14
17  10 0.058890  73.02
18  10 0.061250  66.53
19  11 0.063430  60.62
20  12 0.065430  55.24
21  12 0.067240  50.33
22  12 0.068870  45.86
23  12 0.070350  41.78
24  12 0.071690  38.07
25  12 0.072910  34.69
26  12 0.074010  31.61
27  13 0.075020  28.80
28  13 0.075930  26.24
29  13 0.076760  23.91
30  13 0.077500  21.79
31  12 0.078100  19.85
32  12 0.078650  18.09
33  13 0.079190  16.48
34  13 0.079810  15.02
35  14 0.080470  13.68
36  15 0.081210  12.47
37  15 0.082050  11.36
38  15 0.082890  10.35
39  16 0.083760   9.43
40  16 0.084650   8.59
41  16 0.085570   7.83
42  15 0.086520   7.13
43  15 0.087500   6.50
44  16 0.088540   5.92
45  16 0.089630   5.40
46  16 0.090770   4.92
47  16 0.091960   4.48
48  16 0.093200   4.08
49  16 0.094490   3.72
50  15 0.095840   3.39
51  15 0.097240   3.09
52  15 0.098710   2.81
53  15 0.100200   2.56
54  14 0.101800   2.34
55  14 0.103500   2.13
56  14 0.105200   1.94
57  15 0.106900   1.77
58  15 0.108800   1.61
59  15 0.110700   1.47
60  16 0.112600   1.34
61  16 0.114600   1.22
62  18 0.116700   1.11
63  19 0.118700   1.01
64  20 0.120800   0.92
65  21 0.122800   0.84
66  22 0.124900   0.76
67  22 0.126900   0.70
68  22 0.129000   0.64
69  22 0.131000   0.58
70  22 0.132900   0.53
71  22 0.134800   0.48
72  22 0.136600   0.44
73  22 0.138400   0.40
74  22 0.140100   0.36
75  22 0.141700   0.33
76  22 0.143200   0.30
77  21 0.144600   0.27
78  21 0.146000   0.25
79  21 0.147200   0.23
80  21 0.148400   0.21
81  22 0.149400   0.19
82  22 0.150400   0.17
83  22 0.151300   0.16
84  22 0.152100   0.14
85  25 0.152800   0.13
86  25 0.153500   0.12
87  25 0.154100   0.11
88  25 0.154600   0.10
89  25 0.155100   0.09
90  26 0.155500   0.08
91  26 0.155900   0.07
92  26 0.156200   0.07
93  26 0.156500   0.06
94  27 0.156800   0.06
95  27 0.157000   0.05
96  27 0.157200   0.05
97  27 0.157300   0.04
98  28 0.157500   0.04
99  28 0.157600   0.04
100 28 0.157700   0.03
