
Call:  glmnet(x = x, y = y, alpha = 0.04, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 65.890
2    2 0.002788 60.030
3    2 0.006511 54.700
4    2 0.009785 49.840
5    2 0.012650 45.410
6    3 0.015460 41.380
7    3 0.018000 37.700
8    4 0.020420 34.350
9    4 0.022600 31.300
10   6 0.024900 28.520
11   7 0.027570 25.990
12   8 0.029950 23.680
13   8 0.032060 21.570
14   7 0.033890 19.660
15   7 0.035440 17.910
16   7 0.036770 16.320
17   8 0.038050 14.870
18   8 0.039170 13.550
19   9 0.040140 12.350
20   9 0.040960 11.250
21  10 0.041680 10.250
22  10 0.042340  9.339
23  11 0.042970  8.509
24  13 0.043630  7.753
25  13 0.044320  7.065
26  13 0.044910  6.437
27  13 0.045430  5.865
28  13 0.045890  5.344
29  12 0.046230  4.869
30  13 0.046850  4.437
31  15 0.047810  4.043
32  15 0.049100  3.684
33  17 0.050410  3.356
34  18 0.051810  3.058
35  20 0.053190  2.786
36  21 0.054610  2.539
37  21 0.056020  2.313
38  21 0.057440  2.108
39  22 0.058860  1.921
40  22 0.060300  1.750
41  24 0.061800  1.595
42  24 0.063370  1.453
43  25 0.064960  1.324
44  25 0.066560  1.206
45  26 0.068170  1.099
46  26 0.069830  1.001
47  28 0.071470  0.912
48  28 0.073130  0.831
49  29 0.074770  0.758
50  30 0.076400  0.690
51  31 0.078050  0.629
52  32 0.079650  0.573
53  32 0.081220  0.522
54  34 0.082760  0.476
55  33 0.084250  0.434
56  34 0.085670  0.395
57  34 0.087050  0.360
58  34 0.088350  0.328
59  34 0.089580  0.299
60  33 0.090740  0.272
61  34 0.091820  0.248
62  34 0.092820  0.226
63  35 0.093750  0.206
64  38 0.094600  0.188
65  38 0.095380  0.171
66  38 0.096080  0.156
67  38 0.096720  0.142
68  40 0.097290  0.129
69  41 0.097800  0.118
70  44 0.098250  0.107
71  43 0.098660  0.098
72  43 0.099010  0.089
73  44 0.099320  0.081
74  44 0.099590  0.074
75  45 0.099830  0.067
76  45 0.100000  0.061
77  45 0.100200  0.056
78  46 0.100400  0.051
79  46 0.100500  0.046
80  46 0.100600  0.042
81  46 0.100700  0.039
82  46 0.100800  0.035
83  46 0.100900  0.032
84  46 0.100900  0.029
85  46 0.101000  0.027
86  46 0.101000  0.024
87  47 0.101100  0.022
88  47 0.101100  0.020
89  48 0.101100  0.018
90  48 0.101100  0.017
91  48 0.101100  0.015
92  48 0.101200  0.014
93  48 0.101200  0.013
94  48 0.101200  0.012
95  48 0.101200  0.010
96  48 0.101200  0.010
97  48 0.101200  0.009
98  48 0.101200  0.008
99  48 0.101200  0.007
100 48 0.101200  0.007
