
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = TRUE) 

    Df     %Dev Lambda
1    0 0.000000 6.4650
2    2 0.001556 5.8910
3    4 0.004310 5.3670
4    9 0.008259 4.8900
5   13 0.013030 4.4560
6   15 0.017960 4.0600
7   21 0.022740 3.6990
8   23 0.027360 3.3710
9   24 0.031590 3.0710
10  31 0.035560 2.7980
11  32 0.039300 2.5500
12  33 0.042590 2.3230
13  36 0.045490 2.1170
14  38 0.048100 1.9290
15  40 0.050480 1.7580
16  43 0.052700 1.6010
17  45 0.054770 1.4590
18  46 0.056830 1.3300
19  47 0.058700 1.2110
20  49 0.060410 1.1040
21  51 0.062040 1.0060
22  51 0.063660 0.9164
23  53 0.065160 0.8350
24  57 0.066930 0.7608
25  59 0.068670 0.6932
26  61 0.070470 0.6316
27  61 0.072160 0.5755
28  61 0.073710 0.5244
29  65 0.075170 0.4778
30  69 0.076730 0.4354
31  68 0.078170 0.3967
32  70 0.079530 0.3614
33  69 0.080820 0.3293
34  69 0.082050 0.3001
35  72 0.083250 0.2734
36  73 0.084400 0.2491
37  73 0.085440 0.2270
38  76 0.086400 0.2068
39  79 0.087320 0.1885
40  80 0.088190 0.1717
41  81 0.088990 0.1565
42  83 0.089710 0.1426
43  86 0.090390 0.1299
44  88 0.091050 0.1184
45  89 0.091640 0.1078
46  90 0.092180 0.0983
47  90 0.092660 0.0895
48  92 0.093100 0.0816
49  89 0.093480 0.0743
50  87 0.093810 0.0677
51  89 0.094100 0.0617
52  89 0.094390 0.0562
53  95 0.094620 0.0512
54  93 0.094840 0.0467
55  98 0.095010 0.0425
56  98 0.095170 0.0388
57 101 0.095330 0.0353
58  99 0.095450 0.0322
59 102 0.095560 0.0293
60 102 0.095660 0.0267
61 104 0.095740 0.0243
62 105 0.095810 0.0222
63 106 0.095880 0.0202
64 107 0.095920 0.0184
65 107 0.095970 0.0168
66 108 0.096000 0.0153
67 109 0.096040 0.0139
68 110 0.096060 0.0127
69 110 0.096090 0.0116
70 110 0.096110 0.0105
71 115 0.096120 0.0096
72 115 0.096140 0.0087
73 116 0.096160 0.0080
74 119 0.096170 0.0073
75 121 0.096180 0.0066
76 122 0.096190 0.0060
77 124 0.096190 0.0055
78 125 0.096200 0.0050
79 125 0.096210 0.0046
80 126 0.096210 0.0042
81 126 0.096220 0.0038
82 126 0.096220 0.0034
83 127 0.096220 0.0031
84 126 0.096230 0.0029
85 126 0.096230 0.0026
86 126 0.096230 0.0024
87 126 0.096230 0.0022
88 127 0.096230 0.0020
89 128 0.096230 0.0018
90 129 0.096240 0.0016
