
Call:  glmnet(x = x, y = y, alpha = 0.55, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 7.1810
2    1 0.002253 6.5430
3    1 0.004127 5.9620
4    1 0.005684 5.4320
5    2 0.007842 4.9500
6    3 0.011170 4.5100
7    3 0.014320 4.1090
8    3 0.016990 3.7440
9    6 0.020860 3.4120
10   7 0.025030 3.1080
11   7 0.028690 2.8320
12   8 0.031870 2.5810
13   8 0.034590 2.3510
14   8 0.036840 2.1430
15   9 0.038720 1.9520
16  10 0.040710 1.7790
17  10 0.042430 1.6210
18  11 0.044020 1.4770
19  12 0.045690 1.3460
20  12 0.047230 1.2260
21  13 0.048630 1.1170
22  15 0.050270 1.0180
23  17 0.051970 0.9275
24  19 0.053540 0.8451
25  22 0.055320 0.7700
26  24 0.057060 0.7016
27  24 0.059170 0.6393
28  25 0.060960 0.5825
29  26 0.062430 0.5307
30  26 0.063950 0.4836
31  26 0.065180 0.4406
32  30 0.066430 0.4015
33  30 0.067640 0.3658
34  32 0.068950 0.3333
35  34 0.070330 0.3037
36  35 0.071690 0.2767
37  37 0.072850 0.2521
38  39 0.074020 0.2297
39  41 0.075440 0.2093
40  45 0.076810 0.1907
41  48 0.078480 0.1738
42  46 0.080280 0.1584
43  51 0.081870 0.1443
44  52 0.083540 0.1315
45  55 0.085000 0.1198
46  57 0.086540 0.1091
47  55 0.087750 0.0994
48  56 0.088740 0.0906
49  57 0.089800 0.0826
50  57 0.090650 0.0752
51  58 0.091390 0.0686
52  60 0.092130 0.0625
53  57 0.092640 0.0569
54  58 0.093090 0.0518
55  62 0.093500 0.0472
56  62 0.093930 0.0430
57  63 0.094230 0.0392
58  64 0.094490 0.0357
59  65 0.094730 0.0326
60  66 0.094940 0.0297
61  66 0.095130 0.0270
62  68 0.095300 0.0246
63  71 0.095420 0.0224
64  69 0.095570 0.0204
65  72 0.095650 0.0186
66  71 0.095760 0.0170
67  72 0.095810 0.0155
68  74 0.095870 0.0141
69  76 0.095930 0.0128
70  76 0.095970 0.0117
71  78 0.096010 0.0107
72  80 0.096030 0.0097
73  82 0.096070 0.0089
74  86 0.096090 0.0081
75  87 0.096110 0.0074
76  87 0.096130 0.0067
77  89 0.096150 0.0061
78  89 0.096160 0.0056
79  91 0.096170 0.0051
80  93 0.096170 0.0046
81  94 0.096180 0.0042
82  94 0.096190 0.0038
83  94 0.096200 0.0035
84  95 0.096200 0.0032
85  97 0.096210 0.0029
86  98 0.096210 0.0026
87  98 0.096220 0.0024
88  99 0.096220 0.0022
89  98 0.096220 0.0020
90  99 0.096230 0.0018
91  99 0.096230 0.0017
92  99 0.096230 0.0015
93  99 0.096230 0.0014
94  99 0.096230 0.0013
95 101 0.096230 0.0011
96 102 0.096240 0.0010
