
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 7.0850
2    1 0.005885 6.4560
3    1 0.010770 5.8820
4    1 0.014830 5.3600
5    1 0.018200 4.8840
6    1 0.020990 4.4500
7    1 0.023310 4.0540
8    2 0.025890 3.6940
9    2 0.029120 3.3660
10   2 0.031800 3.0670
11   2 0.034030 2.7950
12   3 0.037390 2.5460
13   3 0.041920 2.3200
14   3 0.045690 2.1140
15   3 0.048820 1.9260
16   3 0.051420 1.7550
17   3 0.053570 1.5990
18   3 0.055360 1.4570
19   3 0.056850 1.3280
20   3 0.058080 1.2100
21   3 0.059110 1.1020
22   4 0.059970 1.0040
23   4 0.060820 0.9151
24   4 0.061530 0.8338
25   5 0.062120 0.7597
26   8 0.062980 0.6922
27   8 0.064740 0.6307
28   8 0.066230 0.5747
29   8 0.067480 0.5236
30   8 0.068510 0.4771
31   7 0.069270 0.4347
32   8 0.070360 0.3961
33   9 0.071550 0.3609
34   9 0.072840 0.3289
35  10 0.073960 0.2997
36  10 0.075090 0.2730
37  12 0.076450 0.2488
38  11 0.077770 0.2267
39  11 0.078460 0.2065
40  12 0.083110 0.1882
41  13 0.092430 0.1715
42  14 0.100800 0.1562
43  14 0.107800 0.1424
44  14 0.113600 0.1297
45  15 0.118600 0.1182
46  15 0.123100 0.1077
47  15 0.126800 0.0981
48  15 0.129900 0.0894
49  15 0.132600 0.0815
50  17 0.135100 0.0742
51  19 0.137700 0.0676
52  20 0.140100 0.0616
53  21 0.142000 0.0562
54  24 0.143800 0.0512
55  25 0.145700 0.0466
56  28 0.147200 0.0425
57  31 0.148500 0.0387
58  33 0.149700 0.0353
59  34 0.150800 0.0321
60  33 0.151800 0.0293
61  33 0.152600 0.0267
62  35 0.153200 0.0243
63  35 0.153800 0.0222
64  37 0.154300 0.0202
65  41 0.155100 0.0184
66  39 0.155900 0.0168
67  39 0.156500 0.0153
68  41 0.157000 0.0139
69  40 0.157600 0.0127
70  41 0.158100 0.0116
71  41 0.158600 0.0105
72  41 0.159000 0.0096
73  42 0.159400 0.0087
74  43 0.159700 0.0080
75  45 0.160200 0.0073
76  45 0.160400 0.0066
77  50 0.160500 0.0060
78  52 0.160800 0.0055
79  51 0.161100 0.0050
80  52 0.161300 0.0046
81  52 0.161600 0.0042
82  54 0.161700 0.0038
83  53 0.162000 0.0034
84  57 0.162000 0.0031
85  53 0.162300 0.0029
86  56 0.162300 0.0026
87  56 0.162400 0.0024
88  56 0.162500 0.0022
89  55 0.162600 0.0020
90  56 0.162600 0.0018
91  57 0.162700 0.0016
92  58 0.162700 0.0015
93  61 0.162800 0.0014
94  64 0.162800 0.0012
95  65 0.162800 0.0011
96  66 0.162800 0.0010
97  67 0.162900 0.0009
98  67 0.162900 0.0009
99  67 0.162900 0.0008
100 67 0.162900 0.0007
