
Call:  glmnet(x = x, y = y, alpha = 0.04, family = "gaussian", standardize = FALSE) 

    Df     %Dev  Lambda
1    0 0.000000 177.100
2    1 0.004862 161.400
3    1 0.009108 147.100
4    1 0.012800 134.000
5    1 0.016000 122.100
6    1 0.018770 111.200
7    1 0.021150 101.400
8    2 0.024360  92.360
9    2 0.027480  84.150
10   2 0.030150  76.680
11   2 0.032430  69.860
12   3 0.035570  63.660
13   4 0.039530  58.000
14   4 0.043050  52.850
15   5 0.046210  48.150
16   5 0.049030  43.880
17   6 0.051430  39.980
18   6 0.053550  36.430
19   6 0.055350  33.190
20   6 0.056880  30.240
21   6 0.058180  27.560
22   6 0.059290  25.110
23   6 0.060230  22.880
24   7 0.061090  20.840
25   8 0.061950  18.990
26  10 0.063050  17.310
27  10 0.064360  15.770
28   9 0.065520  14.370
29   9 0.066540  13.090
30   9 0.067440  11.930
31  10 0.068290  10.870
32  10 0.069400   9.903
33  12 0.070610   9.023
34  11 0.071850   8.222
35  11 0.072910   7.491
36  13 0.073870   6.826
37  15 0.075130   6.219
38  15 0.076290   5.667
39  15 0.077320   5.163
40  15 0.078400   4.705
41  15 0.079750   4.287
42  16 0.081260   3.906
43  16 0.083090   3.559
44  16 0.084860   3.243
45  16 0.086570   2.955
46  17 0.088470   2.692
47  18 0.090400   2.453
48  18 0.092380   2.235
49  20 0.094330   2.037
50  20 0.096290   1.856
51  22 0.098410   1.691
52  24 0.100700   1.541
53  27 0.103200   1.404
54  29 0.105700   1.279
55  33 0.108400   1.165
56  34 0.111100   1.062
57  36 0.113800   0.968
58  36 0.116500   0.882
59  36 0.119100   0.803
60  37 0.121600   0.732
61  38 0.124100   0.667
62  39 0.126500   0.608
63  39 0.128900   0.554
64  40 0.131200   0.504
65  42 0.133300   0.460
66  45 0.135400   0.419
67  45 0.137600   0.382
68  43 0.139800   0.348
69  44 0.141700   0.317
70  46 0.143600   0.289
71  45 0.145300   0.263
72  45 0.147000   0.240
73  45 0.148500   0.218
74  47 0.150000   0.199
75  47 0.151200   0.181
76  48 0.152400   0.165
77  51 0.153500   0.150
78  51 0.154600   0.137
79  52 0.155500   0.125
80  55 0.156100   0.114
81  55 0.156800   0.104
82  58 0.157500   0.095
83  56 0.158200   0.086
84  58 0.158700   0.078
85  61 0.159100   0.072
86  66 0.159600   0.065
87  66 0.160000   0.059
88  67 0.160400   0.054
89  67 0.160800   0.049
90  67 0.161100   0.045
91  67 0.161300   0.041
92  67 0.161500   0.037
93  67 0.161700   0.034
94  72 0.161800   0.031
95  72 0.162000   0.028
96  69 0.162200   0.026
97  71 0.162300   0.023
98  71 0.162300   0.021
99  70 0.162400   0.019
100 72 0.162500   0.018
