
Call:  glmnet(x = x, y = y, alpha = 0.5, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 7.7220
2    1 0.002295 7.0360
3    2 0.005013 6.4110
4    2 0.007552 5.8420
5    2 0.009662 5.3230
6    2 0.011420 4.8500
7    4 0.013630 4.4190
8    4 0.016910 4.0260
9    5 0.019670 3.6690
10   7 0.022250 3.3430
11   8 0.024800 3.0460
12   9 0.027010 2.7750
13   8 0.029160 2.5290
14   8 0.030820 2.3040
15   8 0.032200 2.0990
16   9 0.033470 1.9130
17  10 0.034610 1.7430
18  10 0.035770 1.5880
19  10 0.036730 1.4470
20  10 0.037530 1.3180
21  10 0.038200 1.2010
22  10 0.038750 1.0950
23  10 0.039220 0.9974
24   9 0.039610 0.9088
25  11 0.040050 0.8280
26  12 0.040710 0.7545
27  12 0.041290 0.6874
28  12 0.041780 0.6264
29  12 0.042190 0.5707
30  14 0.046390 0.5200
31  15 0.054370 0.4738
32  14 0.061580 0.4317
33  17 0.068350 0.3934
34  18 0.074930 0.3584
35  21 0.085860 0.3266
36  21 0.095790 0.2976
37  22 0.104700 0.2711
38  21 0.112600 0.2471
39  22 0.122000 0.2251
40  24 0.130400 0.2051
41  27 0.138900 0.1869
42  28 0.147100 0.1703
43  29 0.154200 0.1552
44  29 0.160500 0.1414
45  28 0.165900 0.1288
46  30 0.170500 0.1174
47  33 0.176100 0.1069
48  33 0.181200 0.0974
49  34 0.185700 0.0888
50  33 0.189700 0.0809
51  34 0.193100 0.0737
52  36 0.196100 0.0672
53  38 0.199100 0.0612
54  38 0.202500 0.0558
55  38 0.205600 0.0508
56  39 0.208400 0.0463
57  39 0.210900 0.0422
58  40 0.213100 0.0384
59  39 0.215100 0.0350
60  40 0.216800 0.0319
61  40 0.218300 0.0291
62  40 0.219600 0.0265
63  42 0.220700 0.0241
64  42 0.221700 0.0220
65  43 0.222600 0.0200
66  47 0.223400 0.0183
67  49 0.224000 0.0166
68  47 0.224600 0.0152
69  51 0.225100 0.0138
70  52 0.225500 0.0126
71  50 0.225800 0.0115
72  52 0.226100 0.0104
73  52 0.226400 0.0095
74  53 0.226600 0.0087
75  53 0.226800 0.0079
76  56 0.227000 0.0072
77  55 0.227100 0.0066
78  54 0.227200 0.0060
79  55 0.227300 0.0054
80  56 0.227400 0.0050
81  57 0.227500 0.0045
82  59 0.227500 0.0041
83  60 0.227600 0.0038
84  60 0.227600 0.0034
85  60 0.227700 0.0031
86  60 0.227700 0.0028
87  60 0.227700 0.0026
88  60 0.227700 0.0024
89  60 0.227700 0.0021
90  60 0.227800 0.0020
91  60 0.227800 0.0018
92  60 0.227800 0.0016
93  60 0.227800 0.0015
94  60 0.227800 0.0013
95  60 0.227800 0.0012
96  60 0.227800 0.0011
97  61 0.227800 0.0010
98  62 0.227800 0.0009
99  63 0.227800 0.0008
100 66 0.227800 0.0008
