
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 77.220
2    1 0.002048 70.360
3    2 0.004648 64.110
4    2 0.007051 58.420
5    2 0.009094 53.230
6    3 0.010850 48.500
7    5 0.013270 44.190
8    6 0.016340 40.260
9    7 0.019140 36.690
10   8 0.021810 33.430
11   8 0.024210 30.460
12   9 0.026440 27.750
13   9 0.028410 25.290
14   9 0.030110 23.040
15  10 0.031610 20.990
16  10 0.032940 19.130
17  11 0.034180 17.430
18  11 0.035310 15.880
19  11 0.036270 14.470
20  11 0.037080 13.180
21  11 0.037760 12.010
22  12 0.038350 10.950
23  13 0.038870  9.974
24  13 0.039360  9.088
25  15 0.039940  8.280
26  15 0.040560  7.545
27  14 0.041100  6.874
28  13 0.041560  6.264
29  14 0.041950  5.707
30  15 0.042860  5.200
31  16 0.044380  4.738
32  17 0.045970  4.317
33  18 0.047830  3.934
34  17 0.049710  3.584
35  19 0.052270  3.266
36  20 0.055120  2.976
37  22 0.058250  2.711
38  24 0.062140  2.471
39  24 0.066270  2.251
40  26 0.070840  2.051
41  28 0.075680  1.869
42  30 0.080830  1.703
43  31 0.086160  1.552
44  33 0.091670  1.414
45  34 0.097440  1.288
46  36 0.103300  1.174
47  35 0.109200  1.069
48  38 0.115100  0.974
49  37 0.120900  0.888
50  42 0.126500  0.809
51  42 0.132100  0.737
52  43 0.137600  0.672
53  45 0.143000  0.612
54  46 0.148300  0.558
55  45 0.153400  0.508
56  45 0.158300  0.463
57  45 0.163000  0.422
58  45 0.167500  0.384
59  46 0.171700  0.350
60  46 0.175700  0.319
61  48 0.179500  0.291
62  48 0.183100  0.265
63  50 0.186400  0.241
64  50 0.189500  0.220
65  51 0.192500  0.200
66  50 0.195200  0.183
67  53 0.197800  0.166
68  53 0.200100  0.152
69  53 0.202400  0.138
70  52 0.204400  0.126
71  53 0.206300  0.115
72  54 0.208100  0.104
73  60 0.209800  0.095
74  62 0.211400  0.087
75  63 0.212800  0.079
76  63 0.214200  0.072
77  62 0.215400  0.066
78  62 0.216600  0.060
79  64 0.217700  0.054
80  66 0.218700  0.050
81  68 0.219600  0.045
82  68 0.220400  0.041
83  69 0.221200  0.038
84  69 0.221900  0.034
85  69 0.222600  0.031
86  69 0.223200  0.028
87  68 0.223700  0.026
88  69 0.224200  0.024
89  69 0.224600  0.021
90  69 0.225000  0.020
91  69 0.225400  0.018
92  69 0.225700  0.016
93  69 0.226000  0.015
94  70 0.226200  0.013
95  70 0.226400  0.012
96  71 0.226600  0.011
97  71 0.226800  0.010
98  71 0.226900  0.009
99  70 0.227100  0.008
100 70 0.227200  0.008
