
Call:  glmnet(x = x, y = y, alpha = 0.45, family = "gaussian", standardize = FALSE) 

    Df     %Dev  Lambda
1    0 0.000000 12.5600
2    1 0.006461 11.4500
3    1 0.011850 10.4300
4    1 0.016340  9.5030
5    1 0.020090  8.6580
6    1 0.023210  7.8890
7    1 0.025800  7.1880
8    1 0.027970  6.5500
9    1 0.029770  5.9680
10   2 0.031310  5.4380
11   2 0.033170  4.9550
12   2 0.034700  4.5150
13   2 0.035980  4.1130
14   3 0.037590  3.7480
15   3 0.040340  3.4150
16   3 0.042630  3.1120
17   3 0.044530  2.8350
18   3 0.046120  2.5830
19   3 0.047430  2.3540
20   3 0.048530  2.1450
21   3 0.049440  1.9540
22   3 0.050200  1.7810
23   3 0.050830  1.6220
24   4 0.051690  1.4780
25   4 0.052930  1.3470
26   4 0.053950  1.2270
27   5 0.054870  1.1180
28   5 0.055830  1.0190
29   6 0.057010  0.9284
30   6 0.058410  0.8459
31   7 0.059980  0.7708
32   8 0.061720  0.7023
33  10 0.063900  0.6399
34  11 0.066140  0.5831
35  12 0.068160  0.5313
36  12 0.070520  0.4841
37  12 0.072500  0.4411
38  13 0.074230  0.4019
39  12 0.075900  0.3662
40  12 0.077300  0.3337
41  14 0.078590  0.3040
42  15 0.079980  0.2770
43  15 0.081090  0.2524
44  14 0.081940  0.2300
45  14 0.082630  0.2095
46  14 0.083230  0.1909
47  13 0.083730  0.1740
48  15 0.084120  0.1585
49  15 0.084620  0.1444
50  17 0.085320  0.1316
51  18 0.086220  0.1199
52  18 0.086970  0.1093
53  18 0.087600  0.0996
54  18 0.088130  0.0907
55  18 0.088580  0.0826
56  19 0.088950  0.0753
57  21 0.089260  0.0686
58  21 0.089550  0.0625
59  21 0.089780  0.0570
60  24 0.089990  0.0519
61  24 0.090170  0.0473
62  24 0.090310  0.0431
63  24 0.090450  0.0393
64  24 0.090560  0.0358
65  24 0.090650  0.0326
66  24 0.090740  0.0297
67  24 0.090810  0.0271
68  24 0.090860  0.0247
69  24 0.090910  0.0225
70  24 0.090950  0.0205
71  24 0.090990  0.0186
72  24 0.091010  0.0170
73  24 0.091040  0.0155
74  24 0.091050  0.0141
75  25 0.091070  0.0129
76  27 0.091090  0.0117
77  27 0.091100  0.0107
78  28 0.091110  0.0097
79  29 0.091120  0.0089
80  29 0.091130  0.0081
81  30 0.091140  0.0074
82  32 0.091140  0.0067
83  33 0.091150  0.0061
84  34 0.091160  0.0056
85  34 0.091160  0.0051
86  35 0.091160  0.0046
87  38 0.091170  0.0042
88  38 0.091170  0.0038
89  39 0.091170  0.0035
90  39 0.091170  0.0032
91  38 0.091180  0.0029
92  39 0.091180  0.0026
93  40 0.091180  0.0024
94  41 0.091180  0.0022
95  41 0.091180  0.0020
96  41 0.091180  0.0018
97  41 0.091190  0.0017
98  42 0.091190  0.0015
99  42 0.091190  0.0014
100 42 0.091190  0.0013
