
Call:  glmnet(x = x, y = y, alpha = 0.15, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 3.01800
2   4 0.00579 2.75000
3   6 0.01390 2.50600
4   6 0.02160 2.28300
5   6 0.02840 2.08100
6   6 0.03438 1.89600
7   7 0.03966 1.72700
8   7 0.04442 1.57400
9   9 0.04860 1.43400
10 10 0.05237 1.30700
11 12 0.05597 1.19100
12 13 0.05939 1.08500
13 13 0.06248 0.98840
14 13 0.06517 0.90060
15 14 0.06750 0.82060
16 14 0.06952 0.74770
17 13 0.07130 0.68130
18 13 0.07284 0.62080
19 14 0.07417 0.56560
20 13 0.07535 0.51540
21 14 0.07633 0.46960
22 16 0.07729 0.42790
23 17 0.07825 0.38990
24 17 0.07918 0.35520
25 19 0.08011 0.32370
26 18 0.08100 0.29490
27 18 0.08177 0.26870
28 21 0.08247 0.24480
29 21 0.08334 0.22310
30 20 0.08411 0.20330
31 20 0.08477 0.18520
32 20 0.08535 0.16880
33 21 0.08587 0.15380
34 21 0.08632 0.14010
35 22 0.08677 0.12770
36 23 0.08719 0.11630
37 23 0.08757 0.10600
38 24 0.08791 0.09657
39 24 0.08825 0.08799
40 26 0.08852 0.08017
41 27 0.08883 0.07305
42 27 0.08911 0.06656
43 27 0.08935 0.06065
44 27 0.08958 0.05526
45 28 0.08977 0.05035
46 29 0.08995 0.04588
47 29 0.09011 0.04180
48 29 0.09025 0.03809
49 30 0.09037 0.03471
50 29 0.09048 0.03162
51 30 0.09056 0.02881
52 28 0.09065 0.02625
53 31 0.09068 0.02392
54 31 0.09072 0.02180
55 31 0.09078 0.01986
56 31 0.09085 0.01810
57 32 0.09089 0.01649
58 32 0.09093 0.01502
59 32 0.09096 0.01369
60 32 0.09100 0.01247
61 33 0.09102 0.01136
62 33 0.09105 0.01035
63 34 0.09107 0.00944
64 33 0.09108 0.00860
65 35 0.09110 0.00783
66 36 0.09111 0.00714
67 37 0.09112 0.00650
68 40 0.09113 0.00592
69 40 0.09114 0.00540
70 40 0.09115 0.00492
71 42 0.09115 0.00448
72 42 0.09116 0.00408
73 42 0.09116 0.00372
74 44 0.09117 0.00339
75 45 0.09117 0.00309
76 45 0.09117 0.00282
77 45 0.09118 0.00256
78 45 0.09118 0.00234
79 45 0.09118 0.00213
80 45 0.09118 0.00194
81 45 0.09119 0.00177
82 46 0.09119 0.00161
83 46 0.09119 0.00147
84 46 0.09119 0.00134
85 46 0.09119 0.00122
