
Call:  glmnet(x = x, y = y, alpha = 0.65, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 8.6970
2    1 0.006518 7.9240
3    1 0.011940 7.2200
4    1 0.016450 6.5790
5    1 0.020200 5.9940
6    1 0.023320 5.4620
7    1 0.025910 4.9770
8    1 0.028070 4.5350
9    1 0.029860 4.1320
10   2 0.031350 3.7650
11   2 0.033200 3.4300
12   2 0.034740 3.1250
13   2 0.036020 2.8480
14   3 0.037650 2.5950
15   3 0.040410 2.3640
16   3 0.042690 2.1540
17   3 0.044590 1.9630
18   3 0.046170 1.7890
19   3 0.047480 1.6300
20   3 0.048570 1.4850
21   3 0.049480 1.3530
22   3 0.050230 1.2330
23   3 0.050860 1.1230
24   4 0.051730 1.0230
25   4 0.052970 0.9325
26   4 0.054000 0.8497
27   5 0.054910 0.7742
28   5 0.055870 0.7054
29   6 0.057040 0.6428
30   6 0.058450 0.5857
31   7 0.060020 0.5336
32   8 0.061760 0.4862
33  10 0.063980 0.4430
34  10 0.066230 0.4037
35  12 0.068200 0.3678
36  12 0.070610 0.3351
37  12 0.072630 0.3054
38  13 0.074320 0.2782
39  12 0.076010 0.2535
40  12 0.077430 0.2310
41  14 0.078700 0.2105
42  14 0.080120 0.1918
43  15 0.081230 0.1747
44  14 0.082050 0.1592
45  14 0.082750 0.1451
46  13 0.083360 0.1322
47  13 0.083800 0.1204
48  15 0.084210 0.1097
49  15 0.084700 0.1000
50  17 0.085430 0.0911
51  17 0.086320 0.0830
52  18 0.087070 0.0756
53  18 0.087670 0.0689
54  18 0.088190 0.0628
55  18 0.088630 0.0572
56  19 0.089000 0.0521
57  21 0.089310 0.0475
58  21 0.089580 0.0433
59  21 0.089810 0.0394
60  23 0.090010 0.0359
61  24 0.090180 0.0327
62  24 0.090330 0.0298
63  24 0.090460 0.0272
64  24 0.090570 0.0248
65  24 0.090660 0.0226
66  24 0.090740 0.0206
67  24 0.090810 0.0187
68  24 0.090870 0.0171
69  24 0.090910 0.0156
70  24 0.090950 0.0142
71  24 0.090980 0.0129
72  24 0.091010 0.0118
73  24 0.091030 0.0107
74  25 0.091050 0.0098
75  26 0.091070 0.0089
76  26 0.091080 0.0081
77  29 0.091100 0.0074
78  28 0.091110 0.0067
79  28 0.091120 0.0061
80  28 0.091130 0.0056
81  28 0.091140 0.0051
82  29 0.091150 0.0046
83  29 0.091150 0.0042
84  31 0.091160 0.0039
85  31 0.091160 0.0035
86  32 0.091160 0.0032
87  32 0.091170 0.0029
88  34 0.091170 0.0027
89  35 0.091170 0.0024
90  36 0.091170 0.0022
91  36 0.091180 0.0020
92  38 0.091180 0.0018
93  38 0.091180 0.0017
94  39 0.091180 0.0015
95  40 0.091180 0.0014
96  40 0.091180 0.0013
97  41 0.091180 0.0012
98  41 0.091190 0.0010
99  41 0.091190 0.0010
100 41 0.091190 0.0009
