
Call:  glmnet(x = x, y = y, alpha = 0.2, family = "gaussian", standardize = FALSE) 

    Df    %Dev  Lambda
1    0 0.00000 28.2600
2    1 0.00624 25.7500
3    1 0.01150 23.4700
4    1 0.01592 21.3800
5    1 0.01963 19.4800
6    1 0.02275 17.7500
7    1 0.02537 16.1700
8    1 0.02756 14.7400
9    1 0.02939 13.4300
10   2 0.03116 12.2400
11   2 0.03301 11.1500
12   2 0.03456 10.1600
13   2 0.03585  9.2550
14   3 0.03734  8.4330
15   3 0.04008  7.6840
16   3 0.04237  7.0010
17   3 0.04429  6.3790
18   3 0.04589  5.8130
19   3 0.04722  5.2960
20   3 0.04834  4.8260
21   3 0.04927  4.3970
22   3 0.05005  4.0060
23   3 0.05070  3.6500
24   4 0.05152  3.3260
25   4 0.05275  3.0310
26   4 0.05379  2.7610
27   5 0.05472  2.5160
28   5 0.05569  2.2930
29   6 0.05685  2.0890
30   6 0.05824  1.9030
31   7 0.05982  1.7340
32   8 0.06148  1.5800
33  10 0.06364  1.4400
34  11 0.06582  1.3120
35  12 0.06787  1.1950
36  12 0.07017  1.0890
37  12 0.07205  0.9924
38  13 0.07376  0.9043
39  12 0.07548  0.8239
40  12 0.07688  0.7507
41  15 0.07810  0.6840
42  15 0.07954  0.6233
43  15 0.08052  0.5679
44  14 0.08157  0.5174
45  14 0.08220  0.4715
46  14 0.08287  0.4296
47  15 0.08337  0.3914
48  16 0.08383  0.3567
49  17 0.08424  0.3250
50  17 0.08498  0.2961
51  18 0.08589  0.2698
52  19 0.08668  0.2458
53  19 0.08734  0.2240
54  19 0.08791  0.2041
55  19 0.08838  0.1860
56  19 0.08877  0.1694
57  20 0.08911  0.1544
58  21 0.08940  0.1407
59  22 0.08963  0.1282
60  24 0.08981  0.1168
61  27 0.09001  0.1064
62  26 0.09019  0.0970
63  26 0.09035  0.0884
64  26 0.09048  0.0805
65  26 0.09059  0.0734
66  26 0.09068  0.0668
67  26 0.09076  0.0609
68  27 0.09082  0.0555
69  27 0.09088  0.0506
70  27 0.09093  0.0461
71  27 0.09096  0.0420
72  27 0.09100  0.0382
73  27 0.09102  0.0348
74  28 0.09105  0.0318
75  28 0.09106  0.0289
76  29 0.09108  0.0264
77  29 0.09109  0.0240
78  30 0.09111  0.0219
79  31 0.09112  0.0199
80  32 0.09113  0.0182
81  33 0.09114  0.0166
82  34 0.09114  0.0151
83  34 0.09115  0.0137
84  34 0.09115  0.0125
85  35 0.09116  0.0114
86  36 0.09116  0.0104
87  38 0.09117  0.0095
88  38 0.09117  0.0086
89  39 0.09117  0.0079
90  39 0.09117  0.0072
91  40 0.09118  0.0065
92  40 0.09118  0.0059
93  40 0.09118  0.0054
94  40 0.09118  0.0049
95  41 0.09118  0.0045
96  41 0.09118  0.0041
97  41 0.09119  0.0037
98  41 0.09119  0.0034
99  43 0.09119  0.0031
100 43 0.09119  0.0028
