
Call:  glmnet(x = x, y = y, alpha = 0.04, family = "gaussian", standardize = TRUE) 

    Df     %Dev  Lambda
1    0 0.000000 15.8600
2   41 0.009056 14.4500
3   57 0.020130 13.1600
4   63 0.029960 11.9900
5   63 0.038270 10.9300
6   63 0.045290  9.9580
7   63 0.051240  9.0730
8   63 0.056260  8.2670
9   63 0.060510  7.5330
10  63 0.064110  6.8630
11  63 0.067160  6.2540
12  63 0.069750  5.6980
13  63 0.071940  5.1920
14  63 0.073820  4.7310
15  63 0.075400  4.3100
16  61 0.076750  3.9280
17  61 0.077930  3.5790
18  60 0.078940  3.2610
19  58 0.079800  2.9710
20  56 0.080550  2.7070
21  54 0.081210  2.4670
22  53 0.081790  2.2470
23  49 0.082290  2.0480
24  46 0.082720  1.8660
25  44 0.083100  1.7000
26  42 0.083440  1.5490
27  42 0.083740  1.4110
28  41 0.084010  1.2860
29  37 0.084250  1.1720
30  33 0.084470  1.0680
31  32 0.084660  0.9729
32  31 0.084830  0.8865
33  30 0.084980  0.8077
34  28 0.085120  0.7359
35  25 0.085230  0.6706
36  25 0.085340  0.6110
37  25 0.085430  0.5567
38  25 0.085540  0.5073
39  22 0.085610  0.4622
40  22 0.085690  0.4211
41  21 0.085770  0.3837
42  20 0.085830  0.3496
43  19 0.085890  0.3186
44  19 0.085960  0.2903
45  20 0.086020  0.2645
46  21 0.086230  0.2410
47  22 0.086510  0.2196
48  23 0.086890  0.2001
49  26 0.087260  0.1823
50  29 0.087710  0.1661
51  30 0.088160  0.1513
52  34 0.088600  0.1379
53  35 0.089050  0.1257
54  36 0.089490  0.1145
55  37 0.089940  0.1043
56  38 0.090370  0.0950
57  40 0.090770  0.0866
58  41 0.091170  0.0789
59  44 0.091580  0.0719
60  44 0.091950  0.0655
61  44 0.092310  0.0597
62  44 0.092680  0.0544
63  47 0.093010  0.0496
64  48 0.093310  0.0452
65  49 0.093600  0.0412
66  50 0.093890  0.0375
67  50 0.094150  0.0342
68  51 0.094400  0.0311
69  52 0.094640  0.0284
70  52 0.094860  0.0258
71  53 0.095060  0.0235
72  53 0.095290  0.0214
73  53 0.095470  0.0196
74  53 0.095640  0.0178
75  53 0.095810  0.0162
76  53 0.095960  0.0148
77  53 0.096110  0.0135
78  53 0.096250  0.0123
79  54 0.096370  0.0112
80  54 0.096490  0.0102
81  54 0.096590  0.0093
82  53 0.096690  0.0085
83  54 0.096790  0.0077
84  54 0.096880  0.0070
85  54 0.096950  0.0064
86  54 0.097010  0.0058
87  54 0.097070  0.0053
88  54 0.097130  0.0048
89  53 0.097180  0.0044
90  54 0.097230  0.0040
91  54 0.097270  0.0037
92  54 0.097310  0.0033
93  54 0.097350  0.0030
94  54 0.097380  0.0028
95  54 0.097410  0.0025
96  55 0.097440  0.0023
97  53 0.097480  0.0021
98  54 0.097500  0.0019
99  54 0.097520  0.0017
100 54 0.097540  0.0016
