
Call:  glmnet(x = x, y = y, alpha = 0.35, family = "gaussian", standardize = TRUE) 

    Df    %Dev  Lambda
1    0 0.00000 1.81200
2    5 0.01173 1.65100
3   14 0.02338 1.50400
4   17 0.03338 1.37100
5   21 0.04187 1.24900
6   25 0.04902 1.13800
7   27 0.05505 1.03700
8   29 0.06009 0.94480
9   25 0.06434 0.86090
10  26 0.06789 0.78440
11  27 0.07087 0.71470
12  25 0.07339 0.65120
13  23 0.07548 0.59340
14  23 0.07723 0.54070
15  23 0.07870 0.49260
16  21 0.07993 0.44890
17  21 0.08097 0.40900
18  21 0.08185 0.37270
19  20 0.08259 0.33950
20  20 0.08322 0.30940
21  17 0.08375 0.28190
22  16 0.08420 0.25690
23  16 0.08456 0.23400
24  15 0.08488 0.21320
25  15 0.08514 0.19430
26  15 0.08538 0.17700
27  14 0.08557 0.16130
28  13 0.08572 0.14700
29  12 0.08584 0.13390
30  12 0.08595 0.12200
31  12 0.08603 0.11120
32  11 0.08611 0.10130
33  10 0.08617 0.09231
34  10 0.08622 0.08411
35  10 0.08626 0.07664
36  10 0.08630 0.06983
37  10 0.08633 0.06362
38  10 0.08636 0.05797
39  10 0.08638 0.05282
40   9 0.08640 0.04813
41   9 0.08641 0.04385
42   9 0.08642 0.03996
43  10 0.08678 0.03641
44  11 0.08739 0.03317
45  12 0.08799 0.03023
46  11 0.08850 0.02754
47  11 0.08896 0.02509
48  13 0.08942 0.02287
49  14 0.08990 0.02083
50  16 0.09050 0.01898
51  17 0.09098 0.01730
52  17 0.09139 0.01576
53  20 0.09173 0.01436
54  21 0.09216 0.01308
55  23 0.09279 0.01192
56  23 0.09329 0.01086
57  23 0.09376 0.00990
58  23 0.09418 0.00902
59  23 0.09457 0.00822
60  24 0.09491 0.00749
61  24 0.09523 0.00682
62  25 0.09552 0.00622
63  25 0.09579 0.00566
64  26 0.09602 0.00516
65  26 0.09623 0.00470
66  28 0.09641 0.00428
67  28 0.09658 0.00390
68  31 0.09672 0.00356
69  31 0.09685 0.00324
70  31 0.09695 0.00295
71  31 0.09706 0.00269
72  30 0.09714 0.00245
73  29 0.09721 0.00223
74  29 0.09727 0.00204
75  28 0.09733 0.00186
76  28 0.09738 0.00169
77  29 0.09743 0.00154
78  29 0.09747 0.00140
79  29 0.09751 0.00128
80  30 0.09754 0.00116
81  31 0.09757 0.00106
82  31 0.09759 0.00097
83  32 0.09761 0.00088
84  36 0.09764 0.00080
85  37 0.09766 0.00073
86  39 0.09767 0.00067
87  38 0.09769 0.00061
88  38 0.09770 0.00055
89  38 0.09772 0.00050
90  38 0.09773 0.00046
91  37 0.09774 0.00042
92  36 0.09775 0.00038
93  37 0.09776 0.00035
94  42 0.09777 0.00032
95  42 0.09778 0.00029
96  43 0.09778 0.00026
97  43 0.09779 0.00024
98  45 0.09779 0.00022
99  45 0.09780 0.00020
100 45 0.09780 0.00018
