
Call:  glmnet(x = x, y = y, alpha = 0.95, family = "gaussian", standardize = TRUE) 

    Df    %Dev  Lambda
1    0 0.00000 0.66760
2    1 0.01363 0.60830
3    2 0.02524 0.55430
4    2 0.03512 0.50500
5    2 0.04334 0.46020
6    4 0.05031 0.41930
7    5 0.05622 0.38200
8    4 0.06117 0.34810
9    5 0.06528 0.31720
10   5 0.06877 0.28900
11   5 0.07171 0.26330
12   5 0.07416 0.23990
13   6 0.07619 0.21860
14   9 0.07795 0.19920
15   9 0.07944 0.18150
16   9 0.08069 0.16540
17   9 0.08167 0.15070
18   8 0.08259 0.13730
19   8 0.08324 0.12510
20   8 0.08380 0.11400
21   8 0.08426 0.10390
22   8 0.08464 0.09463
23   8 0.08495 0.08622
24   7 0.08521 0.07856
25   7 0.08543 0.07158
26   7 0.08561 0.06523
27   7 0.08576 0.05943
28   7 0.08588 0.05415
29   7 0.08598 0.04934
30   7 0.08607 0.04496
31   7 0.08614 0.04096
32   7 0.08620 0.03732
33   7 0.08625 0.03401
34   7 0.08629 0.03099
35   7 0.08632 0.02823
36   7 0.08635 0.02573
37   7 0.08637 0.02344
38   7 0.08639 0.02136
39   7 0.08641 0.01946
40   7 0.08642 0.01773
41   7 0.08643 0.01616
42   8 0.08656 0.01472
43   9 0.08737 0.01341
44   9 0.08807 0.01222
45   9 0.08860 0.01114
46  10 0.08906 0.01015
47  11 0.08947 0.00925
48  12 0.08991 0.00842
49  13 0.09054 0.00768
50  13 0.09112 0.00699
51  13 0.09159 0.00637
52  12 0.09199 0.00581
53  14 0.09227 0.00529
54  16 0.09266 0.00482
55  16 0.09311 0.00439
56  17 0.09371 0.00400
57  18 0.09431 0.00365
58  17 0.09495 0.00332
59  18 0.09517 0.00303
60  18 0.09564 0.00276
61  18 0.09592 0.00251
62  18 0.09619 0.00229
63  19 0.09641 0.00209
64  19 0.09660 0.00190
65  20 0.09675 0.00173
66  20 0.09688 0.00158
67  20 0.09700 0.00144
68  19 0.09710 0.00131
69  21 0.09718 0.00119
70  22 0.09724 0.00109
71  22 0.09731 0.00099
72  22 0.09736 0.00090
73  28 0.09740 0.00082
74  27 0.09744 0.00075
75  27 0.09747 0.00068
76  28 0.09750 0.00062
77  27 0.09753 0.00057
78  27 0.09755 0.00052
79  28 0.09757 0.00047
80  29 0.09759 0.00043
81  33 0.09761 0.00039
82  33 0.09763 0.00036
83  34 0.09765 0.00032
84  34 0.09766 0.00030
85  34 0.09768 0.00027
86  34 0.09769 0.00025
87  34 0.09770 0.00022
88  33 0.09771 0.00020
89  36 0.09772 0.00019
90  44 0.09773 0.00017
91  45 0.09774 0.00015
92  47 0.09775 0.00014
93  47 0.09775 0.00013
94  47 0.09776 0.00012
95  47 0.09776 0.00011
96  44 0.09777 0.00010
97  46 0.09777 0.00009
98  46 0.09778 0.00008
99  48 0.09778 0.00007
100 47 0.09779 0.00007
