
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

    Df    %Dev  Lambda
1    0 0.00000 26.4500
2    1 0.01301 24.1000
3    1 0.02381 21.9600
4    1 0.03278 20.0100
5    1 0.04022 18.2300
6    1 0.04640 16.6100
7    1 0.05153 15.1400
8    1 0.05579 13.7900
9    1 0.05933 12.5700
10   1 0.06226 11.4500
11   1 0.06470 10.4300
12   1 0.06672  9.5070
13   1 0.06841  8.6630
14   1 0.06980  7.8930
15   1 0.07096  7.1920
16   1 0.07192  6.5530
17   1 0.07272  5.9710
18   1 0.07338  5.4400
19   1 0.07393  4.9570
20   1 0.07439  4.5170
21   1 0.07477  4.1150
22   1 0.07508  3.7500
23   1 0.07534  3.4170
24   1 0.07556  3.1130
25   1 0.07574  2.8370
26   1 0.07589  2.5850
27   1 0.07601  2.3550
28   1 0.07612  2.1460
29   1 0.07620  1.9550
30   1 0.07627  1.7810
31   1 0.07633  1.6230
32   1 0.07638  1.4790
33   1 0.07642  1.3480
34   1 0.07646  1.2280
35   1 0.07648  1.1190
36   1 0.07651  1.0190
37   1 0.07653  0.9289
38   1 0.07654  0.8463
39   1 0.07656  0.7712
40   1 0.07657  0.7027
41   1 0.07658  0.6402
42   2 0.07679  0.5834
43   2 0.07711  0.5315
44   2 0.07738  0.4843
45   2 0.07760  0.4413
46   2 0.07779  0.4021
47   2 0.07794  0.3664
48   3 0.07845  0.3338
49   3 0.07900  0.3042
50   4 0.07944  0.2771
51   4 0.07981  0.2525
52   4 0.08021  0.2301
53   5 0.08094  0.2096
54   5 0.08135  0.1910
55   7 0.08181  0.1741
56   7 0.08287  0.1586
57   6 0.08325  0.1445
58   6 0.08349  0.1317
59   6 0.08380  0.1200
60   6 0.08408  0.1093
61   8 0.08484  0.0996
62   9 0.08593  0.0908
63   9 0.08680  0.0827
64   9 0.08758  0.0753
65   9 0.08823  0.0686
66   9 0.08875  0.0626
67   9 0.08919  0.0570
68   9 0.08957  0.0519
69   9 0.08987  0.0473
70   9 0.09013  0.0431
71   9 0.09034  0.0393
72  10 0.09053  0.0358
73  11 0.09108  0.0326
74  12 0.09182  0.0297
75  12 0.09236  0.0271
76  12 0.09282  0.0247
77  13 0.09319  0.0225
78  12 0.09363  0.0205
79  16 0.09391  0.0187
80  17 0.09423  0.0170
81  17 0.09463  0.0155
82  17 0.09512  0.0141
83  17 0.09557  0.0129
84  16 0.09594  0.0117
85  16 0.09623  0.0107
86  16 0.09647  0.0097
87  16 0.09668  0.0089
88  16 0.09684  0.0081
89  16 0.09699  0.0074
90  16 0.09710  0.0067
91  16 0.09720  0.0061
92  16 0.09729  0.0056
93  16 0.09736  0.0051
94  16 0.09742  0.0046
95  16 0.09747  0.0042
96  18 0.09751  0.0038
97  20 0.09752  0.0035
98  18 0.09755  0.0032
99  19 0.09759  0.0029
100 20 0.09762  0.0026
