
Call:  glmnet(x = x, y = y, alpha = 0.15, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 37.690
2    2 0.007574 34.340
3    2 0.014030 31.290
4    2 0.019460 28.510
5    2 0.024010 25.980
6    2 0.027830 23.670
7    2 0.031030 21.570
8    2 0.033700 19.650
9    2 0.035940 17.900
10   3 0.037830 16.310
11   4 0.040400 14.860
12   4 0.042610 13.540
13   6 0.046020 12.340
14   6 0.049230 11.240
15   6 0.051950 10.250
16   6 0.054250  9.335
17   6 0.056180  8.506
18   6 0.057800  7.750
19   6 0.059160  7.062
20   6 0.060310  6.434
21   7 0.061330  5.863
22   7 0.062430  5.342
23   8 0.064130  4.867
24   8 0.066070  4.435
25   8 0.067720  4.041
26   9 0.069360  3.682
27   9 0.070830  3.355
28   9 0.072090  3.057
29  10 0.073270  2.785
30  10 0.074450  2.538
31  11 0.075460  2.312
32   9 0.076240  2.107
33   9 0.076840  1.920
34   9 0.077340  1.749
35   9 0.077760  1.594
36   9 0.078120  1.452
37  10 0.079300  1.323
38  12 0.082150  1.206
39  13 0.085310  1.099
40  13 0.088560  1.001
41  15 0.092690  0.912
42  16 0.097780  0.831
43  18 0.104500  0.757
44  19 0.111400  0.690
45  19 0.118400  0.629
46  20 0.125100  0.573
47  21 0.131400  0.522
48  22 0.137700  0.476
49  23 0.144000  0.433
50  25 0.151000  0.395
51  27 0.158300  0.360
52  27 0.165300  0.328
53  28 0.172400  0.299
54  29 0.179500  0.272
55  30 0.186700  0.248
56  32 0.193800  0.226
57  36 0.200800  0.206
58  37 0.207800  0.188
59  37 0.214400  0.171
60  40 0.220700  0.156
61  39 0.226900  0.142
62  42 0.233100  0.129
63  44 0.239100  0.118
64  44 0.244600  0.107
65  44 0.249900  0.098
66  44 0.254700  0.089
67  44 0.259300  0.081
68  44 0.263600  0.074
69  45 0.267500  0.067
70  46 0.271200  0.061
71  47 0.274700  0.056
72  46 0.277900  0.051
73  49 0.280900  0.046
74  49 0.283700  0.042
75  49 0.286300  0.039
76  49 0.288800  0.035
77  48 0.291000  0.032
78  48 0.293100  0.029
79  48 0.295000  0.027
80  49 0.296700  0.024
81  48 0.298400  0.022
82  48 0.299800  0.020
83  48 0.301200  0.018
84  49 0.302400  0.017
85  49 0.303500  0.015
86  50 0.304600  0.014
87  52 0.305500  0.013
88  52 0.306300  0.012
89  51 0.307000  0.010
90  51 0.307600  0.010
91  52 0.308100  0.009
92  51 0.308600  0.008
93  51 0.309000  0.007
94  53 0.309400  0.007
95  53 0.309800  0.006
96  53 0.310100  0.005
97  53 0.310300  0.005
98  53 0.310600  0.005
99  53 0.310800  0.004
100 53 0.311000  0.004
