
Call:  glmnet(x = x, y = y, alpha = 0.02, family = "gaussian", standardize = TRUE) 

   Df     %Dev  Lambda
1   0 0.000000 25.5000
2   3 0.001261 23.2400
3  10 0.005056 21.1700
4  17 0.011400 19.2900
5  30 0.019080 17.5800
6  38 0.027340 16.0200
7  41 0.035200 14.5900
8  45 0.043580 13.3000
9  47 0.052210 12.1200
10 53 0.061080 11.0400
11 58 0.070300 10.0600
12 60 0.080100  9.1650
13 69 0.090940  8.3510
14 72 0.102500  7.6090
15 73 0.113900  6.9330
16 73 0.125200  6.3170
17 73 0.136200  5.7560
18 73 0.146900  5.2450
19 73 0.157400  4.7790
20 73 0.167500  4.3540
21 72 0.177400  3.9670
22 70 0.186900  3.6150
23 70 0.196100  3.2940
24 70 0.205000  3.0010
25 70 0.213400  2.7350
26 70 0.221500  2.4920
27 70 0.229100  2.2700
28 70 0.236400  2.0690
29 70 0.243200  1.8850
30 69 0.249700  1.7170
31 69 0.255600  1.5650
32 68 0.261200  1.4260
33 68 0.266400  1.2990
34 68 0.271100  1.1840
35 68 0.275500  1.0790
36 68 0.279500  0.9828
37 66 0.283100  0.8955
38 65 0.286400  0.8159
39 65 0.289400  0.7434
40 65 0.292100  0.6774
41 65 0.294500  0.6172
42 64 0.296700  0.5624
43 62 0.298600  0.5124
44 62 0.300300  0.4669
45 62 0.301800  0.4254
46 62 0.303100  0.3876
47 61 0.304300  0.3532
48 60 0.305300  0.3218
49 58 0.306200  0.2932
50 57 0.306900  0.2672
51 56 0.307600  0.2434
52 57 0.308100  0.2218
53 60 0.308700  0.2021
54 59 0.309100  0.1842
55 59 0.309600  0.1678
56 58 0.309900  0.1529
57 56 0.310200  0.1393
58 57 0.310500  0.1269
59 56 0.310700  0.1157
60 56 0.310900  0.1054
61 56 0.311000  0.0960
62 56 0.311200  0.0875
63 57 0.311300  0.0797
64 57 0.311400  0.0726
65 57 0.311500  0.0662
66 56 0.311500  0.0603
67 56 0.311600  0.0549
68 57 0.311600  0.0501
69 57 0.311700  0.0456
70 57 0.311700  0.0416
71 58 0.311800  0.0379
72 58 0.311800  0.0345
73 59 0.311800  0.0314
74 59 0.311800  0.0286
75 59 0.311900  0.0261
76 59 0.311900  0.0238
77 60 0.311900  0.0217
78 61 0.311900  0.0198
79 61 0.311900  0.0180
80 62 0.311900  0.0164
81 62 0.311900  0.0149
82 63 0.311900  0.0136
83 63 0.311900  0.0124
84 63 0.311900  0.0113
85 63 0.311900  0.0103
