
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = FALSE) 

     Df    %Dev Lambda
1     0 0.00000 81.680
2     1 0.00191 74.420
3     1 0.00354 67.810
4     1 0.00493 61.790
5     1 0.00611 56.300
6     1 0.00712 51.300
7     1 0.00796 46.740
8     1 0.00868 42.590
9     2 0.00955 38.800
10    4 0.01191 35.360
11    4 0.01494 32.220
12    5 0.01783 29.350
13    5 0.02050 26.750
14    5 0.02278 24.370
15    5 0.02474 22.200
16    5 0.02641 20.230
17    8 0.02885 18.430
18    9 0.03169 16.800
19   14 0.03473 15.300
20   14 0.03845 13.950
21   15 0.04176 12.710
22   16 0.04465 11.580
23   18 0.04736 10.550
24   18 0.05022  9.612
25   20 0.05275  8.758
26   20 0.05497  7.980
27   20 0.05688  7.271
28   22 0.05908  6.625
29   23 0.06111  6.037
30   24 0.06291  5.500
31   25 0.06450  5.012
32   25 0.06592  4.566
33   26 0.06722  4.161
34   28 0.06844  3.791
35   31 0.07083  3.454
36   32 0.07378  3.147
37   35 0.07717  2.868
38   36 0.08056  2.613
39   40 0.08452  2.381
40   42 0.08921  2.169
41   43 0.09419  1.977
42   46 0.09928  1.801
43   48 0.10440  1.641
44   50 0.10960  1.495
45   54 0.11520  1.362
46   56 0.12080  1.241
47   56 0.12630  1.131
48   59 0.13190  1.031
49   60 0.13790  0.939
50   63 0.14420  0.856
51   63 0.15040  0.780
52   66 0.15680  0.710
53   75 0.16370  0.647
54   78 0.17120  0.590
55   82 0.17890  0.537
56   86 0.18670  0.490
57   90 0.19450  0.446
58   92 0.20230  0.406
59  100 0.21010  0.370
60  108 0.21810  0.338
61  114 0.22600  0.308
62  122 0.23400  0.280
63  126 0.24230  0.255
64  128 0.25050  0.233
65  131 0.25870  0.212
66  134 0.26670  0.193
67  135 0.27460  0.176
68  137 0.28230  0.160
69  138 0.28990  0.146
70  140 0.29730  0.133
71  147 0.30470  0.121
72  150 0.31210  0.110
73  153 0.31930  0.101
74  159 0.32630  0.092
75  165 0.33330  0.084
76  170 0.34030  0.076
77  173 0.34710  0.069
78  175 0.35370  0.063
79  177 0.36020  0.058
80  182 0.36650  0.052
81  186 0.37270  0.048
82  193 0.37870  0.044
83  193 0.38460  0.040
84  196 0.39020  0.036
85  198 0.39570  0.033
86  204 0.40120  0.030
87  207 0.40650  0.027
88  208 0.41160  0.025
89  210 0.41660  0.023
90  214 0.42150  0.021
91  214 0.42610  0.019
92  220 0.43050  0.017
93  222 0.43480  0.016
94  221 0.43890  0.014
95  223 0.44290  0.013
96  227 0.44670  0.012
97  226 0.45040  0.011
98  228 0.45380  0.010
99  234 0.45710  0.009
100 238 0.46020  0.008
