
Call:  glmnet(x = x, y = y, alpha = 0.04, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 11.6400
2   1 0.00144 10.6000
3   1 0.00296  9.6600
4   1 0.00453  8.8020
5   3 0.00646  8.0200
6   3 0.01014  7.3080
7   6 0.01516  6.6590
8  16 0.02330  6.0670
9  22 0.03311  5.5280
10 33 0.04499  5.0370
11 39 0.05892  4.5900
12 42 0.07342  4.1820
13 47 0.08860  3.8100
14 54 0.10410  3.4720
15 59 0.12010  3.1630
16 65 0.13570  2.8820
17 67 0.15070  2.6260
18 68 0.16500  2.3930
19 68 0.17850  2.1800
20 73 0.19120  1.9870
21 75 0.20320  1.8100
22 75 0.21450  1.6490
23 75 0.22490  1.5030
24 75 0.23460  1.3690
25 76 0.24360  1.2480
26 77 0.25190  1.1370
27 76 0.25950  1.0360
28 77 0.26650  0.9438
29 77 0.27280  0.8600
30 77 0.27860  0.7836
31 78 0.28380  0.7140
32 78 0.28880  0.6505
33 78 0.29340  0.5928
34 80 0.29750  0.5401
35 81 0.30160  0.4921
36 81 0.30530  0.4484
37 80 0.30870  0.4086
38 79 0.31170  0.3723
39 79 0.31440  0.3392
40 78 0.31700  0.3091
41 78 0.31940  0.2816
42 78 0.32140  0.2566
43 79 0.32330  0.2338
44 79 0.32500  0.2130
45 79 0.32650  0.1941
46 80 0.32790  0.1769
47 80 0.32910  0.1611
48 80 0.33030  0.1468
49 79 0.33130  0.1338
50 79 0.33210  0.1219
51 79 0.33290  0.1111
52 77 0.33360  0.1012
53 77 0.33420  0.0922
54 77 0.33470  0.0840
55 76 0.33510  0.0766
56 75 0.33550  0.0698
57 75 0.33580  0.0636
58 75 0.33610  0.0579
59 75 0.33640  0.0528
60 75 0.33660  0.0481
61 74 0.33670  0.0438
62 74 0.33690  0.0399
63 77 0.33700  0.0364
64 77 0.33710  0.0331
65 78 0.33720  0.0302
66 78 0.33730  0.0275
67 79 0.33740  0.0251
68 79 0.33740  0.0228
69 80 0.33750  0.0208
70 80 0.33750  0.0190
71 79 0.33760  0.0173
72 79 0.33760  0.0157
73 79 0.33760  0.0144
74 79 0.33770  0.0131
75 79 0.33770  0.0119
76 79 0.33770  0.0108
77 79 0.33770  0.0099
78 78 0.33770  0.0090
79 78 0.33770  0.0082
80 79 0.33770  0.0075
81 80 0.33770  0.0068
82 80 0.33780  0.0062
83 80 0.33780  0.0057
84 80 0.33780  0.0052
85 80 0.33780  0.0047
86 81 0.33780  0.0043
