
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 4.6810
2    1 0.00239 4.2650
3    1 0.00438 3.8860
4    1 0.00602 3.5410
5    1 0.00739 3.2260
6    1 0.00853 2.9400
7    3 0.01119 2.6780
8    3 0.01472 2.4400
9    3 0.01766 2.2240
10   4 0.02078 2.0260
11   4 0.02338 1.8460
12   5 0.02565 1.6820
13   5 0.02774 1.5330
14   5 0.02946 1.3970
15   5 0.03089 1.2720
16   5 0.03208 1.1590
17   8 0.03342 1.0560
18   9 0.03536 0.9626
19   9 0.03731 0.8771
20   9 0.03893 0.7992
21   9 0.04027 0.7282
22   9 0.04139 0.6635
23  10 0.04242 0.6045
24  10 0.04333 0.5508
25  10 0.04407 0.5019
26  10 0.04469 0.4573
27   9 0.04519 0.4167
28   9 0.04561 0.3797
29   9 0.04596 0.3459
30   9 0.04625 0.3152
31   9 0.04649 0.2872
32  10 0.04669 0.2617
33  10 0.04720 0.2384
34  10 0.04763 0.2173
35  11 0.04798 0.1980
36  12 0.05186 0.1804
37  12 0.05963 0.1643
38  12 0.06936 0.1497
39  12 0.07839 0.1364
40  12 0.08588 0.1243
41  14 0.09462 0.1133
42  17 0.10660 0.1032
43  19 0.11900 0.0940
44  19 0.13170 0.0857
45  19 0.14220 0.0781
46  22 0.15110 0.0711
47  23 0.15860 0.0648
48  26 0.16730 0.0591
49  26 0.17600 0.0538
50  31 0.18470 0.0490
51  33 0.19590 0.0447
52  37 0.20770 0.0407
53  38 0.21780 0.0371
54  38 0.22620 0.0338
55  39 0.23310 0.0308
56  41 0.23910 0.0281
57  42 0.24510 0.0256
58  44 0.25350 0.0233
59  45 0.26290 0.0212
60  47 0.27160 0.0193
61  50 0.27950 0.0176
62  49 0.28640 0.0161
63  49 0.29200 0.0146
64  51 0.29780 0.0133
65  54 0.30290 0.0122
66  55 0.30710 0.0111
67  56 0.31070 0.0101
68  55 0.31370 0.0092
69  56 0.31630 0.0084
70  56 0.31870 0.0076
71  57 0.32110 0.0070
72  57 0.32320 0.0063
73  58 0.32500 0.0058
74  60 0.32710 0.0053
75  61 0.32880 0.0048
76  61 0.33030 0.0044
77  59 0.33150 0.0040
78  60 0.33250 0.0036
79  59 0.33330 0.0033
80  59 0.33400 0.0030
81  61 0.33460 0.0027
82  63 0.33510 0.0025
83  62 0.33550 0.0023
84  62 0.33590 0.0021
85  62 0.33620 0.0019
86  63 0.33650 0.0017
87  65 0.33670 0.0016
88  65 0.33680 0.0014
89  65 0.33700 0.0013
90  65 0.33710 0.0012
91  66 0.33720 0.0011
92  66 0.33730 0.0010
93  66 0.33740 0.0009
94  67 0.33740 0.0008
95  68 0.33750 0.0007
96  68 0.33750 0.0007
97  68 0.33760 0.0006
98  67 0.33760 0.0006
99  67 0.33760 0.0005
100 66 0.33770 0.0005
