
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = FALSE) 

    Df     %Dev  Lambda
1    0 0.000000 167.300
2    1 0.005309 152.400
3    1 0.009888 138.900
4    1 0.013830 126.500
5    1 0.017200 115.300
6    1 0.020090 105.000
7    1 0.022550  95.710
8    1 0.024650  87.210
9    1 0.026440  79.460
10   1 0.027950  72.400
11   1 0.029230  65.970
12   1 0.030310  60.110
13   2 0.031440  54.770
14   2 0.033730  49.900
15   3 0.036430  45.470
16   4 0.039240  41.430
17   4 0.041810  37.750
18   4 0.044000  34.400
19   4 0.045880  31.340
20   4 0.047490  28.560
21   4 0.048870  26.020
22   4 0.050040  23.710
23   4 0.051040  21.600
24   4 0.051890  19.680
25   4 0.052610  17.930
26   4 0.053220  16.340
27   4 0.053740  14.890
28   4 0.054180  13.570
29   4 0.054560  12.360
30   4 0.054870  11.260
31   4 0.055140  10.260
32   4 0.055360   9.351
33   4 0.055550   8.520
34   4 0.055710   7.763
35   4 0.055850   7.074
36   4 0.055960   6.445
37   4 0.056060   5.873
38   4 0.056140   5.351
39   4 0.056210   4.876
40   5 0.056370   4.442
41   5 0.057420   4.048
42   5 0.058540   3.688
43   5 0.059720   3.361
44   5 0.060980   3.062
45   6 0.062380   2.790
46   6 0.063860   2.542
47   6 0.065420   2.316
48   6 0.067050   2.111
49   6 0.068760   1.923
50   6 0.070540   1.752
51   7 0.072390   1.597
52   7 0.074350   1.455
53   7 0.076350   1.325
54   7 0.078420   1.208
55   9 0.080570   1.100
56   9 0.082790   1.003
57   9 0.085030   0.914
58   9 0.087290   0.832
59   9 0.089560   0.758
60   9 0.091830   0.691
61   9 0.094090   0.630
62  11 0.096380   0.574
63  11 0.098670   0.523
64  12 0.100900   0.476
65  12 0.103100   0.434
66  12 0.105200   0.396
67  12 0.107200   0.360
68  13 0.109100   0.328
69  13 0.110900   0.299
70  13 0.112600   0.273
71  14 0.114200   0.248
72  15 0.115700   0.226
73  15 0.117000   0.206
74  15 0.118300   0.188
75  15 0.119400   0.171
76  15 0.120500   0.156
77  15 0.121400   0.142
78  14 0.122200   0.130
79  13 0.123000   0.118
80  13 0.123600   0.108
81  12 0.124200   0.098
82  12 0.124700   0.089
83  13 0.125200   0.081
84  13 0.125600   0.074
85  14 0.125900   0.068
86  15 0.126200   0.062
87  15 0.126500   0.056
88  17 0.126700   0.051
89  18 0.126900   0.047
90  20 0.127100   0.042
91  20 0.127200   0.039
92  20 0.127300   0.035
93  20 0.127400   0.032
94  21 0.127500   0.029
95  21 0.127600   0.027
96  22 0.127700   0.024
97  22 0.127700   0.022
98  22 0.127800   0.020
99  22 0.127800   0.018
100 22 0.127800   0.017
