
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

     Df    %Dev  Lambda
1     0 0.00000 2.93200
2     1 0.00622 2.67100
3     1 0.01138 2.43400
4     1 0.01567 2.21800
5     2 0.01950 2.02100
6     2 0.02329 1.84100
7     2 0.02643 1.67800
8     2 0.02904 1.52900
9     2 0.03121 1.39300
10    2 0.03301 1.26900
11    2 0.03450 1.15600
12    3 0.03603 1.05400
13    3 0.03795 0.96000
14    3 0.03955 0.87470
15    3 0.04088 0.79700
16    3 0.04198 0.72620
17    6 0.04462 0.66170
18    6 0.04718 0.60290
19    8 0.05018 0.54930
20   10 0.05280 0.50050
21   10 0.05512 0.45610
22   10 0.05704 0.41560
23   10 0.05863 0.37860
24   10 0.05995 0.34500
25   11 0.06105 0.31430
26   11 0.06214 0.28640
27   11 0.06303 0.26100
28   11 0.06377 0.23780
29   11 0.06437 0.21670
30   12 0.06553 0.19740
31   12 0.06706 0.17990
32   13 0.07030 0.16390
33   15 0.07948 0.14930
34   17 0.09344 0.13610
35   17 0.10640 0.12400
36   17 0.11710 0.11300
37   19 0.12610 0.10290
38   21 0.13670 0.09379
39   23 0.15160 0.08546
40   24 0.16600 0.07787
41   24 0.17810 0.07095
42   25 0.18820 0.06465
43   27 0.19710 0.05890
44   32 0.20860 0.05367
45   33 0.21960 0.04890
46   37 0.23010 0.04456
47   37 0.24000 0.04060
48   37 0.24850 0.03699
49   41 0.26010 0.03371
50   43 0.27330 0.03071
51   45 0.28530 0.02798
52   44 0.29550 0.02550
53   45 0.30570 0.02323
54   46 0.31450 0.02117
55   51 0.32360 0.01929
56   54 0.33280 0.01757
57   57 0.34300 0.01601
58   61 0.35590 0.01459
59   64 0.37020 0.01329
60   66 0.38370 0.01211
61   70 0.39630 0.01104
62   73 0.40960 0.01006
63   73 0.42180 0.00916
64   76 0.43360 0.00835
65   77 0.44400 0.00761
66   78 0.45340 0.00693
67   79 0.46070 0.00632
68   79 0.46680 0.00576
69   83 0.47230 0.00524
70   85 0.47820 0.00478
71   87 0.48360 0.00435
72   87 0.48860 0.00397
73   88 0.49280 0.00361
74   89 0.49630 0.00329
75   89 0.49960 0.00300
76   91 0.50240 0.00273
77   93 0.50500 0.00249
78   94 0.50710 0.00227
79   99 0.50890 0.00207
80  100 0.51050 0.00188
81  101 0.51240 0.00172
82  103 0.51410 0.00156
83  102 0.51540 0.00143
84  103 0.51650 0.00130
85  103 0.51750 0.00118
86  103 0.51830 0.00108
87  103 0.51890 0.00098
88  104 0.51940 0.00090
89  104 0.51990 0.00082
90  105 0.52030 0.00074
91  105 0.52060 0.00068
92  105 0.52090 0.00062
93  106 0.52110 0.00056
94  106 0.52130 0.00051
95  106 0.52140 0.00047
96  106 0.52150 0.00043
97  105 0.52160 0.00039
98  107 0.52170 0.00035
99  108 0.52180 0.00032
100 108 0.52190 0.00029
