IC50,Cancer,Drug,From_Sanger,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_797,Fingerprint_791,Fingerprint_776,Fingerprint_714,Fingerprint_710,Fingerprint_697,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_673,Fingerprint_646,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,Fingerprint_588,PWY_R_HSA_2682334,GO_0030336_EXP,EXP_IRAK3,EXP_BRD4,PKA_137_POL_X_Fingerprint_576,EXP_IRAK3_X_EXP_IL1RAP,EXP_MAP2K7_X_EXP_PIK3CG,Predicted IC50,Validation
3.128979,687506,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,3.9390894225,4
4.738248,907068,199,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,4.1065019418,6
-1.536352,930297,1057,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,-1.166130949,5
5.884539,930297,291,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,6.1416439894,2
4.59692,906843,253,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,4.1166705277,10
2.099911,1298134,254,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,2.1340886286,10
-1.050866,906824,308,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,1.0000575817,2
4.224447,907068,293,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,3.9278908231,9
2.958064,907068,1021,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,2.1082713396,5
5.459423,930297,256,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,5.183154533,7
6.223956,930297,287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,5.7428130434,10
4.660794,907068,1194,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,4.4246382264,2
2.944535,1298134,1042,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,3.3817862679,8
5.356267,930297,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,5.1082081423,3
4.289924,1298134,295,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,4.7223391822,4
5.538403,687505,275,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,3.8415712718,8
5.350152,907068,345,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,5.3748575322,8
2.506235,724839,1010,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,1.9491667139,6
4.863996,687506,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,4.258377012,9
3.523117,907068,1042,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,3.8283067936,10
4.184426,930297,299,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,5.0807146574,10
5.971971,724839,152,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,4.5185132926,4
2.890058,724839,199,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,3.611020418,5
-2.45929,1240212,283,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,-2.498565589,6
4.657497,724839,281,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,4.9397945483,1
-1.985869,687505,1022,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,-1.869328766,8
1.699551,1298134,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,2.0055996514,3
4.573243,687506,255,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,4.5838417982,9
2.41005,906843,1164,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,1.770868369,9
4.099389,906843,1129,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,4.0034353865,3
5.133064,906843,263,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,5.5787354712,3
5.570075,930297,260,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,5.7282565718,7
-2.22532,906824,252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,-1.728934422,9
2.912135,724839,277,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,2.9418873477,3
4.882396,687505,229,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,2.8329982088,2
6.057573,724839,275,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,6.0359818019,5
0.959568,907068,158,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,1.0021401908,3
0.811769,687505,260,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,1.6549126401,10
1.955518,930297,1219,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,2.446761223,8
5.49265,724839,288,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,4.8953663358,4
3.671213,1240212,1042,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3.1566702035,5.687384494,0,11.791803995,13.040814464,3.3585066472,9
3.062111,907068,152,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,3.4283227396,6
1.979126,906824,167,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,0.9891260608,9
2.614261,906824,221,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,2.3942507281,3
4.275758,687506,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,4.0453779065,7
3.153716,1240212,1046,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,1.8152790432,10
1.345497,687506,177,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,2.1936604678,7
0.5746019466,906824,1032,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,0.2387449564,9
2.757349,1298134,1219,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,2.1258570005,10
5.041724,687506,221,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,5.1990382795,3
5.97431,930297,167,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,4.1007771209,9
4.523712,1240212,221,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,4.3590228616,6
0.616808,687506,1021,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,1.8586140531,8
-0.195814,906824,1059,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,0.2651796868,3
0.992523,946357,1010,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,3.1976712244,5.6306040107,0,11.851593745,14.469112177,0.7342219065,7
1.152357,906824,330,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,2.1338997584,7
1.693955,946357,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,3.1976712244,5.6306040107,0,11.851593745,14.469112177,-0.361011699,9
2.758372,907068,1013,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,2.5553091427,7
6.386285,930298,287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,6.1014626561,10
4.814792,1298134,329,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,4.0056150248,2
-0.655991,1298134,1024,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,-1.061965518,4
3.480735,1240212,249,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,1.3779918779,2
1.404236,687505,256,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,0.9461449064,9
1.970036,1240212,1219,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3.1566702035,5.687384494,0,11.791803995,13.040814464,1.9595631395,10
4.567156,906843,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,3.2873919295,8
2.519087,1298134,1194,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,3.4604569329,2
4.59374,907068,291,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,4.3320345758,3
0.98617,906843,1019,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,1.5272014594,9
4.118125,906843,221,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,4.575433958,7
5.575382,930297,330,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,5.7041467659,6
4.991399,724839,1373,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,4.0863467438,4
2.340457,906843,177,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,1.9161737592,6
3.298554,907068,177,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,1.9604766682,6
-5.477789,906824,283,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,-4.162776922,9
3.064918,687505,1129,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,3.8478405337,5
6.007434,930297,177,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,5.3894349986,7
1.804576,930298,1023,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,1.7255905683,5
3.073155,1298134,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,3.4732490671,10
3.646906,687506,305,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,4.8926121482,3
2.453796,724839,153,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,1.1462222736,7
4.585166,687506,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,5.0313101451,4
1.925701,687505,249,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,1.8437253015,2
3.803037,1298134,298,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,3.7309673181,5
4.678239,1240212,253,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,3.1566702035,5.687384494,0,11.791803995,13.040814464,4.1167717373,8
0.447225,687505,312,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,0.3164262525,10
2.453698,907068,1038,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,2.542369777,10
3.120188,687506,1046,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,3.1598527589,5
-1.897677,906824,226,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,0.3706285939,5
4.87273,906843,304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,4.3011243688,4
3.722018,724839,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,3.9881845921,9
2.1544620887,1298134,1032,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,1.424052976,2
1.252531,687506,158,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,2.0523931602,10
-1.617146,1298134,283,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,-1.631511006,8
5.660291,907068,193,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,6.1723902387,1
-2.271119,687505,1057,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,-1.166119346,3
3.14381,1298134,330,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,3.1012551373,3
1.789628,1240212,155,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,0.5898277358,7
1.6821984999,687505,1014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,1.2962861662,5
5.804207,724839,203,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,5.9431920566,6
2.99731,1240212,1373,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,3.3186925745,9
3.243609,906843,152,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,3.086694016,3
4.009893,724839,1129,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,4.0550677853,9
4.718965,907068,1373,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,3.3481597029,2
3.187693,930297,235,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,4.142152087,2
0.423492,1298134,1242,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,0.3258872831,1
3.057982,687506,282,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,3.1658558969,8
1.800241,1240212,167,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,1.7808290263,8
2.831384,724839,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,3.4299816907,10
5.915514,930298,260,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,5.5734659101,5
2.542177,907068,1053,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,1.9756071987,10
2.197377,930298,155,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,2.2791926616,5
5.094432,906843,231,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,5.154195495,1
4.284013,930298,1013,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,3.9445298978,3
0.888415,1240212,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,1.5305694965,8
0.89031,724839,273,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,0.7182977106,2
1.934443,907068,155,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,0.7020403337,6
4.13003,930298,1030,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,6.4020124655,1
-0.899222,687506,157,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,-0.30299506,4
-1.152498,906843,153,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,-0.129791737,5
-0.264902,687505,1242,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,0.31124626,5
2.421822,930297,1010,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,1.5860382154,1
-1.908576,687505,273,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,-1.742042389,9
3.218232,1298134,1038,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,2.5407651138,6
-0.146077,1240212,1059,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,0.4643263397,7
2.597623,687505,199,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,3.6138112401,8
3.211405,1240212,152,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,2.7985561903,7
1.665931,906824,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,0.3224664794,3
5.425444,1298134,193,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,4.8636412254,6
3.990408,1298134,206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,3.2334624328,10
4.722765,906824,345,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,3.3327637497,3
3.745854,906843,229,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,3.2380610106,10
