
Call:  glmnet(x = x, y = y, alpha = 0.55, family = "gaussian", standardize = FALSE) 

   Df     %Dev Lambda
1   0 0.000000 4.1160
2   1 0.000763 3.7510
3   1 0.001398 3.4170
4   1 0.001925 3.1140
5   1 0.002363 2.8370
6   2 0.002851 2.5850
7   2 0.003421 2.3560
8   3 0.004202 2.1460
9   3 0.005232 1.9560
10  3 0.006087 1.7820
11  4 0.006875 1.6240
12  4 0.008553 1.4790
13  4 0.009954 1.3480
14  5 0.011230 1.2280
15  5 0.012650 1.1190
16  6 0.014280 1.0200
17  6 0.015610 0.9291
18  6 0.016730 0.8465
19  8 0.017860 0.7713
20  8 0.019030 0.7028
21  8 0.020020 0.6404
22  8 0.020830 0.5835
23  8 0.021520 0.5316
24  9 0.022190 0.4844
25  9 0.022770 0.4414
26  9 0.023250 0.4022
27  9 0.023650 0.3664
28 11 0.024040 0.3339
29 11 0.024490 0.3042
30 11 0.024880 0.2772
31 13 0.025390 0.2526
32 14 0.027640 0.2301
33 14 0.033950 0.2097
34 17 0.039610 0.1911
35 17 0.045290 0.1741
36 20 0.050640 0.1586
37 21 0.056060 0.1445
38 20 0.060790 0.1317
39 20 0.064790 0.1200
40 21 0.068210 0.1093
41 21 0.071180 0.0996
42 21 0.073680 0.0908
43 22 0.075820 0.0827
44 22 0.077630 0.0754
45 22 0.079160 0.0687
46 22 0.080450 0.0626
47 23 0.081540 0.0570
48 23 0.082470 0.0519
49 25 0.083260 0.0473
50 25 0.083970 0.0431
51 26 0.084580 0.0393
52 27 0.085180 0.0358
53 27 0.085730 0.0326
54 26 0.086200 0.0297
55 26 0.086590 0.0271
56 27 0.086980 0.0247
57 26 0.087290 0.0225
58 27 0.087530 0.0205
59 28 0.087730 0.0187
60 28 0.087930 0.0170
61 28 0.088090 0.0155
62 28 0.088240 0.0141
63 28 0.088350 0.0129
64 27 0.088450 0.0117
65 27 0.088500 0.0107
66 29 0.088560 0.0097
67 32 0.088610 0.0089
68 33 0.088670 0.0081
69 34 0.088720 0.0074
70 35 0.088770 0.0067
71 35 0.088810 0.0061
72 35 0.088840 0.0056
73 36 0.088870 0.0051
74 36 0.088890 0.0046
75 38 0.088920 0.0042
76 40 0.088940 0.0038
77 40 0.088950 0.0035
78 40 0.088970 0.0032
79 40 0.088980 0.0029
80 40 0.088990 0.0026
81 40 0.089000 0.0024
82 40 0.089010 0.0022
83 40 0.089020 0.0020
84 41 0.089020 0.0018
85 41 0.089020 0.0017
86 41 0.089030 0.0015
87 43 0.089030 0.0014
88 44 0.089040 0.0013
89 44 0.089040 0.0011
90 44 0.089040 0.0010
91 45 0.089040 0.0010
92 45 0.089050 0.0009
93 45 0.089050 0.0008
94 45 0.089050 0.0007
95 45 0.089050 0.0007
96 45 0.089050 0.0006
97 45 0.089050 0.0005
