
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 45.280
2    1 0.000719 41.260
3    1 0.001326 37.590
4    1 0.001839 34.250
5    1 0.002271 31.210
6    2 0.002765 28.440
7    2 0.003329 25.910
8    3 0.004076 23.610
9    3 0.005046 21.510
10   3 0.005869 19.600
11   4 0.006789 17.860
12   4 0.008128 16.270
13   4 0.009305 14.830
14   5 0.010480 13.510
15   6 0.011890 12.310
16   6 0.013370 11.220
17   8 0.014880 10.220
18   8 0.016330  9.312
19   8 0.017570  8.485
20   8 0.018630  7.731
21   8 0.019540  7.044
22   8 0.020320  6.418
23   8 0.020990  5.848
24   9 0.021700  5.329
25   9 0.022310  4.855
26   9 0.022830  4.424
27  11 0.023310  4.031
28  11 0.023800  3.673
29  11 0.024220  3.346
30  12 0.024640  3.049
31  14 0.025020  2.778
32  15 0.025780  2.532
33  16 0.027340  2.307
34  16 0.029260  2.102
35  18 0.031350  1.915
36  20 0.033740  1.745
37  23 0.036470  1.590
38  23 0.039200  1.449
39  23 0.041900  1.320
40  23 0.044600  1.203
41  23 0.047250  1.096
42  24 0.049880  0.998
43  24 0.052460  0.910
44  24 0.054980  0.829
45  24 0.057420  0.755
46  24 0.059780  0.688
47  24 0.062050  0.627
48  25 0.064220  0.571
49  25 0.066350  0.521
50  24 0.068390  0.474
51  25 0.070290  0.432
52  25 0.072110  0.394
53  25 0.073800  0.359
54  26 0.075370  0.327
55  28 0.076830  0.298
56  27 0.078190  0.271
57  28 0.079430  0.247
58  28 0.080570  0.225
59  29 0.081570  0.205
60  29 0.082490  0.187
61  29 0.083310  0.170
62  31 0.084030  0.155
63  32 0.084680  0.142
64  32 0.085260  0.129
65  32 0.085760  0.118
66  32 0.086210  0.107
67  36 0.086610  0.098
68  36 0.086960  0.089
69  36 0.087260  0.081
70  36 0.087520  0.074
71  36 0.087740  0.067
72  36 0.087930  0.061
73  36 0.088100  0.056
74  36 0.088240  0.051
75  36 0.088370  0.046
76  38 0.088470  0.042
77  38 0.088560  0.038
78  38 0.088640  0.035
79  38 0.088700  0.032
80  38 0.088760  0.029
81  39 0.088800  0.027
82  39 0.088840  0.024
83  41 0.088870  0.022
84  41 0.088900  0.020
85  42 0.088930  0.018
86  42 0.088950  0.017
87  42 0.088970  0.015
88  42 0.088980  0.014
89  42 0.088990  0.013
90  42 0.089000  0.011
91  42 0.089010  0.010
92  42 0.089020  0.010
93  42 0.089020  0.009
94  43 0.089030  0.008
95  43 0.089030  0.007
96  43 0.089040  0.007
97  45 0.089040  0.006
98  45 0.089040  0.005
99  45 0.089040  0.005
100 45 0.089050  0.005
