
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

    Df     %Dev  Lambda
1    0 0.000000 1.24300
2    1 0.001849 1.13300
3    1 0.003385 1.03200
4    1 0.004659 0.94050
5    1 0.005717 0.85700
6    1 0.006596 0.78080
7    2 0.008154 0.71150
8    2 0.010050 0.64830
9    2 0.011630 0.59070
10   2 0.012930 0.53820
11   3 0.014040 0.49040
12   3 0.014990 0.44680
13   4 0.015860 0.40710
14   4 0.017040 0.37100
15   5 0.018020 0.33800
16   6 0.018960 0.30800
17   6 0.019760 0.28060
18   6 0.020410 0.25570
19   6 0.020960 0.23300
20   6 0.021420 0.21230
21   7 0.022210 0.19340
22   7 0.023010 0.17620
23   7 0.023670 0.16060
24   7 0.024220 0.14630
25   8 0.024680 0.13330
26  10 0.030950 0.12150
27  11 0.038750 0.11070
28  12 0.045350 0.10080
29  12 0.051560 0.09189
30  13 0.057290 0.08373
31  17 0.065050 0.07629
32  17 0.076960 0.06951
33  18 0.087860 0.06334
34  19 0.098550 0.05771
35  20 0.108100 0.05258
36  21 0.117000 0.04791
37  22 0.126700 0.04365
38  22 0.135100 0.03978
39  24 0.143200 0.03624
40  25 0.151100 0.03302
41  27 0.158900 0.03009
42  28 0.166900 0.02742
43  29 0.173700 0.02498
44  30 0.179300 0.02276
45  29 0.184000 0.02074
46  31 0.188000 0.01890
47  33 0.192400 0.01722
48  34 0.197000 0.01569
49  37 0.201000 0.01429
50  38 0.204900 0.01303
51  38 0.208700 0.01187
52  38 0.211900 0.01081
53  38 0.214500 0.00985
54  39 0.216700 0.00898
55  39 0.218700 0.00818
56  39 0.220400 0.00745
57  40 0.221800 0.00679
58  40 0.223100 0.00619
59  43 0.224400 0.00564
60  43 0.225600 0.00514
61  44 0.226800 0.00468
62  45 0.227800 0.00426
63  45 0.228700 0.00389
64  46 0.229400 0.00354
65  49 0.230100 0.00323
66  50 0.230800 0.00294
67  51 0.231400 0.00268
68  51 0.231900 0.00244
69  51 0.232300 0.00222
70  51 0.232600 0.00203
71  51 0.232900 0.00185
72  51 0.233200 0.00168
73  51 0.233400 0.00153
74  51 0.233600 0.00140
75  52 0.233700 0.00127
76  53 0.233800 0.00116
77  53 0.233900 0.00106
78  53 0.234000 0.00096
79  53 0.234100 0.00088
80  53 0.234200 0.00080
81  54 0.234200 0.00073
82  54 0.234200 0.00066
83  55 0.234300 0.00060
84  55 0.234300 0.00055
85  55 0.234400 0.00050
86  55 0.234400 0.00046
87  55 0.234400 0.00042
88  56 0.234400 0.00038
89  56 0.234500 0.00035
90  55 0.234500 0.00032
91  56 0.234500 0.00029
92  58 0.234500 0.00026
93  58 0.234500 0.00024
94  58 0.234500 0.00022
95  58 0.234500 0.00020
96  58 0.234500 0.00018
97  59 0.234500 0.00016
98  59 0.234500 0.00015
99  59 0.234600 0.00014
100 59 0.234600 0.00012
