
Call:  glmnet(x = x, y = y, alpha = 0.8, family = "gaussian", standardize = FALSE) 

    Df     %Dev  Lambda
1    0 0.000000 1.55400
2    1 0.001842 1.41600
3    1 0.003373 1.29000
4    1 0.004646 1.17600
5    1 0.005703 1.07100
6    1 0.006582 0.97600
7    2 0.008141 0.88930
8    2 0.010030 0.81030
9    2 0.011600 0.73830
10   2 0.012910 0.67270
11   3 0.014020 0.61300
12   3 0.014970 0.55850
13   4 0.015860 0.50890
14   4 0.017030 0.46370
15   5 0.018010 0.42250
16   6 0.018950 0.38500
17   6 0.019750 0.35080
18   6 0.020410 0.31960
19   6 0.020960 0.29120
20   6 0.021410 0.26530
21   7 0.022200 0.24180
22   7 0.023000 0.22030
23   7 0.023650 0.20070
24   7 0.024200 0.18290
25   8 0.024670 0.16660
26  10 0.030470 0.15180
27  11 0.037850 0.13840
28  12 0.044400 0.12610
29  12 0.050520 0.11490
30  13 0.056290 0.10470
31  17 0.063020 0.09536
32  17 0.074460 0.08689
33  19 0.085250 0.07917
34  19 0.095790 0.07214
35  20 0.105200 0.06573
36  21 0.114200 0.05989
37  22 0.123600 0.05457
38  22 0.132100 0.04972
39  24 0.140300 0.04530
40  25 0.148100 0.04128
41  27 0.156000 0.03761
42  28 0.163900 0.03427
43  29 0.170900 0.03123
44  29 0.176700 0.02845
45  30 0.181600 0.02592
46  30 0.185900 0.02362
47  33 0.190400 0.02152
48  35 0.195000 0.01961
49  38 0.199200 0.01787
50  37 0.203100 0.01628
51  38 0.206900 0.01483
52  39 0.210200 0.01352
53  38 0.213000 0.01232
54  39 0.215400 0.01122
55  39 0.217500 0.01023
56  40 0.219300 0.00932
57  40 0.220800 0.00849
58  41 0.222100 0.00774
59  43 0.223500 0.00705
60  43 0.224800 0.00642
61  43 0.226000 0.00585
62  43 0.227100 0.00533
63  45 0.228000 0.00486
64  46 0.228800 0.00443
65  48 0.229500 0.00403
66  50 0.230200 0.00368
67  51 0.230900 0.00335
68  51 0.231500 0.00305
69  51 0.231900 0.00278
70  51 0.232300 0.00253
71  51 0.232700 0.00231
72  51 0.233000 0.00210
73  51 0.233200 0.00192
74  51 0.233400 0.00175
75  51 0.233600 0.00159
76  53 0.233700 0.00145
77  53 0.233800 0.00132
78  52 0.233900 0.00120
79  53 0.234000 0.00110
80  53 0.234100 0.00100
81  54 0.234200 0.00091
82  54 0.234200 0.00083
83  56 0.234300 0.00076
84  55 0.234300 0.00069
85  55 0.234300 0.00063
86  55 0.234400 0.00057
87  55 0.234400 0.00052
88  56 0.234400 0.00047
89  56 0.234400 0.00043
90  55 0.234500 0.00039
91  56 0.234500 0.00036
92  58 0.234500 0.00033
93  58 0.234500 0.00030
94  58 0.234500 0.00027
95  58 0.234500 0.00025
96  58 0.234500 0.00023
97  59 0.234500 0.00021
98  59 0.234500 0.00019
99  59 0.234600 0.00017
100 59 0.234600 0.00016
