
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

     Df    %Dev  Lambda
1     0 0.00000 2.89800
2     2 0.00197 2.64100
3     2 0.00432 2.40600
4     3 0.00626 2.19200
5     3 0.00790 1.99800
6     3 0.00925 1.82000
7     3 0.01037 1.65800
8     3 0.01131 1.51100
9     4 0.01212 1.37700
10    5 0.01345 1.25500
11    5 0.01513 1.14300
12    5 0.01653 1.04200
13    6 0.01793 0.94900
14    8 0.01934 0.86470
15    8 0.02076 0.78790
16    9 0.02221 0.71790
17   12 0.02355 0.65410
18   12 0.02485 0.59600
19   12 0.02593 0.54310
20   12 0.02683 0.49480
21   12 0.02758 0.45090
22   12 0.02824 0.41080
23   13 0.02879 0.37430
24   14 0.02931 0.34110
25   14 0.02974 0.31080
26   14 0.03010 0.28320
27   14 0.03040 0.25800
28   17 0.03103 0.23510
29   17 0.03190 0.21420
30   19 0.03960 0.19520
31   18 0.04621 0.17780
32   20 0.05171 0.16200
33   25 0.05784 0.14760
34   25 0.07088 0.13450
35   25 0.08170 0.12260
36   26 0.09068 0.11170
37   27 0.10030 0.10180
38   28 0.11210 0.09272
39   28 0.12360 0.08448
40   29 0.13360 0.07698
41   30 0.14190 0.07014
42   33 0.15020 0.06391
43   36 0.15730 0.05823
44   36 0.16380 0.05306
45   37 0.17140 0.04835
46   40 0.17860 0.04405
47   44 0.18790 0.04014
48   45 0.19960 0.03657
49   45 0.20950 0.03332
50   47 0.21760 0.03036
51   51 0.22500 0.02766
52   53 0.23260 0.02521
53   54 0.24030 0.02297
54   57 0.24740 0.02093
55   61 0.25560 0.01907
56   65 0.26390 0.01737
57   69 0.27330 0.01583
58   70 0.28220 0.01442
59   70 0.28990 0.01314
60   72 0.29630 0.01198
61   73 0.30190 0.01091
62   72 0.30650 0.00994
63   72 0.31080 0.00906
64   73 0.31450 0.00825
65   75 0.31760 0.00752
66   77 0.32020 0.00685
67   77 0.32240 0.00624
68   78 0.32420 0.00569
69   79 0.32570 0.00518
70   80 0.32700 0.00472
71   82 0.32810 0.00430
72   86 0.32910 0.00392
73   88 0.33010 0.00357
74   88 0.33100 0.00326
75   90 0.33180 0.00297
76   90 0.33240 0.00270
77   88 0.33290 0.00246
78   88 0.33340 0.00224
79   89 0.33370 0.00204
80   90 0.33410 0.00186
81   91 0.33440 0.00170
82   93 0.33470 0.00155
83   95 0.33490 0.00141
84   93 0.33510 0.00128
85   96 0.33530 0.00117
86   97 0.33540 0.00107
87   97 0.33560 0.00097
88   98 0.33570 0.00089
89  102 0.33580 0.00081
90  104 0.33590 0.00073
91  105 0.33600 0.00067
92  106 0.33610 0.00061
93  108 0.33610 0.00056
94  108 0.33620 0.00051
95  108 0.33620 0.00046
96  108 0.33630 0.00042
97  112 0.33630 0.00038
98  112 0.33630 0.00035
99  112 0.33640 0.00032
100 113 0.33640 0.00029
