
Call:  glmnet(x = x, y = y, alpha = 0.7, family = "gaussian", standardize = FALSE) 

     Df    %Dev Lambda
1     0 0.00000 7.8040
2     1 0.00159 7.1110
3     1 0.00292 6.4790
4     1 0.00401 5.9040
5     1 0.00493 5.3790
6     1 0.00568 4.9010
7     2 0.00638 4.4660
8     2 0.00873 4.0690
9     2 0.01069 3.7080
10    2 0.01232 3.3780
11    2 0.01367 3.0780
12    2 0.01479 2.8050
13    2 0.01572 2.5560
14    2 0.01650 2.3290
15    2 0.01714 2.1220
16    3 0.01769 1.9330
17    3 0.01872 1.7610
18    3 0.01957 1.6050
19    4 0.02049 1.4620
20    5 0.02148 1.3320
21    7 0.02425 1.2140
22    7 0.02729 1.1060
23    7 0.02982 1.0080
24    7 0.03193 0.9184
25    7 0.03368 0.8368
26    7 0.03514 0.7625
27    7 0.03635 0.6948
28    8 0.03736 0.6330
29    8 0.03828 0.5768
30    9 0.03906 0.5256
31    9 0.04009 0.4789
32    9 0.04095 0.4363
33    9 0.04167 0.3976
34    9 0.04226 0.3623
35    9 0.04275 0.3301
36    9 0.04316 0.3007
37   11 0.04865 0.2740
38   11 0.05683 0.2497
39   12 0.06397 0.2275
40   13 0.07398 0.2073
41   13 0.08264 0.1889
42   14 0.09055 0.1721
43   14 0.09842 0.1568
44   15 0.10730 0.1429
45   16 0.11690 0.1302
46   18 0.13020 0.1186
47   19 0.14250 0.1081
48   20 0.15340 0.0985
49   21 0.16290 0.0897
50   22 0.17180 0.0818
51   24 0.18240 0.0745
52   27 0.19440 0.0679
53   27 0.20530 0.0618
54   31 0.21510 0.0564
55   31 0.22450 0.0514
56   33 0.23280 0.0468
57   34 0.24080 0.0426
58   37 0.24840 0.0388
59   39 0.25620 0.0354
60   42 0.26370 0.0322
61   45 0.27340 0.0294
62   47 0.28500 0.0268
63   51 0.29670 0.0244
64   53 0.30790 0.0222
65   57 0.31870 0.0202
66   63 0.33110 0.0184
67   65 0.34350 0.0168
68   65 0.35480 0.0153
69   69 0.36520 0.0140
70   69 0.37510 0.0127
71   70 0.38370 0.0116
72   75 0.39150 0.0106
73   77 0.39890 0.0096
74   78 0.40530 0.0088
75   79 0.41110 0.0080
76   82 0.41620 0.0073
77   84 0.42080 0.0066
78   85 0.42520 0.0060
79   86 0.42920 0.0055
80   88 0.43270 0.0050
81   90 0.43600 0.0046
82   93 0.43890 0.0042
83   95 0.44170 0.0038
84   96 0.44430 0.0035
85  101 0.44700 0.0032
86  101 0.44950 0.0029
87  102 0.45170 0.0026
88  102 0.45360 0.0024
89  102 0.45520 0.0022
90  104 0.45660 0.0020
91  103 0.45780 0.0018
92  104 0.45890 0.0016
93  105 0.45990 0.0015
94  105 0.46060 0.0014
95  105 0.46130 0.0012
96  105 0.46190 0.0011
97  104 0.46240 0.0010
98  106 0.46290 0.0009
99  106 0.46320 0.0009
100 107 0.46350 0.0008
