
Call:  glmnet(x = x, y = y, alpha = 0.5, family = "gaussian", standardize = FALSE) 

     Df    %Dev  Lambda
1     0 0.00000 10.9300
2     1 0.00159  9.9560
3     1 0.00291  9.0710
4     1 0.00401  8.2650
5     1 0.00492  7.5310
6     1 0.00568  6.8620
7     2 0.00638  6.2520
8     2 0.00872  5.6970
9     2 0.01067  5.1910
10    2 0.01230  4.7300
11    2 0.01365  4.3100
12    2 0.01477  3.9270
13    2 0.01571  3.5780
14    2 0.01648  3.2600
15    2 0.01713  2.9700
16    3 0.01768  2.7070
17    3 0.01871  2.4660
18    3 0.01956  2.2470
19    4 0.02048  2.0470
20    5 0.02147  1.8650
21    7 0.02422  1.7000
22    7 0.02724  1.5490
23    7 0.02977  1.4110
24    7 0.03187  1.2860
25    7 0.03362  1.1720
26    7 0.03508  1.0680
27    7 0.03630  0.9727
28    8 0.03732  0.8863
29    8 0.03824  0.8075
30    9 0.03902  0.7358
31    9 0.04006  0.6704
32    9 0.04092  0.6109
33    9 0.04163  0.5566
34    9 0.04223  0.5072
35    9 0.04273  0.4621
36    9 0.04314  0.4210
37   11 0.04760  0.3836
38   11 0.05447  0.3496
39   11 0.06069  0.3185
40   13 0.06962  0.2902
41   13 0.07765  0.2644
42   14 0.08558  0.2409
43   14 0.09328  0.2195
44   15 0.10160  0.2000
45   17 0.10970  0.1823
46   18 0.12190  0.1661
47   19 0.13370  0.1513
48   20 0.14460  0.1379
49   21 0.15430  0.1256
50   21 0.16320  0.1145
51   24 0.17320  0.1043
52   27 0.18550  0.0950
53   28 0.19690  0.0866
54   30 0.20680  0.0789
55   31 0.21650  0.0719
56   33 0.22510  0.0655
57   34 0.23350  0.0597
58   37 0.24130  0.0544
59   40 0.24950  0.0495
60   42 0.25760  0.0452
61   45 0.26670  0.0411
62   49 0.27670  0.0375
63   51 0.28770  0.0342
64   55 0.29840  0.0311
65   58 0.30880  0.0284
66   63 0.31940  0.0258
67   64 0.33110  0.0235
68   65 0.34200  0.0214
69   68 0.35200  0.0195
70   69 0.36170  0.0178
71   71 0.37060  0.0162
72   76 0.37880  0.0148
73   78 0.38660  0.0135
74   78 0.39360  0.0123
75   79 0.39990  0.0112
76   82 0.40590  0.0102
77   82 0.41120  0.0093
78   85 0.41610  0.0085
79   87 0.42070  0.0077
80   87 0.42490  0.0070
81   87 0.42870  0.0064
82   90 0.43200  0.0058
83   94 0.43530  0.0053
84   95 0.43840  0.0048
85   98 0.44120  0.0044
86  100 0.44400  0.0040
87  101 0.44660  0.0037
88  102 0.44900  0.0033
89  103 0.45100  0.0030
90  103 0.45280  0.0028
91  105 0.45440  0.0025
92  106 0.45590  0.0023
93  106 0.45710  0.0021
94  106 0.45820  0.0019
95  106 0.45920  0.0017
96  106 0.46000  0.0016
97  105 0.46080  0.0014
98  107 0.46140  0.0013
99  107 0.46200  0.0012
100 107 0.46240  0.0011
