
Call:  glmnet(x = x, y = y, alpha = 0.02, family = "gaussian", standardize = TRUE) 

     Df    %Dev  Lambda
1     0 0.00000 25.0900
2     1 0.00087 22.8600
3     1 0.00181 20.8300
4     1 0.00280 18.9800
5     1 0.00387 17.2900
6     2 0.00513 15.7600
7     5 0.00738 14.3600
8     9 0.01139 13.0800
9    10 0.01604 11.9200
10   11 0.02112 10.8600
11   20 0.02758  9.8960
12   25 0.03543  9.0170
13   36 0.04472  8.2160
14   43 0.05483  7.4860
15   47 0.06550  6.8210
16   56 0.07665  6.2150
17   61 0.08877  5.6630
18   69 0.10150  5.1600
19   72 0.11460  4.7010
20   75 0.12780  4.2840
21   79 0.14110  3.9030
22   81 0.15450  3.5560
23   84 0.16810  3.2400
24   86 0.18170  2.9530
25   87 0.19520  2.6900
26   87 0.20850  2.4510
27   90 0.22150  2.2340
28   92 0.23430  2.0350
29   92 0.24680  1.8540
30   92 0.25900  1.6900
31   93 0.27070  1.5390
32   96 0.28200  1.4030
33   97 0.29330  1.2780
34   98 0.30410  1.1650
35   99 0.31450  1.0610
36   99 0.32440  0.9668
37  101 0.33400  0.8809
38  101 0.34310  0.8027
39  103 0.35190  0.7314
40  104 0.36030  0.6664
41  105 0.36830  0.6072
42  106 0.37580  0.5533
43  107 0.38290  0.5041
44  109 0.38960  0.4593
45  109 0.39610  0.4185
46  111 0.40210  0.3813
47  110 0.40780  0.3475
48  110 0.41310  0.3166
49  110 0.41800  0.2885
50  110 0.42260  0.2628
51  109 0.42680  0.2395
52  108 0.43060  0.2182
53  107 0.43410  0.1988
54  108 0.43730  0.1812
55  108 0.44020  0.1651
56  111 0.44300  0.1504
57  110 0.44540  0.1370
58  110 0.44770  0.1249
59  109 0.44970  0.1138
60  109 0.45150  0.1037
61  109 0.45310  0.0945
62  109 0.45460  0.0861
63  109 0.45590  0.0784
64  109 0.45710  0.0715
65  109 0.45810  0.0651
66  109 0.45900  0.0593
67  109 0.45980  0.0540
68  109 0.46050  0.0492
69  109 0.46110  0.0449
70  109 0.46160  0.0409
71  109 0.46210  0.0373
72  109 0.46250  0.0340
73  111 0.46290  0.0309
74  112 0.46320  0.0282
75  112 0.46340  0.0257
76  111 0.46360  0.0234
77  111 0.46380  0.0213
78  111 0.46400  0.0194
79  113 0.46420  0.0177
80  113 0.46430  0.0161
81  113 0.46440  0.0147
82  114 0.46450  0.0134
83  112 0.46460  0.0122
84  112 0.46470  0.0111
85  112 0.46480  0.0101
86  112 0.46480  0.0092
87  112 0.46490  0.0084
88  113 0.46490  0.0077
89  113 0.46490  0.0070
90  113 0.46500  0.0064
91  113 0.46500  0.0058
92  113 0.46500  0.0053
93  113 0.46510  0.0048
94  113 0.46510  0.0044
95  113 0.46510  0.0040
96  113 0.46510  0.0036
97  114 0.46510  0.0033
98  114 0.46510  0.0030
99  113 0.46510  0.0028
100 114 0.46510  0.0025
