
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = TRUE) 

     Df     %Dev  Lambda
1     0 0.000000 0.46710
2     1 0.007041 0.42560
3     1 0.012890 0.38780
4     2 0.020590 0.35340
5     2 0.029250 0.32200
6     4 0.040360 0.29340
7     5 0.054320 0.26730
8     6 0.069660 0.24360
9    10 0.084180 0.22190
10   13 0.101700 0.20220
11   16 0.118400 0.18420
12   20 0.135900 0.16790
13   21 0.151300 0.15300
14   24 0.164500 0.13940
15   29 0.175700 0.12700
16   30 0.185100 0.11570
17   32 0.192900 0.10540
18   33 0.199600 0.09606
19   31 0.205100 0.08753
20   31 0.209700 0.07975
21   32 0.213500 0.07267
22   32 0.216600 0.06621
23   32 0.219200 0.06033
24   32 0.221400 0.05497
25   32 0.223200 0.05009
26   32 0.224700 0.04564
27   32 0.225900 0.04158
28   32 0.227000 0.03789
29   34 0.227800 0.03452
30   34 0.228500 0.03146
31   34 0.229100 0.02866
32   35 0.229600 0.02612
33   36 0.230000 0.02380
34   37 0.230400 0.02168
35   37 0.230800 0.01976
36   36 0.231300 0.01800
37   37 0.231700 0.01640
38   36 0.232100 0.01494
39   38 0.232600 0.01362
40   38 0.233100 0.01241
41   39 0.233600 0.01130
42   40 0.234000 0.01030
43   42 0.234300 0.00938
44   43 0.234600 0.00855
45   46 0.234900 0.00779
46   46 0.235200 0.00710
47   46 0.235600 0.00647
48   52 0.235800 0.00589
49   53 0.236100 0.00537
50   57 0.236400 0.00489
51   56 0.236600 0.00446
52   59 0.236800 0.00406
53   61 0.237000 0.00370
54   60 0.237100 0.00337
55   57 0.237300 0.00307
56   58 0.237400 0.00280
57   57 0.237500 0.00255
58   59 0.237600 0.00232
59   60 0.237600 0.00212
60   61 0.237700 0.00193
61   64 0.237700 0.00176
62   65 0.237800 0.00160
63   66 0.237800 0.00146
64   66 0.237900 0.00133
65   70 0.237900 0.00121
66   74 0.238000 0.00110
67   77 0.238000 0.00101
68   80 0.238000 0.00092
69   79 0.238100 0.00084
70   84 0.238100 0.00076
71   83 0.238100 0.00069
72   85 0.238200 0.00063
73   86 0.238200 0.00058
74   85 0.238300 0.00052
75   85 0.238300 0.00048
76   85 0.238300 0.00044
77   85 0.238400 0.00040
78   86 0.238400 0.00036
79   86 0.238400 0.00033
80   87 0.238400 0.00030
81   88 0.238400 0.00027
82   89 0.238500 0.00025
83   87 0.238500 0.00023
84   87 0.238500 0.00021
85   87 0.238500 0.00019
86   90 0.238500 0.00017
87   93 0.238500 0.00016
88   95 0.238500 0.00014
89   93 0.238600 0.00013
90   94 0.238600 0.00012
91   99 0.238600 0.00011
92  101 0.238600 0.00010
93  102 0.238600 0.00009
94  103 0.238600 0.00008
95  103 0.238600 0.00007
96  105 0.238600 0.00007
97  106 0.238600 0.00006
98  107 0.238600 0.00006
99  108 0.238700 0.00005
100 109 0.238700 0.00005
