
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 6.8090
2    1 0.001310 6.2040
3    1 0.002397 5.6530
4    1 0.003300 5.1510
5    2 0.004330 4.6930
6    2 0.005191 4.2760
7    2 0.005906 3.8960
8    2 0.006500 3.5500
9    2 0.006993 3.2350
10   2 0.007402 2.9480
11   2 0.007742 2.6860
12   3 0.008239 2.4470
13   3 0.009186 2.2300
14   4 0.010570 2.0320
15   4 0.011740 1.8510
16   5 0.012810 1.6870
17   5 0.013810 1.5370
18   5 0.014650 1.4000
19   6 0.015430 1.2760
20   6 0.016450 1.1630
21   7 0.017520 1.0590
22   7 0.018590 0.9652
23   8 0.019530 0.8794
24   8 0.020490 0.8013
25   8 0.021280 0.7301
26   8 0.021940 0.6653
27   9 0.022740 0.6062
28   9 0.023460 0.5523
29   9 0.024030 0.5032
30  11 0.024670 0.4585
31  11 0.025350 0.4178
32  12 0.025910 0.3807
33  12 0.026470 0.3469
34  12 0.026920 0.3161
35  12 0.027290 0.2880
36  12 0.027590 0.2624
37  10 0.027800 0.2391
38  10 0.027960 0.2178
39  11 0.034150 0.1985
40  11 0.040270 0.1809
41  13 0.045390 0.1648
42  15 0.049810 0.1502
43  18 0.062510 0.1368
44  20 0.073710 0.1247
45  21 0.083140 0.1136
46  23 0.092720 0.1035
47  24 0.101800 0.0943
48  25 0.109400 0.0859
49  26 0.116100 0.0783
50  26 0.124100 0.0713
51  27 0.131200 0.0650
52  26 0.137100 0.0592
53  27 0.142000 0.0540
54  28 0.146100 0.0492
55  29 0.151400 0.0448
56  29 0.155900 0.0408
57  31 0.159900 0.0372
58  33 0.165600 0.0339
59  33 0.170500 0.0309
60  34 0.175300 0.0281
61  36 0.181100 0.0256
62  39 0.186000 0.0234
63  42 0.190200 0.0213
64  43 0.195200 0.0194
65  44 0.200500 0.0177
66  47 0.205800 0.0161
67  48 0.211000 0.0147
68  52 0.215400 0.0134
69  54 0.219100 0.0122
70  54 0.222200 0.0111
71  54 0.224700 0.0101
72  55 0.226800 0.0092
73  55 0.228600 0.0084
74  54 0.230100 0.0076
75  55 0.231400 0.0070
76  57 0.232400 0.0064
77  57 0.233300 0.0058
78  56 0.234100 0.0053
79  56 0.234700 0.0048
80  58 0.235200 0.0044
81  58 0.235600 0.0040
82  58 0.236000 0.0036
83  58 0.236300 0.0033
84  58 0.236500 0.0030
85  59 0.236700 0.0027
86  59 0.236900 0.0025
87  61 0.237100 0.0023
88  65 0.237200 0.0021
89  67 0.237300 0.0019
90  67 0.237400 0.0017
91  69 0.237500 0.0016
92  69 0.237600 0.0014
93  68 0.237700 0.0013
94  69 0.237800 0.0012
95  70 0.237800 0.0011
96  70 0.237900 0.0010
97  70 0.237900 0.0009
98  72 0.238000 0.0008
99  71 0.238000 0.0007
100 73 0.238100 0.0007
