
Call:  glmnet(x = x, y = y, alpha = 0.9, family = "gaussian", standardize = TRUE) 

     Df     %Dev  Lambda
1     0 0.000000 0.51900
2     1 0.006906 0.47290
3     1 0.012670 0.43090
4     2 0.020260 0.39260
5     2 0.028840 0.35770
6     4 0.039830 0.32600
7     5 0.053670 0.29700
8     6 0.068920 0.27060
9    10 0.083410 0.24660
10   13 0.100900 0.22470
11   16 0.117600 0.20470
12   20 0.135200 0.18650
13   21 0.150600 0.17000
14   25 0.163800 0.15490
15   29 0.175100 0.14110
16   30 0.184600 0.12860
17   32 0.192500 0.11710
18   33 0.199100 0.10670
19   31 0.204800 0.09725
20   32 0.209400 0.08861
21   32 0.213200 0.08074
22   32 0.216400 0.07357
23   32 0.219000 0.06703
24   32 0.221200 0.06108
25   32 0.223100 0.05565
26   32 0.224600 0.05071
27   32 0.225800 0.04620
28   32 0.226900 0.04210
29   34 0.227700 0.03836
30   34 0.228500 0.03495
31   35 0.229100 0.03185
32   35 0.229600 0.02902
33   36 0.230000 0.02644
34   37 0.230300 0.02409
35   37 0.230800 0.02195
36   36 0.231300 0.02000
37   37 0.231700 0.01822
38   37 0.232100 0.01660
39   39 0.232600 0.01513
40   38 0.233100 0.01379
41   39 0.233500 0.01256
42   41 0.233900 0.01144
43   42 0.234300 0.01043
44   42 0.234600 0.00950
45   46 0.234900 0.00866
46   46 0.235200 0.00789
47   46 0.235500 0.00719
48   51 0.235800 0.00655
49   54 0.236100 0.00597
50   56 0.236400 0.00544
51   57 0.236600 0.00495
52   59 0.236800 0.00451
53   61 0.237000 0.00411
54   60 0.237100 0.00375
55   57 0.237300 0.00342
56   58 0.237400 0.00311
57   57 0.237500 0.00284
58   59 0.237600 0.00258
59   61 0.237600 0.00235
60   61 0.237700 0.00215
61   63 0.237700 0.00195
62   65 0.237800 0.00178
63   66 0.237800 0.00162
64   66 0.237900 0.00148
65   71 0.237900 0.00135
66   72 0.238000 0.00123
67   76 0.238000 0.00112
68   79 0.238000 0.00102
69   79 0.238100 0.00093
70   81 0.238100 0.00085
71   84 0.238100 0.00077
72   84 0.238200 0.00070
73   85 0.238200 0.00064
74   86 0.238300 0.00058
75   87 0.238300 0.00053
76   88 0.238300 0.00048
77   88 0.238400 0.00044
78   88 0.238400 0.00040
79   89 0.238400 0.00037
80   90 0.238400 0.00033
81   91 0.238400 0.00030
82   92 0.238500 0.00028
83   92 0.238500 0.00025
84   93 0.238500 0.00023
85   95 0.238500 0.00021
86   95 0.238500 0.00019
87   95 0.238500 0.00017
88   98 0.238500 0.00016
89   97 0.238600 0.00014
90   97 0.238600 0.00013
91   97 0.238600 0.00012
92   98 0.238600 0.00011
93  100 0.238600 0.00010
94  102 0.238600 0.00009
95  104 0.238600 0.00008
96  104 0.238600 0.00008
97  104 0.238600 0.00007
98  107 0.238600 0.00006
99  108 0.238600 0.00006
100 110 0.238600 0.00005
