IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_826,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_809,Fingerprint_803,Fingerprint_799,Fingerprint_797,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_698,Fingerprint_697,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_667,Fingerprint_647,Fingerprint_646,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_611,MOT_2D_linker_EXP,SDOM_subdomainI_CSV,EXP_FASTK,EXP_BTK,EXP_BTK_X_EXP_CD79A,EXP_MARK3_X_EXP_IQGAP1,EXP_MARK3_X_EXP_PPP2CB,EXP_MET_X_EXP_CBLC,EXP_MET_X_EXP_RAPGEF1,EXP_PTK6_X_EXP_CCND1,EXP_PTK6_X_EXP_PTPN1
3.631581,907173,330,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,5.72887842402288,2.73606907977179,7.79045596579357,77.3795857157127,81.2103592509967,10.6708372735347,15.0810771679659,21.9304561791983,28.3742913351971
1.605466,1290808,1029,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
-0.233269,1240135,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.67470931796938,2.68139748842988,7.96248319086734,58.3732871199477,61.1738524525105,18.8470048461562,24.5855290651777,28.652618644821,28.9145545054676
-1.097115,908470,153,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,6.03380544316773,2.85858856546691,8.30129783559348,56.9808713555309,62.9553310725632,22.6772247024525,30.8506252392194,27.2763622681056,22.8020246111316
5.539167,1240131,1194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6.45552688676828,2.78318852909427,8.46312522237765,60.1388547754118,69.1012605999409,16.9531954066307,26.0410273208821,26.6656941030282,30.3862618427594
1.721414,908470,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,6.03380544316773,2.85858856546691,8.30129783559348,56.9808713555309,62.9553310725632,22.6772247024525,30.8506252392194,27.2763622681056,22.8020246111316
-1.598577,908150,273,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
-0.028871,1290813,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.780554,5.20917918151551,2.70336677937281,7.75624165911008,79.9784787868165,86.5447344052806,10.2037075788388,14.2105719803042,20.6990082233709,23.419317957528
4.171601,1240141,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,7.97565681193086,0,6.40317106187954,2.90427032362878,8.08740764021812,63.7639846752582,79.2409941313981,21.5241185205822,20.9910153277211,31.3192384404535,32.1755927293408
4.36721,1240139,1030,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0.628027,5.06601218927224,2.59423499831168,7.34333317965437,71.6598184117346,87.9481171150572,14.9736643131319,24.6232358366206,18.9888712276546,28.6378877402687
4.870429,1290808,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
2.30332,908150,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
3.37296,1290814,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,4.41705553993053,0,5.72915781975568,2.81075650760703,8.21603191464382,63.9775088572622,65.4925806762601,17.9301532689922,29.2116877442116,30.8228364620632,31.3894794301736
-1.801662,908150,87,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
3.574154,908152,331,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
1.558266,908470,202,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,6.03380544316773,2.85858856546691,8.30129783559348,56.9808713555309,62.9553310725632,22.6772247024525,30.8506252392194,27.2763622681056,22.8020246111316
0.372979,1290808,308,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
2.567604,1240135,199,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5.67470931796938,2.68139748842988,7.96248319086734,58.3732871199477,61.1738524525105,18.8470048461562,24.5855290651777,28.652618644821,28.9145545054676
2.475492,1240131,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,6.45552688676828,2.78318852909427,8.46312522237765,60.1388547754118,69.1012605999409,16.9531954066307,26.0410273208821,26.6656941030282,30.3862618427594
1.753824,907173,249,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.72887842402288,2.73606907977179,7.79045596579357,77.3795857157127,81.2103592509967,10.6708372735347,15.0810771679659,21.9304561791983,28.3742913351971
3.595219,1290813,1203,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.780554,5.20917918151551,2.70336677937281,7.75624165911008,79.9784787868165,86.5447344052806,10.2037075788388,14.2105719803042,20.6990082233709,23.419317957528
2.675413,908152,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
5.420267,1290810,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,7.81585292288992,0,6.26059033150539,2.88765711776581,8.54442534565946,63.0887368904115,73.8900494551553,15.2975005598161,27.5079759623072,22.9651919708354,31.2315231400946
5.631188,1240138,1039,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,5.8489033845779,2.67103485524647,7.87972037730476,73.1486907699062,68.1813115149419,11.7819107256692,17.0082114720738,28.074886527518,32.2632622363165
4.389771,908152,1030,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
3.459188,907173,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,5.72887842402288,2.73606907977179,7.79045596579357,77.3795857157127,81.2103592509967,10.6708372735347,15.0810771679659,21.9304561791983,28.3742913351971
2.953317,1240138,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,5.8489033845779,2.67103485524647,7.87972037730476,73.1486907699062,68.1813115149419,11.7819107256692,17.0082114720738,28.074886527518,32.2632622363165
5.420772,908152,229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
4.90967,907173,1194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5.72887842402288,2.73606907977179,7.79045596579357,77.3795857157127,81.2103592509967,10.6708372735347,15.0810771679659,21.9304561791983,28.3742913351971
4.23521,1240137,1129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5.85719778809515,2.9707824705776,8.22325475397616,64.4719578927869,70.0022629883042,18.4004184502721,26.6315079759273,23.6086339445399,27.8772712725276
1.52287211410456,1240141,1032,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7.97565681193086,0,6.40317106187954,2.90427032362878,8.08740764021812,63.7639846752582,79.2409941313981,21.5241185205822,20.9910153277211,31.3192384404535,32.1755927293408
2.61674,1240141,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,7.97565681193086,0,6.40317106187954,2.90427032362878,8.08740764021812,63.7639846752582,79.2409941313981,21.5241185205822,20.9910153277211,31.3192384404535,32.1755927293408
0.879078,908150,1242,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
2.30849,1290813,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.780554,5.20917918151551,2.70336677937281,7.75624165911008,79.9784787868165,86.5447344052806,10.2037075788388,14.2105719803042,20.6990082233709,23.419317957528
5.922257,1290810,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,7.81585292288992,0,6.26059033150539,2.88765711776581,8.54442534565946,63.0887368904115,73.8900494551553,15.2975005598161,27.5079759623072,22.9651919708354,31.2315231400946
4.566766,908470,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6.03380544316773,2.85858856546691,8.30129783559348,56.9808713555309,62.9553310725632,22.6772247024525,30.8506252392194,27.2763622681056,22.8020246111316
-0.658595,908150,1059,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
-0.338894,908150,86,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
2.987568,908150,1023,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
4.170688,908152,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
4.153121,1290813,345,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.780554,5.20917918151551,2.70336677937281,7.75624165911008,79.9784787868165,86.5447344052806,10.2037075788388,14.2105719803042,20.6990082233709,23.419317957528
-1.126338,908152,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
0.797799,1240135,312,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,5.67470931796938,2.68139748842988,7.96248319086734,58.3732871199477,61.1738524525105,18.8470048461562,24.5855290651777,28.652618644821,28.9145545054676
2.979001,1290813,292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0.780554,5.20917918151551,2.70336677937281,7.75624165911008,79.9784787868165,86.5447344052806,10.2037075788388,14.2105719803042,20.6990082233709,23.419317957528
4.265669,908150,226,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
3.406647,907173,229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5.72887842402288,2.73606907977179,7.79045596579357,77.3795857157127,81.2103592509967,10.6708372735347,15.0810771679659,21.9304561791983,28.3742913351971
4.549448,908152,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
1.537485,908152,308,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
1.843733,1240136,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6.69603164401217,2.84697005983739,8.32265480046952,65.9484608672225,79.2393759674248,14.9297781991725,25.3652767187618,25.9297247844962,29.4006859291265
4.023937,1240136,1158,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,6.69603164401217,2.84697005983739,8.32265480046952,65.9484608672225,79.2393759674248,14.9297781991725,25.3652767187618,25.9297247844962,29.4006859291265
3.607109,1290814,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.41705553993053,0,5.72915781975568,2.81075650760703,8.21603191464382,63.9775088572622,65.4925806762601,17.9301532689922,29.2116877442116,30.8228364620632,31.3894794301736
2.093834,908150,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
0.810915,1290808,1021,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
4.517677,1240141,1030,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,7.97565681193086,0,6.40317106187954,2.90427032362878,8.08740764021812,63.7639846752582,79.2409941313981,21.5241185205822,20.9910153277211,31.3192384404535,32.1755927293408
3.326848,1240139,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.628027,5.06601218927224,2.59423499831168,7.34333317965437,71.6598184117346,87.9481171150572,14.9736643131319,24.6232358366206,18.9888712276546,28.6378877402687
2.640745,907173,1129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5.72887842402288,2.73606907977179,7.79045596579357,77.3795857157127,81.2103592509967,10.6708372735347,15.0810771679659,21.9304561791983,28.3742913351971
4.361948,1240141,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,7.97565681193086,0,6.40317106187954,2.90427032362878,8.08740764021812,63.7639846752582,79.2409941313981,21.5241185205822,20.9910153277211,31.3192384404535,32.1755927293408
1.636367,1240138,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.8489033845779,2.67103485524647,7.87972037730476,73.1486907699062,68.1813115149419,11.7819107256692,17.0082114720738,28.074886527518,32.2632622363165
0.964176,908152,29,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
4.955725,1290810,298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,7.81585292288992,0,6.26059033150539,2.88765711776581,8.54442534565946,63.0887368904115,73.8900494551553,15.2975005598161,27.5079759623072,22.9651919708354,31.2315231400946
4.882869,1290814,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,4.41705553993053,0,5.72915781975568,2.81075650760703,8.21603191464382,63.9775088572622,65.4925806762601,17.9301532689922,29.2116877442116,30.8228364620632,31.3894794301736
3.262961,1240135,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5.67470931796938,2.68139748842988,7.96248319086734,58.3732871199477,61.1738524525105,18.8470048461562,24.5855290651777,28.652618644821,28.9145545054676
3.98777,908470,273,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.03380544316773,2.85858856546691,8.30129783559348,56.9808713555309,62.9553310725632,22.6772247024525,30.8506252392194,27.2763622681056,22.8020246111316
2.961742,908150,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
4.675393,907173,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.72887842402288,2.73606907977179,7.79045596579357,77.3795857157127,81.2103592509967,10.6708372735347,15.0810771679659,21.9304561791983,28.3742913351971
4.679972,1240139,255,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.628027,5.06601218927224,2.59423499831168,7.34333317965437,71.6598184117346,87.9481171150572,14.9736643131319,24.6232358366206,18.9888712276546,28.6378877402687
2.340659,1240135,256,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5.67470931796938,2.68139748842988,7.96248319086734,58.3732871199477,61.1738524525105,18.8470048461562,24.5855290651777,28.652618644821,28.9145545054676
5.423109,1290813,193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.780554,5.20917918151551,2.70336677937281,7.75624165911008,79.9784787868165,86.5447344052806,10.2037075788388,14.2105719803042,20.6990082233709,23.419317957528
3.054106,1290813,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.780554,5.20917918151551,2.70336677937281,7.75624165911008,79.9784787868165,86.5447344052806,10.2037075788388,14.2105719803042,20.6990082233709,23.419317957528
3.130672,1240135,152,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,5.67470931796938,2.68139748842988,7.96248319086734,58.3732871199477,61.1738524525105,18.8470048461562,24.5855290651777,28.652618644821,28.9145545054676
-0.828231,908152,87,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
2.306729,1240137,1142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,5.85719778809515,2.9707824705776,8.22325475397616,64.4719578927869,70.0022629883042,18.4004184502721,26.6315079759273,23.6086339445399,27.8772712725276
4.090498,1240135,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,5.67470931796938,2.68139748842988,7.96248319086734,58.3732871199477,61.1738524525105,18.8470048461562,24.5855290651777,28.652618644821,28.9145545054676
4.736713,1240131,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.45552688676828,2.78318852909427,8.46312522237765,60.1388547754118,69.1012605999409,16.9531954066307,26.0410273208821,26.6656941030282,30.3862618427594
2.581432,1240139,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.628027,5.06601218927224,2.59423499831168,7.34333317965437,71.6598184117346,87.9481171150572,14.9736643131319,24.6232358366206,18.9888712276546,28.6378877402687
5.003824,1290808,253,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
-0.209932,1240139,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0.628027,5.06601218927224,2.59423499831168,7.34333317965437,71.6598184117346,87.9481171150572,14.9736643131319,24.6232358366206,18.9888712276546,28.6378877402687
4.298703,1240131,275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,6.45552688676828,2.78318852909427,8.46312522237765,60.1388547754118,69.1012605999409,16.9531954066307,26.0410273208821,26.6656941030282,30.3862618427594
4.731731,1240135,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.67470931796938,2.68139748842988,7.96248319086734,58.3732871199477,61.1738524525105,18.8470048461562,24.5855290651777,28.652618644821,28.9145545054676
2.493082,1240138,199,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5.8489033845779,2.67103485524647,7.87972037730476,73.1486907699062,68.1813115149419,11.7819107256692,17.0082114720738,28.074886527518,32.2632622363165
5.013529,908152,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
4.730087,908152,1129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
3.131982,908152,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
4.111422,1240131,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,6.45552688676828,2.78318852909427,8.46312522237765,60.1388547754118,69.1012605999409,16.9531954066307,26.0410273208821,26.6656941030282,30.3862618427594
4.076652,1240141,1021,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,7.97565681193086,0,6.40317106187954,2.90427032362878,8.08740764021812,63.7639846752582,79.2409941313981,21.5241185205822,20.9910153277211,31.3192384404535,32.1755927293408
1.245896,1290808,202,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
2.618371,1290810,1010,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.81585292288992,0,6.26059033150539,2.88765711776581,8.54442534565946,63.0887368904115,73.8900494551553,15.2975005598161,27.5079759623072,22.9651919708354,31.2315231400946
1.247702,1240139,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.628027,5.06601218927224,2.59423499831168,7.34333317965437,71.6598184117346,87.9481171150572,14.9736643131319,24.6232358366206,18.9888712276546,28.6378877402687
0.783365,1290813,1242,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0.780554,5.20917918151551,2.70336677937281,7.75624165911008,79.9784787868165,86.5447344052806,10.2037075788388,14.2105719803042,20.6990082233709,23.419317957528
