
Call:  glmnet(x = x, y = y, alpha = 0.2, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 2.77800
2   1 0.00610 2.53100
3   1 0.01190 2.30600
4   2 0.01798 2.10200
5   6 0.02938 1.91500
6   8 0.04156 1.74500
7   9 0.05251 1.59000
8  10 0.06409 1.44900
9  10 0.07492 1.32000
10 11 0.08502 1.20300
11 11 0.09441 1.09600
12 14 0.10520 0.99840
13 16 0.11830 0.90970
14 17 0.13210 0.82890
15 20 0.14600 0.75530
16 24 0.16250 0.68820
17 26 0.17880 0.62700
18 29 0.19600 0.57130
19 31 0.21220 0.52060
20 31 0.22690 0.47430
21 32 0.24010 0.43220
22 32 0.25190 0.39380
23 33 0.26230 0.35880
24 33 0.27150 0.32690
25 33 0.27940 0.29790
26 33 0.28640 0.27140
27 33 0.29240 0.24730
28 33 0.29750 0.22530
29 33 0.30200 0.20530
30 33 0.30580 0.18710
31 33 0.30910 0.17050
32 33 0.31200 0.15530
33 33 0.31440 0.14150
34 33 0.31640 0.12900
35 33 0.31820 0.11750
36 33 0.31960 0.10710
37 32 0.32090 0.09755
38 32 0.32200 0.08888
39 32 0.32290 0.08099
40 32 0.32360 0.07379
41 31 0.32430 0.06724
42 31 0.32480 0.06126
43 31 0.32530 0.05582
44 31 0.32560 0.05086
45 31 0.32590 0.04634
46 31 0.32620 0.04223
47 31 0.32640 0.03847
48 31 0.32660 0.03506
49 31 0.32680 0.03194
50 31 0.32690 0.02910
51 31 0.32700 0.02652
52 31 0.32710 0.02416
53 31 0.32720 0.02202
54 31 0.32730 0.02006
55 31 0.32730 0.01828
56 31 0.32730 0.01665
57 31 0.32740 0.01518
58 31 0.32740 0.01383
59 31 0.32740 0.01260
60 32 0.32750 0.01148
61 32 0.32750 0.01046
62 32 0.32750 0.00953
63 32 0.32750 0.00868
64 32 0.32760 0.00791
65 32 0.32760 0.00721
66 32 0.32760 0.00657
67 32 0.32760 0.00598
68 32 0.32760 0.00545
69 32 0.32760 0.00497
70 32 0.32770 0.00453
71 32 0.32770 0.00413
72 32 0.32770 0.00376
73 32 0.32770 0.00342
74 32 0.32770 0.00312
75 32 0.32770 0.00284
76 32 0.32770 0.00259
77 32 0.32770 0.00236
