
Call:  glmnet(x = x, y = y, alpha = 0.95, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 0.39430
2   2 0.00539 0.35920
3   3 0.01581 0.32730
4   3 0.02780 0.29830
5   4 0.03917 0.27180
6   6 0.05149 0.24760
7  17 0.06679 0.22560
8  21 0.08571 0.20560
9  22 0.10770 0.18730
10 31 0.12820 0.17070
11 34 0.14730 0.15550
12 36 0.16550 0.14170
13 38 0.18220 0.12910
14 41 0.19690 0.11760
15 42 0.21340 0.10720
16 43 0.22760 0.09766
17 46 0.24230 0.08899
18 47 0.25800 0.08108
19 49 0.27170 0.07388
20 52 0.28450 0.06732
21 56 0.29750 0.06134
22 56 0.31000 0.05589
23 59 0.32230 0.05092
24 60 0.33320 0.04640
25 63 0.34410 0.04228
26 64 0.35430 0.03852
27 66 0.36310 0.03510
28 67 0.37080 0.03198
29 69 0.37750 0.02914
30 70 0.38320 0.02655
31 73 0.38800 0.02419
32 74 0.39220 0.02204
33 74 0.39560 0.02008
34 74 0.39840 0.01830
35 74 0.40100 0.01667
36 77 0.40330 0.01519
37 77 0.40600 0.01384
38 78 0.40820 0.01261
39 79 0.41020 0.01149
40 79 0.41180 0.01047
41 80 0.41320 0.00954
42 80 0.41430 0.00869
43 81 0.41530 0.00792
44 81 0.41630 0.00722
45 81 0.41700 0.00658
46 81 0.41770 0.00599
47 81 0.41820 0.00546
48 81 0.41860 0.00498
49 81 0.41900 0.00453
50 81 0.41930 0.00413
51 81 0.41960 0.00376
52 81 0.41980 0.00343
53 82 0.41990 0.00312
54 82 0.42010 0.00285
55 83 0.42020 0.00259
56 83 0.42030 0.00236
57 83 0.42040 0.00215
58 83 0.42050 0.00196
59 83 0.42060 0.00179
60 84 0.42070 0.00163
61 84 0.42070 0.00148
62 84 0.42080 0.00135
63 84 0.42080 0.00123
64 84 0.42080 0.00112
65 84 0.42090 0.00102
66 84 0.42090 0.00093
67 84 0.42090 0.00085
68 84 0.42090 0.00077
69 84 0.42090 0.00071
70 84 0.42100 0.00064
71 84 0.42100 0.00059
72 84 0.42100 0.00053
73 84 0.42100 0.00049
74 84 0.42100 0.00044
75 84 0.42100 0.00040
76 84 0.42100 0.00037
77 84 0.42100 0.00034
