IC50,Cancer,Drug,From_Sanger,Fingerprint_826,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_797,Fingerprint_791,Fingerprint_776,Fingerprint_714,Fingerprint_710,Fingerprint_697,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_673,Fingerprint_667,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_363,GO_0030336_EXP,EXP_IRAK3,EXP_BRD4,PKA_137_POL_X_Fingerprint_576,EXP_BRD4_X_EXP_MYC,EXP_BRD4_X_EXP_NUMA1,EXP_IRAK3_X_EXP_IL1RAP,EXP_MAP2K7_X_EXP_PIK3CG,Predicted IC50,Validation
4.382175,1240212,231,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1566702035,5.687384494,0,53.078990442,35.290054041,11.791803995,13.040814464,4.9174756014,10
5.311457,1298134,231,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,4.9582384572,1
0.696496,687505,235,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,-0.204997876,5
4.864941,687506,235,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,3.8209240701,2
5.079266,724839,235,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3.9570779615,5.4131136837,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,4.0861575283,4
-0.896322,906824,235,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,-0.273756918,10
1.336834,906843,235,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,1.6597570233,5
0.517151,907068,235,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,0.4381219937,6
3.187693,930297,235,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,3.2842801089,2
5.800311,930298,235,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,5.495002856,6
-0.148069,1240212,235,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3.1566702035,5.687384494,0.3,53.078990442,35.290054041,11.791803995,13.040814464,-0.08755477,3
2.071781,1298134,235,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,3.6072165914,1
1.925701,687505,249,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,0.9948121125,7
3.324424,687506,249,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,2.6151085578,2
4.497147,724839,249,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.9570779615,5.4131136837,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.1725612736,10
1.958724,906824,249,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,0.7369265737,5
2.795553,906843,249,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,1.2192787993,5
3.263175,907068,249,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,1.6671568598,10
4.864037,930297,249,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,4.6290004052,5
5.163415,930298,249,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,4.9056131473,2
3.480735,1240212,249,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.1566702035,5.687384494,0.3,53.078990442,35.290054041,11.791803995,13.040814464,1.7838949156,10
3.469256,1298134,249,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,1.9507164307,7
0.276822,687505,252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,-0.724411198,6
1.015192,687506,252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,1.5874140832,2
1.370579,724839,252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3.9570779615,5.4131136837,0,46.246534785,32.952153584,15.868346125,12.638631606,1.6393768055,7
-2.22532,906824,252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,-0.798644266,9
0.377577,906843,252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,0.436884893,9
-0.089927,907068,252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,0.0647752454,5
1.678907,930297,252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,1.8916064004,2
4.100019,930298,252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,3.8660517671,4
0.810185,1240212,252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3.1566702035,5.687384494,0,53.078990442,35.290054041,11.791803995,13.040814464,0.0861463542,7
2.321603,1298134,252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,1.5582631328,9
4.334853,687505,253,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,3.7162550395,8
4.821655,687506,253,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,5.4764991411,8
5.396179,724839,253,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3.9570779615,5.4131136837,0,46.246534785,32.952153584,15.868346125,12.638631606,5.5270554603,9
4.04043,906824,253,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,3.0577479629,1
4.59692,906843,253,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,4.069280397,10
4.759438,907068,253,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,4.697870691,10
5.500664,930297,253,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,5.7459836491,2
5.697915,930298,253,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,5.8339149891,8
4.678239,1240212,253,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3.1566702035,5.687384494,0,53.078990442,35.290054041,11.791803995,13.040814464,4.9630428324,8
4.497934,1298134,253,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,5.0370832388,9
1.470769,687505,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.2332301054,9
2.929906,687506,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,3.0227608773,5
3.197839,724839,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3.9570779615,5.4131136837,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.1822164222,4
1.610065,906824,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,0.8543077234,9
1.954111,906843,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,2.0963918613,10
1.911597,907068,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,1.4629282876,6
3.272797,930297,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,3.1783547643,6
3.60555,930298,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,3.1722610104,10
2.194967,1240212,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3.1566702035,5.687384494,0.3,53.078990442,35.290054041,11.791803995,13.040814464,1.1736453583,4
2.099911,1298134,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6594574096,3
2.959906,687505,255,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,2.9303001156,4
4.573243,687506,255,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,4.635541399,9
4.817501,724839,255,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.9570779615,5.4131136837,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,5.0590113818,6
3.242597,906824,255,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,3.5422910039,8
3.839662,906843,255,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,4.1542630752,2
4.067804,907068,255,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,4.2684286794,10
5.52357,930297,255,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,5.1085623065,1
5.868885,930298,255,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,5.3891613509,7
4.57876,1240212,255,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.1566702035,5.687384494,0.3,53.078990442,35.290054041,11.791803995,13.040814464,4.3141343001,6
4.216919,1298134,255,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,4.3729466015,2
1.404236,687505,256,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.6626083525,3
2.472988,687506,256,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,2.7086063084,10
4.578171,724839,256,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3.9570779615,5.4131136837,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,4.4038917573,10
-1.096501,906824,256,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,-0.554309001,4
2.259894,906843,256,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,1.5647127419,4
2.330333,907068,256,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,2.2869919434,6
5.459423,930297,256,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,4.8114851969,5
5.805217,930298,256,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,5.2421332763,2
1.938276,1240212,256,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3.1566702035,5.687384494,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.0785337062,3
2.212715,1298134,256,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,2.1534473158,10
-0.47973,687505,257,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,-0.09374756,9
4.100347,687506,257,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,4.2119121914,9
5.440323,724839,257,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,3.9570779615,5.4131136837,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,5.0403355236,2
1.388782,906824,257,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,1.3111115647,10
2.99413,906843,257,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,2.6923052581,5
2.951559,907068,257,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,3.0820594157,7
5.120547,930297,257,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,5.0585210842,4
5.648715,930298,257,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,5.3684368098,3
3.39404,1240212,257,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,3.1566702035,5.687384494,0.3,53.078990442,35.290054041,11.791803995,13.040814464,3.1044092296,5
3.181451,1298134,257,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,3.7711364276,9
0.811769,687505,260,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,2.2050818139,5
4.359693,687506,260,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,3.8716527872,5
4.52394,724839,260,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3.9570779615,5.4131136837,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,4.6870551764,4
1.404209,906824,260,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,1.2629338371,10
3.150963,906843,260,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,3.0030081091,5
4.067161,907068,260,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,4.002380776,10
5.570075,930297,260,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,5.99243755,7
5.915514,930298,260,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,5.8921742125,6
3.983886,1240212,260,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3.1566702035,5.687384494,0.3,53.078990442,35.290054041,11.791803995,13.040814464,3.4230963731,7
4.251633,1298134,260,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,3.3803067509,1
1.70409,687505,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,2.2634767069,9
4.427094,687506,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,4.0476950218,4
4.380206,724839,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,3.9570779615,5.4131136837,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,4.4194372445,8
3.418096,906824,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,2.757065606,9
3.069125,906843,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,3.2467050245,5
3.408427,907068,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,3.4282685352,3
4.806373,930297,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,5.4942112999,2
5.148687,930298,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,5.2214045576,10
3.660117,1240212,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,3.1566702035,5.687384494,0.3,53.078990442,35.290054041,11.791803995,13.040814464,3.8983567951,10
3.947516,1298134,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,3.9770520288,7
4.595929,687505,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,4.4261768419,8
5.720403,687506,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,4.6815219355,8
6.098093,724839,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3.9570779615,5.4131136837,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,6.8705917724,2
4.795585,906824,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,4.2848703922,9
5.133064,906843,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,4.4415301655,6
5.658339,907068,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,4.4882565863,5
6.244813,930297,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,6.8859237894,6
6.404314,930298,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,7.086736511,1
5.446167,1240212,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3.1566702035,5.687384494,0.3,53.078990442,35.290054041,11.791803995,13.040814464,4.4900606352,3
5.352655,1298134,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,4.5349874339,3
