IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_803,Fingerprint_801,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_687,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,MUT_EIF2AK1,REC_R_HSA_450346,REC_R_HSA_450346_EXP,PWY_R_HSA_1852241_EXP,PWY_R_HSA_453279,GO_0007223,GO_0007399_CSV,GO_0016572,GO_0019933_EXP,GO_0030509_EXP,GO_0032147_CSV,GO_0050766_CSV,GO_0071560,SFAM_DYRK1_EXP,SFAM_RIPK_EXP,CLS_Histology_subtype_1_astrocytoma_Grade_III,EXP_CLK4,EXP_TRPM7,EXP_TBK1,EXP_MAPK1,EXP_GRK1,EXP_STRADB,EXP_MAP3K20,EXP_CAMK1,PKA_117_X_Fingerprint_696,PKA_134_ENG_X_Fingerprint_696,PKA_134_HYD_X_Fingerprint_644,PKA_134_VOL_X_Fingerprint_696,PKA_140_B62_X_Fingerprint_644,PKA_68_HYD_X_Fingerprint_698,PKA_77_ASA_X_Fingerprint_611,PKA_84_ASA_X_Fingerprint_812,PKA_84_POL_X_Fingerprint_812,EXP_DCLK2_X_EXP_ASF1B,EXP_EIF2AK3_X_EXP_PPP1CB,EXP_LCK_X_EXP_CD28,EXP_LCK_X_EXP_CD4,EXP_TBK1_X_EXP_IFIH1,REC_R_HSA_3928578_EXP_X_REC_R_HSA_6802932_EXP,PWY_R_HSA_162582_EXP_X_PWY_R_HSA_453274_EXP,PWY_R_HSA_3371571_EXP_X_PWY_R_HSA_983705_EXP,PWY_R_HSA_453279_EXP_X_PWY_R_HSA_76002_EXP,GO_0000165_EXP_X_GO_0016310_EXP,GO_0007050_X_GO_0043066,GO_0010628_X_GO_0045087,GO_0043123_X_GO_0048013,Predicted IC50,Validation
5.469011,908450,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712379,0,0,0,0,0,0,0,0,1,5.1292209704,5.8901845604,7.7419421927,6.5917998766,2.9783107685,3.954212381,7.5303543727,5.3552640353,0,0,0,0,0,0,0,0,0,21.044790683,24.637107585,8.5028663885,8.5983239234,36.107810818,0,0,0,0,0,0,0,0,5.2531596313,3
0.773571,910943,1024,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.72681,0,0,0,0,3.8483642562,4.7001114309,7.8004418666,6.0832370278,2.8869296733,3.9269541253,8.1174957148,4.8253287625,0,0,0,0,0,0,0,0,0,23.851933776,20.439007885,7.9009323488,8.0314786113,34.355326371,0,91.373689263,0,0,0,1,0,0,0.4566031224,4
1.617655,687586,273,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5149350659,5.3078565402,7.857592949,6.1681636972,3.1171416975,3.3545893108,8.0390842491,3.2468709341,0,0,0,0,0,0,0,0,0,21.677280656,21.857372426,8.7081029419,8.9449165928,37.715234625,0,0,0,0,0,0,0,0,0.6870657241,9
5.552477,924188,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,4.9075863362,0,0,0.769396,0,0,0,0,0,0,0,0,0,4.4295652856,5.2364259703,8.1483868123,5.3056727491,2.848252312,3.8362248928,6.4804140972,4.0234781409,0,0,0,0,0,0,0,0,0,15.893340105,32.380360637,8.0740066972,8.1576893828,37.098102629,0,0,0,0,0,2,1,0,4.658845607,1
2.057765,946368,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3.0915891149,0,0,0.696305,0,0,0,0,0,0,0,0,0,4.0095390564,4.4778692106,7.4312544911,5.7419292928,2.9543864016,4.3998688552,8.0498191988,5.0632794568,0,0,0,0,0,0,0,0,0,23.346620329,21.031834333,8.9335275302,8.8905052377,39.801265332,0,0,0,0,0,0,0,0,0.752131024,7
-0.122365,909248,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4.0468439365,0,0,0,0,0,0,5.0391210645,4.4861731387,7.7641633609,5.7520780523,2.9683502971,3.2480024937,5.882834465,3.457638413,0,0,0,0,1,0,0,0,0,14.460291988,22.921941751,8.3280631236,8.8869799005,36.50923862,20.419981494,0,0,0,0,0,0,0,0.2484442463,3
5.393874,909750,345,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.9867152863,0,0,0,0,0,0,0,0,0,0,0,1,4.3417831074,4.754243049,7.8064998787,6.1663791643,2.9031749992,3.7356377553,7.1192666573,4.0924136484,1,4.015,0,-60.4,0,0,0,-18,-0.1,25.110111506,28.722067653,7.7557263929,8.257688959,39.462848336,0,97.266525217,0,0,0,0,0,0,5.1502462932,7
3.412446,909750,1015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.9867152863,0,0,0,0,0,0,0,0,0,0,0,1,4.3417831074,4.754243049,7.8064998787,6.1663791643,2.9031749992,3.7356377553,7.1192666573,4.0924136484,0,0,0,0,0,0,0,0,0,25.110111506,28.722067653,7.7557263929,8.257688959,39.462848336,0,97.266525217,0,0,0,0,0,0,3.4802738853,8
6.485642,910943,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.72681,0,0,0,0,3.8483642562,4.7001114309,7.8004418666,6.0832370278,2.8869296733,3.9269541253,8.1174957148,4.8253287625,0,0,0,0,0,0,0,0,0,23.851933776,20.439007885,7.9009323488,8.0314786113,34.355326371,0,91.373689263,0,0,0,1,0,0,5.562083474,6
1.621659,906873,1046,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.805194,0,0,3.4878887706,0,4.3144692412,6.096351016,7.1694070997,5.5610419722,2.8846083986,3.3511229259,6.5742920155,4.4619076587,0,0,0,0,0,0,0,0,0,18.311952087,27.202713632,8.3888103807,8.4103287357,37.177382885,0,0,0,0,0,0,0,0,1.0622183314,6
1.014411,908449,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.839240409,5.5845176937,8.309806524,5.969713562,3.3308376491,4.1791224445,6.4332037333,4.0456710481,0,0,0,0,0,0,0,0,0,12.954006971,22.004940641,8.3215442548,8.5810513143,41.941436497,0,27.78562383,0,0,0,0,0,0,2.2477262862,10
4.239002,910943,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.72681,0,0,0,0,3.8483642562,4.7001114309,7.8004418666,6.0832370278,2.8869296733,3.9269541253,8.1174957148,4.8253287625,0,0,0,0,0,0,0,0,0,23.851933776,20.439007885,7.9009323488,8.0314786113,34.355326371,0,91.373689263,0,0,0,1,0,0,4.1279088094,4
3.506723,946368,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3.0915891149,0,0,0.696305,0,0,0,0,0,0,0,0,0,4.0095390564,4.4778692106,7.4312544911,5.7419292928,2.9543864016,4.3998688552,8.0498191988,5.0632794568,0,0,0,0,0,0,0,0,0,23.346620329,21.031834333,8.9335275302,8.8905052377,39.801265332,0,0,0,0,0,0,0,0,3.8070146704,3
4.511654,946377,293,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.672077,0,0,3.0262863799,0,0,4.3793767634,5.8756392871,7.6484599508,6.0366672133,3.2053045777,4.0393560152,6.8554667596,3.3685413101,0,0,0,0,0,0,0,0,0,14.90076139,19.46536798,8.6977569289,8.8468164857,34.221381563,0,0,0,28.786353202,0,0,0,0,2.9772341339,2
2.201465,907282,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1280428502,5.8261591059,7.9493103045,6.9728085922,2.8178618782,3.8912923838,5.9523606566,4.0247754244,0,0,0,0,0,0,0,0,0,25.273460129,43.175854252,8.5440016297,8.9158147933,37.165121292,0,0,0,0,0,0,0,0,2.5517937072,2
2.076638,687586,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5149350659,5.3078565402,7.857592949,6.1681636972,3.1171416975,3.3545893108,8.0390842491,3.2468709341,0,0,0,0,0,0,0,0,0,21.677280656,21.857372426,8.7081029419,8.9449165928,37.715234625,0,0,0,0,0,0,0,0,2.7264722145,7
3.973965,908450,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.712379,0,0,0,0,0,0,0,0,1,5.1292209704,5.8901845604,7.7419421927,6.5917998766,2.9783107685,3.954212381,7.5303543727,5.3552640353,0,0,0,0,0,0,0,0,0,21.044790683,24.637107585,8.5028663885,8.5983239234,36.107810818,0,0,0,0,0,0,0,0,3.0370657932,2
3.712211,908449,257,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.839240409,5.5845176937,8.309806524,5.969713562,3.3308376491,4.1791224445,6.4332037333,4.0456710481,0,0,0,0,0,0,0,0,0,12.954006971,22.004940641,8.3215442548,8.5810513143,41.941436497,0,27.78562383,0,0,0,0,0,0,1.7564821223,8
2.103858,687592,329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.73774058,6.5441148976,0,0,1,0,0,0,4.3730766981,5.3187489124,8.1150201292,5.5372527195,3.0707037783,3.6235158572,6.2656595716,4.1474409069,0,0,0,0,0,0,0,0,0,14.303940046,22.374267814,8.3669444554,8.6135433087,35.440464572,28.429475277,0,0,0,0,0,0,0,3.7116977925,4
3.510624,910933,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0587348028,0,0,0,0,0,0,4.1127463055,4.9250980132,8.3192366905,6.342337264,3.3214172569,3.2056703386,6.1644402833,5.6402100168,0,0,0,0,0,0,0,0,0,20.45602533,12.38496891,9.2890397554,9.3281378972,33.352077626,11.890406449,0,0,0,10.105296652,0,0,0,2.4082543818,8
3.851541,907282,1129,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1280428502,5.8261591059,7.9493103045,6.9728085922,2.8178618782,3.8912923838,5.9523606566,4.0247754244,0,0,0,0,0,0,0,0,0,25.273460129,43.175854252,8.5440016297,8.9158147933,37.165121292,0,0,0,0,0,0,0,0,4.430018322,8
0.668958,946377,1242,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.672077,0,0,3.0262863799,0,0,4.3793767634,5.8756392871,7.6484599508,6.0366672133,3.2053045777,4.0393560152,6.8554667596,3.3685413101,0,0,0,0,0,0,0,0,0,14.90076139,19.46536798,8.6977569289,8.8468164857,34.221381563,0,0,0,28.786353202,0,0,0,0,0.018399405,1
0.570403,908452,158,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.5457412729,0,0,0.666601,0,0,0,0,0,0,0,0,1,4.4993487387,4.9189899974,7.5756339912,5.9998077867,2.9131212887,3.5110666904,7.1027673478,3.6626675086,0,0,0,0,0,0,0,0,0,20.062543474,32.869492525,8.9728545112,8.8556230524,38.379785389,0,89.519632018,18.364533287,0,0,0,0,0,1.4738985819,4
2.852972,909248,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4.0468439365,0,0,0,0,0,0,5.0391210645,4.4861731387,7.7641633609,5.7520780523,2.9683502971,3.2480024937,5.882834465,3.457638413,0,0,0,0,0,0,0,0,0,14.460291988,22.921941751,8.3280631236,8.8869799005,36.50923862,20.419981494,0,0,0,0,0,0,0,3.7275200965,10
0.814443,910933,1010,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0587348028,0,0,0,0,0,0,4.1127463055,4.9250980132,8.3192366905,6.342337264,3.3214172569,3.2056703386,6.1644402833,5.6402100168,0,0,0,0,0,0,0,0,0,20.45602533,12.38496891,9.2890397554,9.3281378972,33.352077626,11.890406449,0,0,0,10.105296652,0,0,0,1.7460015988,8
3.858916,908452,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.5457412729,0,0,0.666601,0,0,0,0,0,0,0,0,1,4.4993487387,4.9189899974,7.5756339912,5.9998077867,2.9131212887,3.5110666904,7.1027673478,3.6626675086,0,0,0,0,0,0,0,0,0,20.062543474,32.869492525,8.9728545112,8.8556230524,38.379785389,0,89.519632018,18.364533287,0,0,0,0,0,3.2383061183,7
4.073631,687561,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0453864868,5.4626132047,7.4087959117,5.8810701538,3.1278824424,3.334167248,7.5357501213,3.4477116599,0,0,0,0,0,0,0,0,0,21.52206285,24.443152673,8.7009758297,8.8522544676,33.855985739,0,0,0,0,0,0,0,0,4.0217912348,1
4.435475,687586,1043,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5149350659,5.3078565402,7.857592949,6.1681636972,3.1171416975,3.3545893108,8.0390842491,3.2468709341,0,0,0,0,0,0,0,0,0,21.677280656,21.857372426,8.7081029419,8.9449165928,37.715234625,0,0,0,0,0,0,0,0,4.0610472683,10
2.511335,908449,1046,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.839240409,5.5845176937,8.309806524,5.969713562,3.3308376491,4.1791224445,6.4332037333,4.0456710481,0,0,0,0,0,0,0,0,0,12.954006971,22.004940641,8.3215442548,8.5810513143,41.941436497,0,27.78562383,0,0,0,0,0,0,2.6446624684,4
1.685678,687588,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9476237841,5.0656054895,7.8409733602,6.4919641171,2.8489801416,3.9371839958,7.1272342756,4.8933458042,0,0,0,0,0,0,0,0,0,21.390899024,27.047008402,7.87329978,8.2570608887,35.731593644,0,0,21.283260973,0,0,1,1,0,2.6492689164,8
2.242329,687588,199,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9476237841,5.0656054895,7.8409733602,6.4919641171,2.8489801416,3.9371839958,7.1272342756,4.8933458042,0,0,0,0,0,0,0,0,0,21.390899024,27.047008402,7.87329978,8.2570608887,35.731593644,0,0,21.283260973,0,0,1,1,0,3.3553900178,6
2.447993,687588,1038,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9476237841,5.0656054895,7.8409733602,6.4919641171,2.8489801416,3.9371839958,7.1272342756,4.8933458042,0,0,0,0,0,0,0,0,0,21.390899024,27.047008402,7.87329978,8.2570608887,35.731593644,0,0,21.283260973,0,0,1,1,0,2.8494882386,5
-1.241195,687586,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5149350659,5.3078565402,7.857592949,6.1681636972,3.1171416975,3.3545893108,8.0390842491,3.2468709341,0,0,0,0,0,0,0,0,0,21.677280656,21.857372426,8.7081029419,8.9449165928,37.715234625,0,0,0,0,0,0,0,0,-0.553868049,4
3.614616,924188,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,4.9075863362,0,0,0.769396,0,0,0,0,0,0,0,0,0,4.4295652856,5.2364259703,8.1483868123,5.3056727491,2.848252312,3.8362248928,6.4804140972,4.0234781409,0,0,0,0,0,0,0,0,0,15.893340105,32.380360637,8.0740066972,8.1576893828,37.098102629,0,0,0,0,0,2,1,0,3.0838891915,3
3.746622,908449,1164,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.839240409,5.5845176937,8.309806524,5.969713562,3.3308376491,4.1791224445,6.4332037333,4.0456710481,0,0,0,0,0,0,0,0,0,12.954006971,22.004940641,8.3215442548,8.5810513143,41.941436497,0,27.78562383,0,0,0,0,0,0,3.8252503965,4
3.107578,910933,1021,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0587348028,0,0,0,0,0,0,4.1127463055,4.9250980132,8.3192366905,6.342337264,3.3214172569,3.2056703386,6.1644402833,5.6402100168,0,0,0,0,0,0,0,0,0,20.45602533,12.38496891,9.2890397554,9.3281378972,33.352077626,11.890406449,0,0,0,10.105296652,0,0,0,2.923960879,5
2.984961,687568,1023,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3.1547359808,0.818245,0,0,0,0,0,4.7046616209,5.6015964486,7.8927871773,6.0508561743,2.8993864896,3.236506467,5.3569275336,3.2312998861,0,0,0,0,0,0,0,0,0,17.393316488,27.820818912,8.7738593924,8.8318622837,42.753601842,0,0,0,0,0,0,0,0,2.4285613648,1
3.21148,909729,253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.3797405034,0,0,0,0,0,0,0,0,0,0,2.9604286614,0,4.3544099183,4.9546442059,7.8138215976,6.3264234391,3.0707204422,3.7216826223,6.6231288218,3.2755375363,0,0,0,0,0,0,0,0,0,16.940722583,26.714247792,8.2264331753,8.5647848003,34.465396668,0,126.64991015,0,0,0,0,0,0,4.5121288861,3
4.013188,905986,345,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.555755,0,1,3.036594033,0,0,4.2943515326,5.505058676,8.1727971111,6.1654818158,2.9199922247,3.8015779062,7.2566537681,4.0502732917,0,0,0,0,0,0,0,0,0,18.858966761,23.996197251,8.8118907301,8.9799787474,32.047702784,0,0,0,22.771802083,0,0,0,1,4.3413522897,10
4.387654,1240169,1043,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2943031082,5.0971170882,8.44508366,6.000005161,2.9912327119,3.6732508673,6.3528705465,4.5713823997,0,0,0,0,0,0,0,0,0,19.231088572,19.271268453,8.2304192971,8.1412189943,35.352948684,0,150.47389451,0,0,0,2,1,0,4.6965613095,8
3.423254,906833,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.679235953,0,0,0,0,0,4.4411923416,0,0.84912,0,1,0,0,0,4.2300184653,5.6065045969,8.6558516792,6.1442379122,3.0249907232,3.1440226295,6.042973696,3.8043706507,0,0,0,0,0,0,0,0,0,23.59702775,24.212315062,8.4301341594,8.2641993183,48.278314745,0,0,0,0,0,0,0,0,3.2928254418,5
1.345613,908449,38,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.839240409,5.5845176937,8.309806524,5.969713562,3.3308376491,4.1791224445,6.4332037333,4.0456710481,0,0,0,0,0,0,0,0,0,12.954006971,22.004940641,8.3215442548,8.5810513143,41.941436497,0,27.78562383,0,0,0,0,0,0,1.9030030868,2
2.473553,687588,159,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9476237841,5.0656054895,7.8409733602,6.4919641171,2.8489801416,3.9371839958,7.1272342756,4.8933458042,0,0,0,0,0,0,0,0,0,21.390899024,27.047008402,7.87329978,8.2570608887,35.731593644,0,0,21.283260973,0,0,1,1,0,1.0200445401,10
