IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_801,Fingerprint_799,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_785,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_707,Fingerprint_704,Fingerprint_702,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_672,Fingerprint_658,Fingerprint_656,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_643,Fingerprint_635,Fingerprint_617,Fingerprint_611,Fingerprint_363,PKA_125,PKA_125_B62,PKA_125_CSV,PKA_125_VOL,PKA_169,PKA_169_ASA,PKA_169_CSV,PKA_169_ENG,PKA_169_EXP,PKA_169_HYD,PKA_169_POL,PKA_169_VOL,PKA_188_ASA,PKA_188_CSV,PKA_188_ENG,PKA_188_EXP,PKA_188_POL,PKA_188_VOL,PKA_208,PKA_208_CHA,PKA_208_CSV,MOT_2D_linker_CSV,SDOM_subdomainVIb,SDOM_subdomainVIb_CSV,MUT_ADCK1_EXP,MUT_ALPK1,MUT_CDK12_EXP,MUT_CDKL5_CSV,MUT_CDKL5_EXP,MUT_SIK2_EXP,MUT_TNK2,MUT_TNK2_EXP,REC_R_HSA_194922_EXP,PWY_R_HSA_2454202_CSV,PWY_R_HSA_5339562_EXP,PWY_R_HSA_9006934_CSV,PWY_R_HSA_913531,GO_0001764_CSV,GO_0007257_CSV,GO_0019722_CSV,GO_0043068_CSV,GO_0043366,GO_0043366_CSV,GO_0043366_EXP,GO_0043547_CSV,GO_0045765_EXP,GO_0050731_CSV,GO_0050772,GO_0050772_EXP,GO_0070372_EXP,SFAM_CDKL_EXP,SFAM_Lmr,SFAM_QIK,EXP_FAM198B,EXP_DCLK2,EXP_CDK9,EXP_MINK1,EXP_LIMK2,EXP_BRD2,EXP_PRKD1,EXP_STK24,EXP_PRKCA,EXP_PRKD3,EXP_CDK4,EXP_MARK2,EXP_TGFBR2,EXP_OXSR1,EXP_ANKK1,EXP_EPHA6,EXP_WNK4,EXP_TRIB3
1.839307,753570,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.481348596,2.776803855,6.439867528,4.564644506,7.192544724,8.018515134,2.667969312,4.957495358,3.927222873,5.742534892,9.40439683,4.382033716,5.575992936,6.596045485,2.921413023,2.799898823,3.055174929,6.317615456
2.19148,753583,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.788054,3.492040199,0,0,0,0,0,0,0,0,0,2.801726795,2.848393959,5.41148683,4.488503724,3.72206219,8.127704289,2.87224602,4.509401308,3.855619199,4.796078888,9.7913958,3.673686317,3.749285454,6.896887878,3.112513554,2.82908722,3.036758232,5.909925262
2.470322,906863,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.799173381,0,0,0,3.178629087,2.797151678,5.16210206,4.653623069,4.993299092,8.173264338,5.289708133,5.072502091,3.861007285,5.086136817,9.286589141,3.601656366,5.277405539,6.692165558,3.008884681,3.050377188,3.40965556,5.707621969
1.616399,907059,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.803779,3.803225531,0,0,0,0,0,0,0,0,0,3.979006597,2.753332987,5.49856137,4.684720681,7.283301862,7.988082872,3.50608895,4.902662131,3.442014092,6.065291279,8.551182683,3.674453365,6.583970748,6.215380625,2.919642893,2.927311404,2.96890919,5.112345497
0.135764,907061,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.475084,0,0,0,0,0,0,0,0,0,0,8.64483377,0,1,0,0,0,0,0,0,0,0,0,0.783698,1,8.64483377,0,0,0,0,3.713694115,2.976778776,5.765675649,4.985820562,5.281069762,8.450228317,2.814416805,5.904803033,3.824616106,5.984083926,8.15640074,4.233112516,5.384435933,6.412048527,3.040876898,2.891160175,2.94400367,6.300997769
3.046164,907062,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.420242584,3.141673458,5.32655412,4.457790505,5.025376837,7.660456777,5.823407528,5.01001681,3.755257621,6.165421846,8.372937608,3.60986747,5.444838798,6.335184502,2.910981652,2.835199081,2.963208538,6.193587748
2.490939,909700,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.348075439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.370766194,0,0,0,0,2.804400621,2.936360082,5.026063824,4.195946969,4.275684889,8.465631122,3.517717209,4.902570093,3.538524755,5.78567272,8.376454782,3.545562306,3.63331889,6.520002571,3.1094242,3.003136002,3.087751672,5.979573267
2.265091,909708,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.946249544,2.97886925,5.425551034,4.615180337,4.556794575,8.524234614,3.032642329,6.568029038,3.589511681,4.847887419,9.144084573,3.866028127,5.447478234,6.345032652,3.107652128,2.931756166,3.078935016,8.313416239
2.114214,909709,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.47125645,2.759645593,5.620805178,4.737510844,6.304677264,8.027539796,3.020249486,5.226887707,4.009316119,5.452017485,7.892882418,3.999960696,5.471974888,7.000150732,3.216528096,2.930283233,2.967875137,6.956282846
2.114915,910701,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.454642033,2.736915582,6.39295656,4.814405149,6.457106034,8.794562552,3.677261634,5.20809058,4.166612638,5.660407363,7.425723241,3.801854159,4.538994965,6.214674443,3.307716884,2.794380685,3.306862452,6.069995047
1.987693,910904,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763653,0.763653,0,0,0,0,6.408547045,0,0,0,6.408547045,0,0,0,3.484199698,2.86053211,5.51936273,4.25994145,6.277677292,7.742765073,3.750630151,5.936428309,3.611783151,4.543819935,9.059040412,3.937313628,5.557581795,6.065022384,2.835528413,2.974625796,2.934898995,7.79811019
3.072455,910911,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.463593894,0,0,0,0,0,0.83012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.107482824,2.760311557,5.904613016,4.657239859,5.636305041,7.971932976,3.044208725,5.692182663,3.866109044,5.453373595,7.504647045,3.901756652,4.476833591,6.287513982,2.889930526,2.898494734,3.091708073,6.230899018
2.230877,910916,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84289,0,0,0,0,0,0,0,0,0,0,1.690032,0,0,2.770291295,0,0,0,3.675493369,2.805010174,6.065925154,4.728053778,6.264164014,7.805111587,2.85897149,5.131316803,3.402718092,5.242497052,7.733026998,4.446666087,4.935630125,5.884044357,3.343102843,2.832448984,3.001894738,7.024789021
2.32523,1240121,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726471,0,0,0,0,0,0,0,0,0,0,0,0,0,3.042007053,2.993899231,5.751612191,4.947891633,5.872549955,8.394714891,2.880875364,5.776631824,3.509353938,5.142051273,7.901559479,3.810903182,3.900111276,6.659562842,3.204383743,2.852011305,3.380330758,6.715393303
-0.929608,1240122,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.413231614,2.87983128,5.525705087,4.972956619,4.910404237,7.617413909,2.784583086,4.8852472,3.898984037,5.470567685,9.438862213,4.012478441,5.094920386,6.757106777,2.882428966,2.897057732,2.779421412,6.884971872
2.009238,1240140,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.255382455,0.692127,1,0,0,0,0,0,0,0,0,0,0.692127,1,9.255382455,0,0,0,0,3.163407775,2.807337143,5.481818489,4.69793628,7.242212989,8.115085499,3.48902675,5.477544945,3.356576253,5.210099811,7.924613676,3.515659054,3.670624238,5.821480302,3.082683243,2.903650628,3.072060993,4.924896286
2.25211,1240161,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.031127148,2.779925756,6.699251109,4.465130298,5.98780245,7.876608111,2.886546249,6.302151017,3.988836789,5.171036656,7.910241301,3.829136641,5.039106326,6.032676402,3.352621656,2.911096068,3.192517593,7.264989656
2.759288,1240162,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.006833325,2.776088586,5.541632638,4.518150372,4.719366117,8.212923536,3.643874554,5.016717305,3.656357979,5.32933052,8.982105781,3.714109245,5.21570232,7.259825799,2.837354174,3.133875856,2.942976882,5.209902692
2.681523,1240196,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.188792947,2.80815556,5.709458182,4.668293395,4.903445212,6.998531311,2.769352136,4.830563165,4.133511822,5.886076711,9.220165405,3.838444562,6.202702186,6.200337764,3.04030698,2.811524122,2.974235358,6.710199973
2.602672,1240204,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.276378176,2.768481012,5.052453527,4.731035206,6.099589423,7.487804652,3.580703165,5.037326077,4.32256809,5.838290135,8.821351705,3.519478019,4.947951908,5.474788792,3.219494093,2.888153401,3.106904361,6.308508604
2.123485,1240205,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.101407035,2.904491812,5.636743205,4.61694443,6.990661398,7.655392162,4.38344298,5.685725767,3.443226006,5.107794634,9.538111215,3.646247231,6.519068308,5.991559697,3.092756175,2.784879538,2.980566733,9.058170217
1.317364,1240206,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820329,0,0,0,0,0,0,0,0,0,0,0.820329,0,0,0,0,0,0,2.894747445,2.893492525,6.000058115,5.106890039,6.683783275,8.492886818,3.951738529,5.432893438,3.465695433,4.718576319,9.178040615,3.566331317,4.881074826,6.101903545,3.078162386,2.905690241,3.11536889,8.618928601
2.856706,1240207,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.120617177,0,0,0,3.549967632,3.01928336,5.421398091,4.524640857,5.011318112,7.597176487,4.372876921,5.133919839,4.908733819,5.5627392,9.338868696,3.27333744,5.010232404,6.152576626,3.138853006,2.961228915,2.867728783,5.644251457
2.202294,1290724,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.241582811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.440414055,3.669312911,5.245271793,4.03593894,3.889061527,7.828203699,6.078159673,4.424409792,4.853291354,6.277266244,9.259333753,3.246778483,5.699045211,7.169073175,3.00451299,2.837733617,3.000418129,5.807065538
2.373752,1290725,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.084205083,2.629933425,5.05960861,4.375739565,5.098285154,7.749552068,3.498373359,4.759112906,3.448578679,5.15937062,9.023142277,3.833151034,5.627831191,6.504388933,2.65636657,2.964686753,2.855015297,5.487894309
1.712086,1298156,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.725189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.375601627,2.761760591,5.297040106,5.107364486,6.125421047,7.711933037,3.052367002,4.733463253,3.888313326,5.669255299,8.314618003,3.802342205,4.647621693,6.104335772,2.986505822,2.87342591,3.081612296,7.684357935
2.474851,1298215,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.194137112,2.843647454,6.270253416,4.557605687,6.424550882,8.780526945,3.997425359,5.112070309,3.78666212,5.245142124,8.675497806,3.620269263,4.809941398,7.511143756,2.837619768,2.887266248,3.340588311,7.938458581
3.270123,1298529,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790234,2.7495916,0,0,0,0.790234,0,0,1,0.790234,3.401207654,0,0,0,0,0,3.401207654,0,0,0,6.070851975,3.645997696,4.906749306,4.425016348,4.536027023,7.680187885,8.302133995,3.889279644,4.564969621,5.918341529,9.999266136,3.16960548,6.164923773,7.112628216,3.101112897,3.33580197,3.000462501,5.349368542
1.236626,1298531,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,14.2,0.780522,-1.043,3.356693725,-0.69,1.1,1.8,-9.8,0.56329,1.837,3.809398374,0.2,-22.6,1,2,0.82407,0,1,0.780522,3.848365814,0,4.736236721,0.82407,3.434940142,0,1,3.356693725,0,0,0,0,0,0.82407,0,0,0,0,0,0,0.82407,0,0.780522,0,0,0,3.434940142,0,0,3.01432873,2.7109335,5.571635506,4.661516551,6.758492162,8.260997913,2.459264792,5.665116712,3.465179428,4.340838302,8.637171983,3.785186692,4.995847695,6.6412022,2.841409201,2.912487144,3.241484717,7.507197681
3.174539,1299050,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548647,0,0,0,0,0,0,4.421469322,0,0,0,0,0,0,0,3.600170361,2.947059372,5.950490556,4.615449953,4.437868544,7.46436593,2.693241899,5.374794848,3.838794365,5.613000714,9.322483979,3.7219133,5.504365314,6.572922282,2.885758055,2.920002365,2.950156972,5.446303912
2.080334,1299052,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.359971912,0,0,0,0,0,0,0,0.696305,0,0,0,0,4.530169695,0,0,0,4.530169695,0,0,0,3.322760475,2.723227436,5.14228562,4.348787357,4.486354968,8.459796577,6.544677866,4.357712385,3.46301445,6.08582451,10.09806994,3.912247167,3.707089888,6.204256632,2.909528998,2.899800205,2.826228358,4.642483751
3.041118,1299059,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.702730396,2.76300466,5.089710998,4.701672724,5.992418748,7.19092126,4.021848884,4.779682711,3.88291919,6.683219951,8.094272572,3.330706442,4.840517466,6.331081873,2.873085436,2.83599269,2.995807502,6.248715202
2.550433,753531,203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,2,0.810932,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810932,0,0,0,0,0,0,0,4.259056224,0,0,0,0,2.713998451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.916380121,2.803208918,6.515973536,4.853301877,6.587817385,9.401288317,2.722776252,5.315361099,3.55911195,4.442734534,7.425129229,4.144151446,4.178660292,5.99734536,3.115838107,2.829562875,3.318952286,8.274406756
5.957095,753532,203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820802,0,0,0,0,0.816725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.256379074,3.415309813,5.500440561,4.308280252,4.215378323,7.604230206,2.914819487,4.538922449,4.849676731,5.613279267,8.098659191,3.48780745,7.611987203,6.466754856,2.83416047,3.036486777,3.105633054,5.667863039
2.058048,753535,203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.805166,0,0,0,3.627421212,0,0,0,0,0,0,0,0,0,0,0.775437,0,0.775437,0,0,0,0,0,0,0,0,0,1,2.967117183,2.791738785,0,0,0,3.710233415,2.892925558,5.297096227,5.372961785,5.970298022,8.209233483,2.947835993,5.106748325,3.298206929,4.92239913,7.917562592,4.061544118,5.499708929,6.597492549,3.029255767,2.959490563,3.065243447,7.404202692
3.354618,753538,203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669236,1,0.831868,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.716655,0,0,0,0,2.984574883,0,0,0,3.428092292,2.751593525,6.243950601,4.607394718,5.38252137,8.134061477,3.417309172,5.977657347,4.064961098,5.620554712,9.024742893,3.84046799,4.635790794,6.317986743,3.112048828,2.755210762,3.417604486,5.291847337
2.83561,753541,203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.798800632,2.804028727,6.478036695,4.793292347,6.396225927,8.373470469,3.276381602,5.415324514,3.52079924,5.178822468,8.441672351,4.461385595,4.594554287,5.537804592,3.559169,2.807797818,3.093060612,6.545262842
