
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

    Df     %Dev Lambda
1    0 0.000000 6.4670
2    1 0.003706 5.8920
3    1 0.006782 5.3690
4    1 0.009337 4.8920
5    1 0.011460 4.4570
6    1 0.013220 4.0610
7    1 0.014680 3.7010
8    1 0.015890 3.3720
9    1 0.016900 3.0720
10   1 0.017740 2.7990
11   1 0.018430 2.5510
12   1 0.019010 2.3240
13   3 0.019630 2.1180
14   3 0.023010 1.9290
15   4 0.026030 1.7580
16   5 0.029710 1.6020
17   5 0.032870 1.4600
18   5 0.035500 1.3300
19   5 0.037670 1.2120
20   5 0.039480 1.1040
21   5 0.040990 1.0060
22   5 0.042230 0.9166
23   5 0.043270 0.8352
24   5 0.044130 0.7610
25   6 0.045050 0.6934
26   7 0.046020 0.6318
27   8 0.047190 0.5757
28   8 0.048340 0.5245
29   8 0.049300 0.4779
30   9 0.050160 0.4355
31   9 0.051050 0.3968
32   9 0.051770 0.3615
33  10 0.052410 0.3294
34  10 0.053000 0.3002
35  10 0.053470 0.2735
36  11 0.054010 0.2492
37  10 0.054570 0.2271
38  10 0.054860 0.2069
39  11 0.055240 0.1885
40  14 0.056550 0.1718
41  15 0.064480 0.1565
42  16 0.074380 0.1426
43  16 0.083440 0.1299
44  18 0.092930 0.1184
45  19 0.103600 0.1079
46  19 0.113100 0.0983
47  19 0.121000 0.0896
48  20 0.129700 0.0816
49  20 0.137200 0.0744
50  22 0.144300 0.0678
51  22 0.150900 0.0617
52  25 0.157300 0.0562
53  25 0.164700 0.0512
54  27 0.172200 0.0467
55  27 0.178700 0.0426
56  28 0.184100 0.0388
57  29 0.189000 0.0353
58  31 0.194000 0.0322
59  34 0.200100 0.0293
60  35 0.207600 0.0267
61  37 0.214200 0.0244
62  41 0.220800 0.0222
63  42 0.227400 0.0202
64  45 0.235500 0.0184
65  45 0.242800 0.0168
66  46 0.248900 0.0153
67  47 0.254200 0.0139
68  47 0.258800 0.0127
69  48 0.263300 0.0116
70  50 0.267100 0.0105
71  51 0.270500 0.0096
72  51 0.273400 0.0088
73  51 0.275700 0.0080
74  51 0.277700 0.0073
75  53 0.279400 0.0066
76  53 0.281000 0.0060
77  55 0.282300 0.0055
78  54 0.283500 0.0050
79  54 0.284500 0.0046
80  54 0.285400 0.0042
81  55 0.286100 0.0038
82  55 0.286600 0.0035
83  54 0.287100 0.0031
84  56 0.287500 0.0029
85  56 0.287900 0.0026
86  57 0.288200 0.0024
87  56 0.288400 0.0022
88  57 0.288600 0.0020
89  57 0.288800 0.0018
90  57 0.288900 0.0016
91  57 0.289000 0.0015
92  58 0.289100 0.0014
93  58 0.289200 0.0012
94  57 0.289300 0.0011
95  57 0.289300 0.0010
96  57 0.289400 0.0009
97  57 0.289400 0.0009
98  57 0.289500 0.0008
99  58 0.289500 0.0007
100 58 0.289500 0.0006
