IC50,Cancer,Drug,From_Sanger,Fingerprint_833,Fingerprint_830,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_806,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_785,Fingerprint_784,Fingerprint_780,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_687,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,REC_R_HSA_3928578_CSV,PWY_R_HSA_109704,PWY_R_HSA_5689896,GO_0001570,GO_0006977_EXP,GO_0008285,GO_0034976_EXP,GO_0042981_EXP,GO_0043547,EXP_MAP2K4,EXP_MAP3K20,EXP_MAP3K6,EXP_CDK10,EXP_AATK,EXP_CDC42BPA,EXP_FAM198A,EXP_MYLK3,PKA_109_ASA_X_Fingerprint_611,PKA_109_CSV_X_Fingerprint_611,PKA_109_HYD_X_Fingerprint_611,PKA_214_ASA_X_Fingerprint_658,EXP_CSNK1D_X_EXP_PPP1R1B,EXP_CSNK1D_X_EXP_STX5,EXP_CSNK1D_X_EXP_YWHAG,EXP_LYN_X_EXP_KITLG,EXP_LYN_X_EXP_SNCA,EXP_RIPK4_X_EXP_P4HB,EXP_SRC_X_EXP_NTN1,EXP_STK24_X_EXP_CCT8,EXP_STK24_X_EXP_MOB1B,PWY_R_HSA_112409_EXP_X_PWY_R_HSA_212436_EXP,GO_0008283_CSV_X_GO_0018108_CSV,GO_0016477_X_GO_0016525,Predicted IC50,Validation
2.065335,1298359,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6.8586363428,0,7.1575191752,5.8690421263,3.5991311144,4.8104282535,3.5076734852,4.8014233616,2.7517529397,3.1840598406,0,0,0,0,15.263276377,22.891074174,27.084211379,27.97412117,59.146965298,53.12582213,15.529684952,57.557009635,20.549963461,49.499720914,0,0,1.614326448,1
2.216082,1299064,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5.7471362008,7.3424828689,3.5171396341,4.6321631322,4.1903723132,4.5177914637,2.9312104428,3.1653649893,0,0,0,0,19.143424273,29.640949256,30.986077614,23.261500969,34.813023397,47.070668581,17.873245973,62.225209323,33.490607871,0,0,0,0.3679332383,10
-0.712534,1503361,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5.405790934,6.2084641238,3.6219062409,4.5738538751,3.5885391683,4.9191041317,2.9451778963,3.0776430393,0,0,0,0,16.449574577,27.033411234,27.986490955,21.805940522,24.712917879,52.471649363,15.454334267,54.076130472,19.96215478,0,0,0,0.7047785472,6
1.084325,1503365,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.8103337486,5.3200520201,3.3886339159,4.2308596188,3.9500278546,4.9600948329,2.7362130543,3.1029731471,0,0,0,0,20.712224973,31.072578685,37.186048148,30.434273035,25.750513648,69.427700743,15.988986509,51.165712675,22.169519822,0,0,0,0.6052167934,2
-0.722251,1503366,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,6.3021488864,5.9268856847,3.7135875324,4.2851905376,6.2195587927,4.7917617506,2.9038491848,3.3082752,0,0,0,0,77.76352447,37.334371968,41.812706349,23.349455352,27.269268289,48.450533177,19.541960508,62.779554407,28.172935998,0,0.75064896,0,-0.125959129,3
-0.823693,1503368,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.503313294,1,5.6001286526,5.1109655986,3.3825838074,5.055082325,4.7485318129,4.6453642215,2.9266170771,3.0278739624,0,0,0,0,62.99684983,33.448545399,35.744662406,26.883136523,24.631826593,56.582985478,24.139184331,58.735802082,21.843740999,0,0,0,-0.415285832,1
1.431069,1503371,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,20.897567984,0,6.3131531798,5.2295547327,3.188249988,4.8276379688,3.6743306374,4.8167929067,2.8278051535,3.1563935563,0,0,0,0,25.382408558,31.203250942,30.215229092,25.950181737,51.19120625,38.333601774,17.665154658,48.021200131,20.719522624,0,0,1,4.4146739297,1
4.268875,735784,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.813307,0,0,0,0,0,0,9.6772447164,0,5.5832381506,7.1393695075,3.2787191675,4.3694384171,3.4300869931,5.067108678,2.7726316159,3.0463042035,0,0,0,0,18.555926781,31.31537923,31.059633613,29.878528877,56.38201438,43.35267671,17.834456221,53.501636856,22.62237303,0,0,0,4.4558521782,3
4.018179,753555,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5292712426,11.39094966,0,7.5269402313,7.4654408358,3.288871077,4.4712085487,3.6219686868,4.794346204,3.0031508174,3.0647827491,0,0,0,0,18.072753972,26.153917453,28.315689227,35.351536954,47.286668252,47.281818679,13.49860883,54.432552712,24.081243474,0,0,0,4.5219698673,1
3.686218,753559,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.2823987688,0,0,6.3500338689,6.0418615588,3.4736527643,4.5685512417,4.2727699702,4.5799959213,2.8380377124,3.1968202247,0,0,0,0,17.836216531,30.941785907,30.378416608,23.488707482,44.768154421,31.276857235,13.717988256,50.262360815,19.685118153,0,0,0,3.4640102096,4
2.629231,753573,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,3.4851102753,0,6.1211783783,5.657112701,3.5339861539,4.3756345781,3.8262142059,4.3337943743,2.837646181,3.0256244141,0,0,0,0,24.116793696,31.925959164,33.939273013,10.047564102,22.659733551,51.562673738,14.99654572,54.830559102,23.702977062,0,1.1917694369,1,2.953424335,6
4.340719,753574,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,7.4851696122,1,5.3089020316,6.0020793953,3.5060501058,4.5906756385,3.4916818893,4.5654176459,2.7898191166,3.0669395619,0,0,0,0,20.0143514,29.837384443,35.320281037,26.375407412,47.845038218,50.148947812,15.863532705,57.807394093,24.657004129,0,0.5610384506,0,4.8130151832,9
6.389789,753575,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.3649364359,0,7.0925224985,7.4953249188,3.4411971435,4.2244521807,3.647138737,4.49260866,2.8071807993,3.0461556778,0,0,0,0,18.205752666,33.321510727,32.507598009,33.272827096,42.169192174,42.626133901,12.764093331,54.652391516,20.999830585,0,0,0,5.2470459525,1
4.167889,753576,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,9.7700546369,11.154907696,0,6.341347039,5.8807807399,3.2258704003,3.7980253258,4.0962347242,5.1292663381,2.779430537,3.2327676618,0,0,0,0,16.025819314,30.034642044,28.923110296,24.921579429,62.533642912,44.409497688,14.464529936,58.210199543,23.635489093,0,0,0,4.6487760964,8
2.163655,753614,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,6.0563384407,4.6730721366,3.5698545875,4.8001742287,6.0344192746,5.0737189873,3.5229304442,3.1659823641,0,0,0,0,22.41171378,39.792432944,33.355796409,31.44539114,26.648623189,73.946117809,20.552598801,59.258827414,34.229611018,0,0,0,2.5180350914,10
3.989567,753621,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.4333362406,5.324511614,0,5.9787788201,6.0312257216,3.5143806717,4.0324154781,3.8080272323,4.7938023949,2.7967185607,3.0829764634,0,0,0,0,19.54284492,26.462325382,32.009296284,44.020696985,33.729070834,57.411584612,15.946768295,53.98165348,22.791062113,0,0,0,4.3148572736,4
3.96327,753622,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.4058295189,0,5.9036361162,5.9756575265,3.6694626494,4.3555951166,3.5494691515,4.2825133835,2.9561383018,3.1957437467,0,0,0,0,19.880307724,34.40944472,32.822039405,21.776462374,47.763143126,51.810525036,16.147413284,57.380921586,24.619933928,0,0,1,3.9221849365,2
3.699315,753623,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4230752411,0,5.4664080891,6.6369882808,3.6733276306,4.8263921259,5.0054730342,4.4884945325,2.7886179648,3.1806182191,0,0,0,0,18.701765917,31.605364524,28.822284203,21.275644803,25.64544926,43.427071609,16.310510256,51.311692181,19.308687435,0,0,0,3.1393111163,8
6.247382,906817,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.828218,1,0,0,4.6023046208,0,0,19.978610893,0,6.8150566016,7.2567575403,3.4218861324,4.0556019677,4.2684294938,5.0751261979,2.798084374,3.1936450232,0,0,0,0,20.413398196,31.479833764,29.613487025,27.30042148,31.090569146,44.247450186,13.332920019,48.628793826,23.448681344,68.85204006,0,0,5.3448863219,9
4.204841,907317,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1714193156,1,0,9.5071171524,0,6.1356020482,6.8957675112,3.3023972851,4.7173848352,4.1843673085,4.053723523,2.8499015484,3.2246881343,0,0,0,0,17.677454399,32.570419755,34.916199772,29.466119861,39.805324795,47.900469444,16.012152372,56.745482048,23.186516339,0,0,0,3.8823387571,4
3.52854,907318,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6331119888,12.441670137,0,6.4790878209,5.4214037807,3.5673200619,4.7893470111,4.9771215491,4.0086619666,2.9277387415,3.2892426737,0,0,0,0,19.483185866,34.54540096,29.726645694,26.245128636,39.009333083,46.347388499,14.07548477,63.950409189,27.299347944,0,0,0,4.2195098366,5
3.519389,907319,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.823146,0,0,1,0,0,3.289108413,0,0,6.1528202693,5.341572257,3.4002064326,4.6533349612,4.505848874,3.7916810195,3.0289083349,3.1049879229,0,0,0,0,19.279833553,31.504004863,33.348001217,28.737611365,59.77115638,68.628852373,17.555586719,59.878646709,24.771965637,0,0,1,3.1180922263,1
2.797125,907320,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,9.8662423366,0,5.498083803,5.4402825137,3.3752683862,4.7977038341,5.100615154,4.2517785937,3.0520804571,3.4546982138,0,0,0,0,19.096086355,40.025737032,35.575756439,22.965502533,32.351409583,69.647998845,15.566923664,61.064200575,25.72067965,0,0.6104947839,2,1.9852230112,7
3.958812,907321,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,8.2322831926,0,6.1250831198,6.6679792865,3.4123881094,5.2211601635,3.650277451,5.0589430846,2.7555887631,3.2388993702,0,0,0,0,17.874568948,29.077391758,33.20515838,31.919255478,48.573572888,50.647882177,18.061792449,57.159554518,21.414350502,0,0,1,3.7069410164,4
5.63627,910079,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.384900173,0,12.373017503,6.5632657531,0,6.6615556483,6.0678003847,3.3546847965,4.7412806155,4.6135122091,6.2986149516,3.0020175065,2.9617462642,0,0,0,0,23.8372161,29.151734429,30.839864033,33.763492566,30.939226983,41.463957073,18.356551157,61.669784317,23.146863345,70.306550911,0,0,4.5331241497,6
3.671981,946353,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.776119,1,1,0,4.9806059233,0,5.3777076755,4.9806059233,0,6.6224212887,6.7676783167,3.4885738637,4.4935476638,3.2914526852,4.7341182828,2.8637926661,3.0349272475,0,0,0,0,19.549387358,32.991138874,33.619751102,29.682137221,54.303460042,48.931212352,16.641069863,54.13094492,23.560129874,0,0,0,3.6786373582,6
3.994186,946354,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.6202638095,0,0,9.7715569858,0,5.6830552843,6.0130809201,3.4623777658,4.3314120041,3.7294779438,4.0313482941,2.7657505109,3.0674501425,0,0,0,44,25.134261,36.504448039,39.32400324,28.44523275,35.302522685,67.92281028,16.792949713,62.172807522,25.285811608,0,0,0,4.0639362166,3
4.012255,946355,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.787478,0,0,0,0,0,0,28.101780067,0,6.7137943961,5.7083121846,3.3886562218,4.1830750356,4.1744329281,4.6989945689,2.7628088331,2.853938978,0,0,0,18.1,17.085357775,25.540547212,26.272014962,31.586942691,48.960702567,50.409011872,13.811659389,55.370721903,23.494731646,0,0,0,4.1465593521,2
2.431354,946356,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.8122885527,0,5.9813033276,6.236311149,3.6336718221,4.6771559445,3.9168515506,4.2769090777,3.6059594523,3.1184701205,0,0,0,0,20.888707295,34.048555304,34.081705657,29.806903189,30.235151081,60.71822059,20.103727877,59.46169553,24.670568655,0,0,0,3.6570563917,5
3.765771,1240167,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5.3986137668,0,6.2942651157,6.0968373432,3.5682214766,4.5571080159,5.1808507417,4.9303094614,2.849165607,3.1553400879,0,0,0,0,19.476127843,27.766280876,30.876209516,21.403746186,42.525807512,44.421784799,14.172614688,54.222128525,25.626339311,0,0,0,4.001587769,7
5.106491,1298222,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5320793637,0,6.9440255824,6.5292812219,3.5597350877,4.8249656716,4.6594428478,4.5737122337,2.9533532013,3.1942956833,0,0,0,0,21.181538141,30.209225782,36.279037196,17.498484951,17.679174057,41.669947139,22.853771926,53.99432896,22.474921474,0,0,0,3.6640769642,2
6.316885,1298359,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.8586363428,0,7.1575191752,5.8690421263,3.5991311144,4.8104282535,3.5076734852,4.8014233616,2.7517529397,3.1840598406,0,0,0,0,15.263276377,22.891074174,27.084211379,27.97412117,59.146965298,53.12582213,15.529684952,57.557009635,20.549963461,49.499720914,0,0,5.1193904454,8
5.566835,1299064,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.7471362008,7.3424828689,3.5171396341,4.6321631322,4.1903723132,4.5177914637,2.9312104428,3.1653649893,0,0,0,0,19.143424273,29.640949256,30.986077614,23.261500969,34.813023397,47.070668581,17.873245973,62.225209323,33.490607871,0,0,0,4.1395166147,2
4.13564,1503361,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.405790934,6.2084641238,3.6219062409,4.5738538751,3.5885391683,4.9191041317,2.9451778963,3.0776430393,0,0,0,0,16.449574577,27.033411234,27.986490955,21.805940522,24.712917879,52.471649363,15.454334267,54.076130472,19.96215478,0,0,0,4.3996177272,5
5.594104,1503365,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.8103337486,5.3200520201,3.3886339159,4.2308596188,3.9500278546,4.9600948329,2.7362130543,3.1029731471,0,0,0,0,20.712224973,31.072578685,37.186048148,30.434273035,25.750513648,69.427700743,15.988986509,51.165712675,22.169519822,0,0,0,4.8937534927,2
2.867113,1503366,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6.3021488864,5.9268856847,3.7135875324,4.2851905376,6.2195587927,4.7917617506,2.9038491848,3.3082752,0,0,0,0,77.76352447,37.334371968,41.812706349,23.349455352,27.269268289,48.450533177,19.541960508,62.779554407,28.172935998,0,0.75064896,0,2.6555975138,8
2.482784,1503368,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.503313294,1,5.6001286526,5.1109655986,3.3825838074,5.055082325,4.7485318129,4.6453642215,2.9266170771,3.0278739624,0,0,0,0,62.99684983,33.448545399,35.744662406,26.883136523,24.631826593,56.582985478,24.139184331,58.735802082,21.843740999,0,0,0,2.4974768716,5
2.954265,1503371,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,20.897567984,0,6.3131531798,5.2295547327,3.188249988,4.8276379688,3.6743306374,4.8167929067,2.8278051535,3.1563935563,0,0,0,0,25.382408558,31.203250942,30.215229092,25.950181737,51.19120625,38.333601774,17.665154658,48.021200131,20.719522624,0,0,1,2.8908643329,6
3.913621,735784,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0.813307,0,0,0,0,0,0,9.6772447164,0,5.5832381506,7.1393695075,3.2787191675,4.3694384171,3.4300869931,5.067108678,2.7726316159,3.0463042035,0,0,0,0,18.555926781,31.31537923,31.059633613,29.878528877,56.38201438,43.35267671,17.834456221,53.501636856,22.62237303,0,0,0,4.4687733848,2
5.024009,753555,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.5292712426,11.39094966,0,7.5269402313,7.4654408358,3.288871077,4.4712085487,3.6219686868,4.794346204,3.0031508174,3.0647827491,10.7,0.592294,-1.67,0,18.072753972,26.153917453,28.315689227,35.351536954,47.286668252,47.281818679,13.49860883,54.432552712,24.081243474,0,0,0,4.592074925,8
3.171725,753559,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.2823987688,0,0,6.3500338689,6.0418615588,3.4736527643,4.5685512417,4.2727699702,4.5799959213,2.8380377124,3.1968202247,0,0,0,0,17.836216531,30.941785907,30.378416608,23.488707482,44.768154421,31.276857235,13.717988256,50.262360815,19.685118153,0,0,0,3.5589601202,7
2.67572,753573,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,3.4851102753,0,6.1211783783,5.657112701,3.5339861539,4.3756345781,3.8262142059,4.3337943743,2.837646181,3.0256244141,0,0,0,0,24.116793696,31.925959164,33.939273013,10.047564102,22.659733551,51.562673738,14.99654572,54.830559102,23.702977062,0,1.1917694369,1,3.0784811486,2
3.781824,753574,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,7.4851696122,1,5.3089020316,6.0020793953,3.5060501058,4.5906756385,3.4916818893,4.5654176459,2.7898191166,3.0669395619,0,0,0,0,20.0143514,29.837384443,35.320281037,26.375407412,47.845038218,50.148947812,15.863532705,57.807394093,24.657004129,0,0.5610384506,0,4.8079761408,2
3.546036,753575,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6.3649364359,0,7.0925224985,7.4953249188,3.4411971435,4.2244521807,3.647138737,4.49260866,2.8071807993,3.0461556778,0,0,0,0,18.205752666,33.321510727,32.507598009,33.272827096,42.169192174,42.626133901,12.764093331,54.652391516,20.999830585,0,0,0,3.5746499035,2
4.258073,753576,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,9.7700546369,11.154907696,0,6.341347039,5.8807807399,3.2258704003,3.7980253258,4.0962347242,5.1292663381,2.779430537,3.2327676618,0,0,0,0,16.025819314,30.034642044,28.923110296,24.921579429,62.533642912,44.409497688,14.464529936,58.210199543,23.635489093,0,0,0,4.0339564573,6
