IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_819,Fingerprint_818,Fingerprint_812,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_782,Fingerprint_780,Fingerprint_776,Fingerprint_714,Fingerprint_710,Fingerprint_709,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_672,Fingerprint_658,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_617,Fingerprint_611,Fingerprint_363,PKA_172_POL,GO_0000278,GO_0002092_EXP,GO_0030216_EXP,SFAM_RIPK,FAM_TKL_CSV,EXP_STK11,EXP_MINK1,EXP_PRKAA2,EXP_COQ8A,Predicted IC50,Validation
1.944198,909737,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4.6719036156,4.2225308745,4.4932321023,4.1900492418,4.0590831657,5
5.104649,909738,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.372803455,4.7684705454,3.9772374709,4.6046310923,4.8257023239,3
4.262603,909739,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.4982782715,4.3499802798,5.8052630655,4.0897420848,4.7583345772,2
5.895047,910850,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1.542071,4.9165007295,4.5968517913,5.6696333176,6.0148787457,5.7164470851,7
5.493608,1240159,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5.515984999,1,0.545751,5.0743099292,4.499931728,4.7197931064,4.7750008063,5.1656785054,7
5.123021,1240160,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4.1458535006,4.2661795988,5.6212954534,4.8106072183,4.6519249952,10
3.818983,1240216,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.824209,4.2966753417,4.0292462286,4.6347398091,3.5469761573,4.2450369696,6
1.553099,1240217,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3.4,1,0,0,0,0,4.3404963863,4.0057155155,4.5103533148,3.6861513287,3.2629024176,1
6.351216,1298146,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6.2455097843,5.7848448009,1,1.351098,5.1618382712,4.9808139029,5.9430674931,5.7880929929,6.033899959,5
5.653488,1298151,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4.3799625385,4.5614981665,3.2181308247,5.4396592085,5.0098165702,6
5.424934,907057,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774233,4.5916888441,4.2665401327,4.5516709671,3.8563793125,4.9741871747,7
5.520327,907071,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7,0,3.0077900337,0,0,0,5.1328455593,4.3345117821,5.2770439499,5.5957524556,6.3029168699,9
4.814452,909719,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1913423018,0,0.751916,4.20550008,4.5165206597,4.274811652,4.7180704388,5.2452549381,7
5.634963,909736,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9973462327,4.4083220489,4.3883275971,3.9345420585,4.9778511134,4
4.535592,909737,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6719036156,4.2225308745,4.4932321023,4.1900492418,4.4224230994,5
5.248018,909738,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.372803455,4.7684705454,3.9772374709,4.6046310923,5.0306322648,7
4.581027,909739,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4982782715,4.3499802798,5.8052630655,4.0897420848,4.4541534489,8
5.912103,910850,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.542071,4.9165007295,4.5968517913,5.6696333176,6.0148787457,6.8495162304,4
5.655838,1240159,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.515984999,1,0.545751,5.0743099292,4.499931728,4.7197931064,4.7750008063,5.2562741183,3
4.910317,1240160,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.1458535006,4.2661795988,5.6212954534,4.8106072183,5.0952297989,1
3.915399,1240216,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.824209,4.2966753417,4.0292462286,4.6347398091,3.5469761573,4.6263245304,10
4.653176,1240217,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.4,1,0,0,0,0,4.3404963863,4.0057155155,4.5103533148,3.6861513287,5.1570240065,3
6.316912,1298146,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.2455097843,5.7848448009,1,1.351098,5.1618382712,4.9808139029,5.9430674931,5.7880929929,6.552828635,2
3.737396,1298151,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.3799625385,4.5614981665,3.2181308247,5.4396592085,4.8134916261,6
4.758634,907057,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.774233,4.5916888441,4.2665401327,4.5516709671,3.8563793125,2.3329411329,9
2.979735,907071,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,-0.7,0,3.0077900337,0,0,0,5.1328455593,4.3345117821,5.2770439499,5.5957524556,1.4708414895,4
4.180823,909719,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,3.1913423018,0,0.751916,4.20550008,4.5165206597,4.274811652,4.7180704388,4.29374146,2
0.157618,909736,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.9973462327,4.4083220489,4.3883275971,3.9345420585,0.1530447327,4
-1.941508,909737,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.6719036156,4.2225308745,4.4932321023,4.1900492418,-0.392454271,8
0.766367,909738,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.372803455,4.7684705454,3.9772374709,4.6046310923,1.7079555076,7
2.564201,909739,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.4982782715,4.3499802798,5.8052630655,4.0897420848,2.4869858595,7
3.025304,910850,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1.542071,4.9165007295,4.5968517913,5.6696333176,6.0148787457,4.699196749,8
4.917844,1240159,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,5.515984999,1,0.545751,5.0743099292,4.499931728,4.7197931064,4.7750008063,4.9929940486,3
-0.872233,1240160,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.1458535006,4.2661795988,5.6212954534,4.8106072183,0.7275272252,3
1.619925,1240216,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0.824209,4.2966753417,4.0292462286,4.6347398091,3.5469761573,0.5871411696,8
-1.043819,1240217,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,3.4,1,0,0,0,0,4.3404963863,4.0057155155,4.5103533148,3.6861513287,-1.112971748,8
5.411927,1298146,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6.2455097843,5.7848448009,1,1.351098,5.1618382712,4.9808139029,5.9430674931,5.7880929929,5.0225300642,2
2.036464,1298151,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.3799625385,4.5614981665,3.2181308247,5.4396592085,0.3589023533,4
2.282904,907057,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774233,4.5916888441,4.2665401327,4.5516709671,3.8563793125,0.071465523,1
3.477815,907071,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7,0,3.0077900337,0,0,0,5.1328455593,4.3345117821,5.2770439499,5.5957524556,1.1984857108,5
2.782262,909719,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1913423018,0,0.751916,4.20550008,4.5165206597,4.274811652,4.7180704388,0.5439235635,1
0.699463,909736,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9973462327,4.4083220489,4.3883275971,3.9345420585,-0.084571481,3
2.781105,909737,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6719036156,4.2225308745,4.4932321023,4.1900492418,-0.097888877,10
1.583237,909738,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.372803455,4.7684705454,3.9772374709,4.6046310923,-0.098771824,5
1.642102,909739,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4982782715,4.3499802798,5.8052630655,4.0897420848,0.4660500312,10
4.549526,910850,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.542071,4.9165007295,4.5968517913,5.6696333176,6.0148787457,2.4234098184,9
3.154586,1240159,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.515984999,1,0.545751,5.0743099292,4.499931728,4.7197931064,4.7750008063,0.0667511693,1
2.700799,1240160,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.1458535006,4.2661795988,5.6212954534,4.8106072183,0.657044135,2
3.047126,1240216,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.824209,4.2966753417,4.0292462286,4.6347398091,3.5469761573,0.2106689314,10
3.260565,1240217,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.4,1,0,0,0,0,4.3404963863,4.0057155155,4.5103533148,3.6861513287,-0.104283334,1
4.967817,1298146,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.2455097843,5.7848448009,1,1.351098,5.1618382712,4.9808139029,5.9430674931,5.7880929929,3.8067142381,3
2.927458,1298151,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.3799625385,4.5614981665,3.2181308247,5.4396592085,0.3930308979,4
1.702786,907057,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.774233,4.5916888441,4.2665401327,4.5516709671,3.8563793125,0.9749700095,2
2.126409,907071,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-0.7,0,3.0077900337,0,0,0,5.1328455593,4.3345117821,5.2770439499,5.5957524556,1.3863093759,2
0.96776,909719,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3.1913423018,0,0.751916,4.20550008,4.5165206597,4.274811652,4.7180704388,2.032750069,7
-0.069996,909736,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.9973462327,4.4083220489,4.3883275971,3.9345420585,1.019645494,6
-0.027274,909737,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.6719036156,4.2225308745,4.4932321023,4.1900492418,0.6547770508,3
3.290341,909738,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.372803455,4.7684705454,3.9772374709,4.6046310923,1.1653492934,4
0.768218,909739,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.4982782715,4.3499802798,5.8052630655,4.0897420848,-0.25889844,5
3.924514,910850,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.542071,4.9165007295,4.5968517913,5.6696333176,6.0148787457,3.3527301763,3
2.105187,1240159,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5.515984999,1,0.545751,5.0743099292,4.499931728,4.7197931064,4.7750008063,1.3364329934,2
2.870164,1240160,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.1458535006,4.2661795988,5.6212954534,4.8106072183,0.2889926154,1
-0.441929,1240216,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.824209,4.2966753417,4.0292462286,4.6347398091,3.5469761573,0.7898146596,3
-0.765523,1240217,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3.4,1,0,0,0,0,4.3404963863,4.0057155155,4.5103533148,3.6861513287,-0.671664473,7
3.709032,1298146,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6.2455097843,5.7848448009,1,1.351098,5.1618382712,4.9808139029,5.9430674931,5.7880929929,4.3381653837,3
-0.502969,1298151,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.3799625385,4.5614981665,3.2181308247,5.4396592085,0.9166512761,6
4.51061,907057,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.774233,4.5916888441,4.2665401327,4.5516709671,3.8563793125,4.9242881187,1
4.938708,907071,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.7,0,3.0077900337,0,0,0,5.1328455593,4.3345117821,5.2770439499,5.5957524556,4.4783203655,10
4.706292,909719,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.1913423018,0,0.751916,4.20550008,4.5165206597,4.274811652,4.7180704388,4.3856954757,3
4.559847,909736,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.9973462327,4.4083220489,4.3883275971,3.9345420585,4.8820719971,9
4.247152,909737,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.6719036156,4.2225308745,4.4932321023,4.1900492418,4.5226423611,5
4.773269,909738,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.372803455,4.7684705454,3.9772374709,4.6046310923,5.0341371642,6
4.036877,909739,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.4982782715,4.3499802798,5.8052630655,4.0897420848,4.0395319192,6
5.235763,910850,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.542071,4.9165007295,4.5968517913,5.6696333176,6.0148787457,5.4131733387,4
4.844714,1240159,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.515984999,1,0.545751,5.0743099292,4.499931728,4.7197931064,4.7750008063,4.7847368805,2
4.66279,1240160,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.1458535006,4.2661795988,5.6212954534,4.8106072183,4.7483374937,4
5.062767,1240216,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.824209,4.2966753417,4.0292462286,4.6347398091,3.5469761573,4.6688936079,2
4.973339,1240217,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.4,1,0,0,0,0,4.3404963863,4.0057155155,4.5103533148,3.6861513287,4.8981631733,7
4.993302,1298146,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.2455097843,5.7848448009,1,1.351098,5.1618382712,4.9808139029,5.9430674931,5.7880929929,5.5987385573,5
3.973793,1298151,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.3799625385,4.5614981665,3.2181308247,5.4396592085,4.8391785649,1
2.456049,907057,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.774233,4.5916888441,4.2665401327,4.5516709671,3.8563793125,2.4267060301,2
2.627936,907071,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.7,0,3.0077900337,0,0,0,5.1328455593,4.3345117821,5.2770439499,5.5957524556,3.0478566694,9
2.434,909719,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.1913423018,0,0.751916,4.20550008,4.5165206597,4.274811652,4.7180704388,1.8273024634,4
2.952261,909736,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.9973462327,4.4083220489,4.3883275971,3.9345420585,2.0880632542,5
2.756122,909737,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.6719036156,4.2225308745,4.4932321023,4.1900492418,1.7733898826,10
2.970453,909738,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.372803455,4.7684705454,3.9772374709,4.6046310923,1.6190207119,1
1.37458,909739,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.4982782715,4.3499802798,5.8052630655,4.0897420848,1.8809016194,4
2.940088,910850,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.542071,4.9165007295,4.5968517913,5.6696333176,6.0148787457,2.2098308252,1
2.697547,1240159,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.515984999,1,0.545751,5.0743099292,4.499931728,4.7197931064,4.7750008063,1.8974536159,1
2.45341,1240160,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.1458535006,4.2661795988,5.6212954534,4.8106072183,1.9512816819,7
2.76976,1240216,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.824209,4.2966753417,4.0292462286,4.6347398091,3.5469761573,2.9258727072,3
1.66624,1240217,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.4,1,0,0,0,0,4.3404963863,4.0057155155,4.5103533148,3.6861513287,1.6568602115,4
3.376576,1298146,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.2455097843,5.7848448009,1,1.351098,5.1618382712,4.9808139029,5.9430674931,5.7880929929,3.141818067,10
2.854744,1298151,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.3799625385,4.5614981665,3.2181308247,5.4396592085,1.5404897742,2
3.164955,907057,255,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.774233,4.5916888441,4.2665401327,4.5516709671,3.8563793125,4.2193509048,10
4.22109,907071,255,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.7,0,3.0077900337,0,0,0,5.1328455593,4.3345117821,5.2770439499,5.5957524556,4.6936940489,6
4.739878,909719,255,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.1913423018,0,0.751916,4.20550008,4.5165206597,4.274811652,4.7180704388,4.1268102344,7
