
Call:  glmnet(x = x, y = y, alpha = 0.5, family = "gaussian", standardize = FALSE) 

    Df    %Dev Lambda
1    0 0.00000 7.7450
2    1 0.00686 7.0570
3    1 0.01259 6.4300
4    1 0.01738 5.8590
5    1 0.02137 5.3380
6    1 0.02469 4.8640
7    1 0.02747 4.4320
8    1 0.02978 4.0380
9    1 0.03170 3.6790
10   1 0.03331 3.3520
11   3 0.03603 3.0550
12   3 0.03897 2.7830
13   3 0.04141 2.5360
14   3 0.04345 2.3110
15   3 0.04514 2.1050
16   3 0.04655 1.9180
17   3 0.04773 1.7480
18   3 0.04871 1.5930
19   3 0.04952 1.4510
20   4 0.05088 1.3220
21   5 0.05379 1.2050
22   5 0.05641 1.0980
23   7 0.05936 1.0000
24   7 0.06195 0.9114
25   7 0.06413 0.8304
26   8 0.06622 0.7567
27   8 0.06806 0.6894
28   8 0.06948 0.6282
29   7 0.07071 0.5724
30   7 0.07160 0.5215
31   8 0.07335 0.4752
32   8 0.07503 0.4330
33   8 0.07644 0.3945
34   7 0.07759 0.3595
35   8 0.07880 0.3275
36   9 0.08310 0.2984
37  12 0.09420 0.2719
38  12 0.10440 0.2478
39  12 0.11350 0.2258
40  13 0.12190 0.2057
41  15 0.13010 0.1874
42  17 0.14050 0.1708
43  18 0.15260 0.1556
44  21 0.16400 0.1418
45  21 0.17620 0.1292
46  22 0.18730 0.1177
47  25 0.19810 0.1073
48  26 0.20960 0.0977
49  25 0.21960 0.0890
50  28 0.22960 0.0811
51  30 0.24030 0.0739
52  34 0.25080 0.0674
53  36 0.26130 0.0614
54  37 0.27150 0.0559
55  39 0.28120 0.0510
56  42 0.29150 0.0464
57  45 0.30240 0.0423
58  47 0.31320 0.0386
59  48 0.32320 0.0351
60  52 0.33350 0.0320
61  55 0.34440 0.0292
62  56 0.35540 0.0266
63  59 0.36660 0.0242
64  63 0.37710 0.0221
65  64 0.38710 0.0201
66  65 0.39620 0.0183
67  67 0.40500 0.0167
68  68 0.41360 0.0152
69  69 0.42190 0.0138
70  70 0.42930 0.0126
71  70 0.43590 0.0115
72  71 0.44200 0.0105
73  71 0.44740 0.0095
74  74 0.45260 0.0087
75  74 0.45720 0.0079
76  75 0.46140 0.0072
77  76 0.46510 0.0066
78  78 0.46860 0.0060
79  77 0.47160 0.0055
80  77 0.47420 0.0050
81  78 0.47660 0.0045
82  78 0.47870 0.0041
83  78 0.48060 0.0038
84  78 0.48220 0.0034
85  77 0.48350 0.0031
86  78 0.48470 0.0028
87  79 0.48570 0.0026
88  80 0.48660 0.0024
89  81 0.48740 0.0022
90  82 0.48810 0.0020
91  82 0.48870 0.0018
92  82 0.48930 0.0016
93  82 0.48970 0.0015
94  82 0.49010 0.0014
95  82 0.49040 0.0012
96  83 0.49070 0.0011
97  83 0.49090 0.0010
98  83 0.49110 0.0009
99  83 0.49130 0.0008
100 83 0.49140 0.0008
