
Call:  glmnet(x = x, y = y, alpha = 0.75, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 0.58340
2   3 0.00834 0.53160
3   7 0.01998 0.48440
4   8 0.03663 0.44140
5   9 0.05709 0.40210
6  10 0.07619 0.36640
7  12 0.09467 0.33390
8  17 0.11360 0.30420
9  20 0.13370 0.27720
10 23 0.15650 0.25260
11 24 0.17970 0.23010
12 26 0.20080 0.20970
13 31 0.21990 0.19110
14 33 0.23790 0.17410
15 34 0.25370 0.15860
16 37 0.26920 0.14450
17 38 0.28520 0.13170
18 39 0.30090 0.12000
19 42 0.31540 0.10930
20 47 0.33050 0.09961
21 51 0.34470 0.09076
22 53 0.35760 0.08270
23 57 0.37070 0.07535
24 57 0.38300 0.06866
25 61 0.39390 0.06256
26 64 0.40580 0.05700
27 66 0.41730 0.05194
28 66 0.42750 0.04732
29 70 0.43630 0.04312
30 72 0.44410 0.03929
31 73 0.45080 0.03580
32 73 0.45640 0.03262
33 75 0.46120 0.02972
34 76 0.46560 0.02708
35 77 0.46910 0.02468
36 77 0.47210 0.02248
37 79 0.47460 0.02049
38 79 0.47720 0.01867
39 79 0.47930 0.01701
40 80 0.48100 0.01550
41 80 0.48270 0.01412
42 81 0.48420 0.01287
43 82 0.48530 0.01172
44 83 0.48640 0.01068
45 82 0.48740 0.00973
46 83 0.48820 0.00887
47 83 0.48890 0.00808
48 83 0.48940 0.00736
49 83 0.48990 0.00671
50 83 0.49030 0.00611
51 83 0.49060 0.00557
52 83 0.49080 0.00507
53 83 0.49110 0.00462
54 83 0.49130 0.00421
55 83 0.49140 0.00384
56 83 0.49150 0.00350
57 83 0.49160 0.00319
58 83 0.49170 0.00290
59 83 0.49180 0.00265
60 83 0.49190 0.00241
61 83 0.49190 0.00220
62 83 0.49200 0.00200
63 83 0.49200 0.00182
64 83 0.49200 0.00166
65 83 0.49210 0.00151
66 83 0.49210 0.00138
67 83 0.49210 0.00126
68 83 0.49210 0.00114
69 83 0.49210 0.00104
70 83 0.49210 0.00095
71 83 0.49220 0.00087
72 83 0.49220 0.00079
73 83 0.49220 0.00072
74 84 0.49220 0.00066
75 84 0.49220 0.00060
