
Call:  glmnet(x = x, y = y, alpha = 0.95, family = "gaussian", standardize = FALSE) 

    Df     %Dev  Lambda
1    0 0.000000 10.9700
2    2 0.005122 10.0000
3    2 0.009569  9.1120
4    2 0.013260  8.3020
5    2 0.016330  7.5650
6    2 0.018870  6.8930
7    2 0.020980  6.2800
8    2 0.022740  5.7220
9    2 0.024190  5.2140
10   2 0.025400  4.7510
11   2 0.026410  4.3290
12   3 0.027310  3.9440
13   5 0.029760  3.5940
14   4 0.034570  3.2750
15   3 0.038390  2.9840
16   3 0.041540  2.7190
17   3 0.044150  2.4770
18   3 0.046320  2.2570
19   4 0.048470  2.0560
20   4 0.050330  1.8740
21   6 0.052610  1.7070
22   6 0.055130  1.5560
23   6 0.057240  1.4170
24   6 0.058990  1.2920
25   6 0.060440  1.1770
26   9 0.062440  1.0720
27  11 0.064300  0.9770
28  11 0.066050  0.8902
29  12 0.067730  0.8111
30  12 0.069200  0.7391
31  13 0.070780  0.6734
32  14 0.072210  0.6136
33  15 0.073690  0.5591
34  14 0.075010  0.5094
35  15 0.076180  0.4642
36  16 0.077540  0.4229
37  18 0.079210  0.3853
38  19 0.081270  0.3511
39  21 0.083570  0.3199
40  21 0.085540  0.2915
41  21 0.087180  0.2656
42  21 0.088530  0.2420
43  21 0.089660  0.2205
44  21 0.090590  0.2009
45  22 0.091380  0.1831
46  25 0.092170  0.1668
47  25 0.092980  0.1520
48  24 0.093640  0.1385
49  27 0.094150  0.1262
50  27 0.094630  0.1150
51  28 0.095040  0.1048
52  32 0.095670  0.0954
53  34 0.096490  0.0870
54  34 0.097480  0.0792
55  34 0.098170  0.0722
56  36 0.098800  0.0658
57  37 0.099420  0.0600
58  38 0.100000  0.0546
59  39 0.100500  0.0498
60  38 0.100900  0.0454
61  40 0.101200  0.0413
62  41 0.101600  0.0377
63  45 0.101800  0.0343
64  45 0.102100  0.0313
65  46 0.102300  0.0285
66  47 0.102500  0.0260
67  46 0.102800  0.0236
68  47 0.102800  0.0215
69  47 0.103000  0.0196
70  49 0.103100  0.0179
71  50 0.103200  0.0163
72  52 0.103300  0.0148
73  51 0.103400  0.0135
74  52 0.103500  0.0123
75  55 0.103500  0.0112
76  56 0.103600  0.0102
77  58 0.103600  0.0093
78  60 0.103700  0.0085
79  61 0.103700  0.0077
80  61 0.103800  0.0071
81  63 0.103800  0.0064
82  64 0.103800  0.0059
83  65 0.103900  0.0053
84  65 0.103900  0.0049
85  68 0.103900  0.0044
86  71 0.103900  0.0040
87  71 0.103900  0.0037
88  74 0.103900  0.0034
89  76 0.103900  0.0031
90  77 0.104000  0.0028
91  79 0.104000  0.0025
92  81 0.104000  0.0023
93  82 0.104000  0.0021
94  84 0.104000  0.0019
95  87 0.104000  0.0017
96  92 0.104000  0.0016
97  95 0.104000  0.0015
98  95 0.104000  0.0013
99  96 0.104000  0.0012
100 96 0.104000  0.0011
