
Call:  glmnet(x = x, y = y, alpha = 0.9, family = "gaussian", standardize = TRUE) 

    Df    %Dev  Lambda
1    0 0.00000 0.47880
2    1 0.00693 0.43630
3    1 0.01272 0.39750
4    1 0.01755 0.36220
5    1 0.02158 0.33000
6    5 0.03046 0.30070
7    5 0.04194 0.27400
8    7 0.05498 0.24960
9   15 0.07297 0.22750
10  19 0.09677 0.20730
11  28 0.12460 0.18890
12  33 0.15440 0.17210
13  40 0.18110 0.15680
14  45 0.20580 0.14290
15  48 0.22780 0.13020
16  51 0.24750 0.11860
17  59 0.26830 0.10810
18  67 0.28820 0.09847
19  69 0.30490 0.08972
20  80 0.32090 0.08175
21  84 0.33660 0.07449
22  88 0.35200 0.06787
23  92 0.36700 0.06184
24  96 0.38010 0.05635
25 100 0.39180 0.05134
26 105 0.40220 0.04678
27 116 0.41170 0.04262
28 124 0.42070 0.03884
29 128 0.42970 0.03539
30 137 0.43830 0.03224
31 145 0.44630 0.02938
32 150 0.45400 0.02677
33 156 0.46090 0.02439
34 168 0.46690 0.02222
35 171 0.47240 0.02025
36 181 0.47730 0.01845
37 183 0.48250 0.01681
38 184 0.48680 0.01532
39 192 0.49040 0.01396
40 197 0.49350 0.01272
41 201 0.49650 0.01159
42 204 0.49920 0.01056
43 207 0.50150 0.00962
44 206 0.50350 0.00877
45 205 0.50500 0.00799
46 203 0.50640 0.00728
47 201 0.50750 0.00663
48 200 0.50840 0.00604
49 199 0.50910 0.00550
50 197 0.50980 0.00502
51 198 0.51030 0.00457
52 197 0.51080 0.00416
53 196 0.51120 0.00379
54 195 0.51160 0.00346
55 194 0.51190 0.00315
56 192 0.51210 0.00287
57 192 0.51230 0.00262
58 192 0.51250 0.00238
59 192 0.51260 0.00217
60 192 0.51270 0.00198
61 191 0.51280 0.00180
62 191 0.51290 0.00164
63 191 0.51300 0.00150
64 191 0.51300 0.00136
65 191 0.51310 0.00124
66 192 0.51310 0.00113
67 191 0.51310 0.00103
68 193 0.51320 0.00094
69 194 0.51320 0.00086
70 194 0.51320 0.00078
71 194 0.51320 0.00071
72 195 0.51330 0.00065
73 195 0.51330 0.00059
74 195 0.51330 0.00054
75 194 0.51330 0.00049
76 195 0.51330 0.00045
77 196 0.51330 0.00041
78 194 0.51330 0.00037
79 194 0.51330 0.00034
