
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

     Df    %Dev  Lambda
1     0 0.00000 2.36600
2     1 0.00231 2.15600
3     1 0.00422 1.96500
4     2 0.00619 1.79000
5     3 0.00998 1.63100
6     6 0.01407 1.48600
7     8 0.01996 1.35400
8     8 0.02595 1.23400
9     8 0.03093 1.12400
10    9 0.03510 1.02400
11   10 0.03928 0.93330
12   12 0.04338 0.85040
13   12 0.04733 0.77490
14   13 0.05082 0.70600
15   14 0.05372 0.64330
16   14 0.05614 0.58620
17   15 0.05846 0.53410
18   15 0.06058 0.48660
19   16 0.06267 0.44340
20   18 0.06515 0.40400
21   19 0.06724 0.36810
22   19 0.06899 0.33540
23   19 0.07044 0.30560
24   20 0.07166 0.27850
25   21 0.07316 0.25370
26   21 0.07441 0.23120
27   22 0.07566 0.21070
28   22 0.07678 0.19190
29   22 0.07769 0.17490
30   24 0.08565 0.15940
31   25 0.09258 0.14520
32   27 0.10040 0.13230
33   29 0.10820 0.12050
34   32 0.11500 0.10980
35   35 0.12290 0.10010
36   39 0.13290 0.09119
37   42 0.14790 0.08309
38   44 0.16140 0.07570
39   44 0.17280 0.06898
40   46 0.18230 0.06285
41   51 0.19080 0.05727
42   53 0.20220 0.05218
43   54 0.21180 0.04754
44   58 0.22010 0.04332
45   58 0.22840 0.03947
46   60 0.23550 0.03597
47   64 0.24380 0.03277
48   65 0.25170 0.02986
49   68 0.25900 0.02721
50   72 0.26720 0.02479
51   78 0.27850 0.02259
52   82 0.29020 0.02058
53   85 0.30150 0.01875
54   86 0.31340 0.01709
55   91 0.32530 0.01557
56   96 0.33960 0.01419
57  100 0.35400 0.01293
58  108 0.36860 0.01178
59  112 0.38200 0.01073
60  116 0.39400 0.00978
61  118 0.40670 0.00891
62  123 0.41790 0.00812
63  125 0.42830 0.00740
64  129 0.43730 0.00674
65  131 0.44460 0.00614
66  134 0.45070 0.00560
67  137 0.45590 0.00510
68  140 0.46090 0.00464
69  148 0.46620 0.00423
70  149 0.47230 0.00386
71  151 0.47760 0.00351
72  151 0.48200 0.00320
73  149 0.48570 0.00292
74  151 0.48890 0.00266
75  153 0.49170 0.00242
76  155 0.49430 0.00221
77  159 0.49680 0.00201
78  159 0.49900 0.00183
79  162 0.50090 0.00167
80  165 0.50270 0.00152
81  166 0.50430 0.00139
82  165 0.50560 0.00126
83  168 0.50670 0.00115
84  168 0.50770 0.00105
85  169 0.50850 0.00096
86  170 0.50920 0.00087
87  171 0.50980 0.00079
88  174 0.51030 0.00072
89  176 0.51070 0.00066
90  177 0.51110 0.00060
91  177 0.51140 0.00055
92  178 0.51170 0.00050
93  179 0.51190 0.00045
94  179 0.51210 0.00041
95  180 0.51230 0.00038
96  181 0.51240 0.00034
97  180 0.51250 0.00031
98  180 0.51260 0.00028
99  182 0.51270 0.00026
100 183 0.51280 0.00024
