
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = FALSE) 

     Df    %Dev  Lambda
1     0 0.00000 21.8300
2     2 0.00077 19.8900
3     2 0.00182 18.1300
4     2 0.00276 16.5200
5     2 0.00360 15.0500
6     1 0.00435 13.7100
7     1 0.00499 12.4900
8     1 0.00554 11.3800
9     2 0.00613 10.3700
10    2 0.00686  9.4520
11    2 0.00750  8.6120
12    2 0.00804  7.8470
13    2 0.00851  7.1500
14    3 0.00892  6.5150
15    4 0.00942  5.9360
16    4 0.00988  5.4090
17    4 0.01027  4.9280
18    4 0.01061  4.4900
19    5 0.01099  4.0910
20    6 0.01156  3.7280
21    7 0.01233  3.3970
22    7 0.01359  3.0950
23    9 0.01485  2.8200
24   12 0.01675  2.5690
25   13 0.01891  2.3410
26   15 0.02131  2.1330
27   16 0.02409  1.9440
28   19 0.02747  1.7710
29   20 0.03097  1.6140
30   22 0.03490  1.4700
31   24 0.03943  1.3400
32   26 0.04409  1.2210
33   31 0.04931  1.1120
34   32 0.05513  1.0130
35   33 0.06118  0.9234
36   38 0.06762  0.8414
37   40 0.07428  0.7666
38   41 0.08111  0.6985
39   44 0.08809  0.6365
40   45 0.09518  0.5799
41   47 0.10230  0.5284
42   49 0.10940  0.4815
43   54 0.11670  0.4387
44   58 0.12400  0.3997
45   62 0.13150  0.3642
46   70 0.13940  0.3319
47   73 0.14750  0.3024
48   73 0.15550  0.2755
49   77 0.16330  0.2510
50   81 0.17130  0.2287
51   82 0.17900  0.2084
52   87 0.18670  0.1899
53   90 0.19440  0.1730
54   92 0.20200  0.1577
55   95 0.20950  0.1437
56   95 0.21690  0.1309
57   96 0.22420  0.1193
58  100 0.23160  0.1087
59  100 0.23890  0.0990
60  101 0.24590  0.0902
61  102 0.25290  0.0822
62  104 0.25970  0.0749
63  106 0.26640  0.0682
64  108 0.27320  0.0622
65  109 0.27990  0.0567
66  111 0.28650  0.0516
67  113 0.29300  0.0470
68  116 0.29930  0.0429
69  120 0.30560  0.0390
70  120 0.31180  0.0356
71  123 0.31770  0.0324
72  125 0.32360  0.0295
73  126 0.32940  0.0269
74  129 0.33490  0.0245
75  130 0.34040  0.0223
76  133 0.34560  0.0204
77  136 0.35070  0.0186
78  137 0.35570  0.0169
79  139 0.36050  0.0154
80  141 0.36520  0.0140
81  141 0.36980  0.0128
82  141 0.37410  0.0116
83  146 0.37830  0.0106
84  150 0.38230  0.0097
85  149 0.38630  0.0088
86  154 0.38990  0.0080
87  155 0.39350  0.0073
88  159 0.39690  0.0067
89  160 0.40020  0.0061
90  162 0.40330  0.0055
91  166 0.40630  0.0050
92  167 0.40910  0.0046
93  168 0.41170  0.0042
94  170 0.41420  0.0038
95  171 0.41660  0.0035
96  172 0.41880  0.0032
97  171 0.42090  0.0029
98  172 0.42290  0.0026
99  174 0.42470  0.0024
100 174 0.42640  0.0022
