
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = FALSE) 

     Df    %Dev  Lambda
1     0 0.00000 1.09200
2     2 0.00096 0.99470
3     1 0.00233 0.90640
4     1 0.00343 0.82580
5     1 0.00434 0.75250
6     1 0.00510 0.68560
7     1 0.00573 0.62470
8     1 0.00626 0.56920
9     2 0.00682 0.51870
10    2 0.00754 0.47260
11    2 0.00815 0.43060
12    2 0.00865 0.39230
13    2 0.00906 0.35750
14    2 0.00940 0.32570
15    3 0.00984 0.29680
16    3 0.01026 0.27040
17    3 0.01060 0.24640
18    4 0.01090 0.22450
19    5 0.01130 0.20460
20    6 0.01197 0.18640
21    7 0.01499 0.16980
22    7 0.02228 0.15470
23    9 0.02843 0.14100
24   13 0.03690 0.12850
25   14 0.04412 0.11710
26   14 0.05071 0.10670
27   15 0.06029 0.09719
28   19 0.07045 0.08855
29   20 0.08497 0.08069
30   22 0.09727 0.07352
31   21 0.10750 0.06699
32   24 0.11600 0.06104
33   26 0.12360 0.05561
34   29 0.13380 0.05067
35   28 0.14280 0.04617
36   32 0.15170 0.04207
37   32 0.15940 0.03833
38   35 0.16640 0.03493
39   36 0.17430 0.03182
40   39 0.18190 0.02900
41   41 0.18950 0.02642
42   44 0.19810 0.02407
43   47 0.20950 0.02194
44   51 0.22130 0.01999
45   53 0.23290 0.01821
46   54 0.24450 0.01659
47   61 0.25690 0.01512
48   62 0.27170 0.01378
49   64 0.28620 0.01255
50   71 0.30040 0.01144
51   72 0.31290 0.01042
52   78 0.32460 0.00950
53   80 0.33690 0.00865
54   85 0.34780 0.00788
55   87 0.35760 0.00718
56   87 0.36590 0.00654
57   91 0.37240 0.00596
58   91 0.37810 0.00543
59   94 0.38300 0.00495
60   95 0.38800 0.00451
61   99 0.39300 0.00411
62  101 0.39820 0.00374
63  105 0.40320 0.00341
64  104 0.40740 0.00311
65  105 0.41080 0.00283
66  107 0.41390 0.00258
67  109 0.41660 0.00235
68  113 0.41890 0.00214
69  116 0.42150 0.00195
70  116 0.42390 0.00178
71  119 0.42580 0.00162
72  122 0.42750 0.00148
73  122 0.42930 0.00135
74  121 0.43110 0.00123
75  128 0.43240 0.00112
76  129 0.43380 0.00102
77  132 0.43510 0.00093
78  134 0.43640 0.00085
79  136 0.43740 0.00077
80  137 0.43830 0.00070
81  138 0.43910 0.00064
82  138 0.43970 0.00058
83  139 0.44030 0.00053
84  141 0.44080 0.00048
85  143 0.44120 0.00044
86  145 0.44170 0.00040
87  144 0.44220 0.00037
88  145 0.44260 0.00033
89  147 0.44290 0.00030
90  150 0.44320 0.00028
91  151 0.44360 0.00025
92  150 0.44400 0.00023
93  153 0.44420 0.00021
94  154 0.44450 0.00019
95  154 0.44470 0.00017
96  156 0.44490 0.00016
97  156 0.44500 0.00014
98  156 0.44520 0.00013
99  156 0.44530 0.00012
100 157 0.44540 0.00011
