
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = TRUE) 

    Df    %Dev  Lambda
1    0 0.00000 0.43090
2    1 0.00707 0.39260
3    1 0.01294 0.35780
4    1 0.01781 0.32600
5    1 0.02185 0.29700
6    2 0.02687 0.27060
7    2 0.03246 0.24660
8    4 0.04088 0.22470
9    8 0.05328 0.20470
10  12 0.06984 0.18650
11  19 0.09114 0.17000
12  21 0.11620 0.15490
13  22 0.13770 0.14110
14  24 0.15760 0.12860
15  27 0.17570 0.11720
16  31 0.19250 0.10670
17  37 0.21110 0.09726
18  37 0.22870 0.08862
19  39 0.24360 0.08075
20  45 0.25780 0.07357
21  49 0.27130 0.06704
22  55 0.28470 0.06108
23  58 0.29820 0.05566
24  64 0.31080 0.05071
25  67 0.32170 0.04621
26  70 0.33140 0.04210
27  74 0.33970 0.03836
28  78 0.34750 0.03495
29  82 0.35620 0.03185
30  85 0.36420 0.02902
31  89 0.37170 0.02644
32  94 0.37910 0.02409
33  93 0.38570 0.02195
34 100 0.39160 0.02000
35 103 0.39670 0.01822
36 106 0.40150 0.01661
37 107 0.40640 0.01513
38 109 0.41050 0.01379
39 113 0.41410 0.01256
40 115 0.41730 0.01145
41 118 0.42030 0.01043
42 121 0.42310 0.00950
43 123 0.42550 0.00866
44 123 0.42760 0.00789
45 124 0.42940 0.00719
46 125 0.43120 0.00655
47 128 0.43270 0.00597
48 131 0.43400 0.00544
49 133 0.43520 0.00496
50 133 0.43640 0.00451
51 134 0.43740 0.00411
52 136 0.43830 0.00375
53 139 0.43900 0.00342
54 141 0.43970 0.00311
55 144 0.44020 0.00284
56 145 0.44090 0.00258
57 147 0.44140 0.00235
58 149 0.44180 0.00215
59 150 0.44230 0.00195
60 150 0.44270 0.00178
61 148 0.44330 0.00162
62 150 0.44370 0.00148
63 150 0.44400 0.00135
64 150 0.44420 0.00123
65 150 0.44440 0.00112
66 153 0.44460 0.00102
67 155 0.44480 0.00093
68 155 0.44490 0.00085
69 160 0.44500 0.00077
70 160 0.44510 0.00070
71 160 0.44520 0.00064
72 162 0.44530 0.00058
73 165 0.44540 0.00053
74 165 0.44540 0.00048
75 166 0.44550 0.00044
76 167 0.44550 0.00040
77 169 0.44560 0.00037
78 171 0.44570 0.00033
79 173 0.44570 0.00030
80 173 0.44580 0.00028
81 173 0.44580 0.00025
82 172 0.44580 0.00023
83 176 0.44580 0.00021
