
Call:  glmnet(x = x, y = y, alpha = 0.75, family = "gaussian", standardize = TRUE) 

     Df     %Dev  Lambda
1     0 0.000000 0.59440
2     1 0.007063 0.54160
3     2 0.016040 0.49350
4     3 0.027450 0.44960
5     4 0.040060 0.40970
6     6 0.054530 0.37330
7    10 0.070330 0.34010
8    13 0.086960 0.30990
9    15 0.102500 0.28240
10   17 0.115800 0.25730
11   21 0.129500 0.23440
12   27 0.142900 0.21360
13   30 0.157200 0.19460
14   41 0.173000 0.17730
15   42 0.190300 0.16160
16   42 0.204900 0.14720
17   48 0.217400 0.13420
18   52 0.228300 0.12220
19   59 0.237800 0.11140
20   66 0.246400 0.10150
21   68 0.254100 0.09246
22   73 0.260800 0.08425
23   82 0.266700 0.07677
24   85 0.272100 0.06995
25   91 0.277000 0.06373
26   96 0.281100 0.05807
27  102 0.284800 0.05291
28  104 0.287900 0.04821
29  114 0.290600 0.04393
30  114 0.293000 0.04003
31  121 0.295200 0.03647
32  124 0.297000 0.03323
33  122 0.298500 0.03028
34  120 0.300000 0.02759
35  118 0.301300 0.02514
36  120 0.302500 0.02290
37  120 0.303500 0.02087
38  122 0.304400 0.01902
39  122 0.305200 0.01733
40  123 0.305900 0.01579
41  129 0.306700 0.01438
42  135 0.307400 0.01311
43  140 0.308200 0.01194
44  140 0.308900 0.01088
45  141 0.309400 0.00992
46  140 0.309900 0.00903
47  143 0.310400 0.00823
48  147 0.310900 0.00750
49  149 0.311400 0.00683
50  153 0.311900 0.00623
51  158 0.312200 0.00567
52  161 0.312600 0.00517
53  166 0.313000 0.00471
54  162 0.313200 0.00429
55  168 0.313400 0.00391
56  170 0.313600 0.00356
57  172 0.313800 0.00325
58  177 0.313900 0.00296
59  182 0.314000 0.00270
60  186 0.314200 0.00246
61  185 0.314400 0.00224
62  189 0.314500 0.00204
63  191 0.314600 0.00186
64  200 0.314700 0.00169
65  202 0.314800 0.00154
66  206 0.314900 0.00140
67  206 0.315000 0.00128
68  207 0.315100 0.00117
69  211 0.315200 0.00106
70  212 0.315300 0.00097
71  214 0.315300 0.00088
72  214 0.315400 0.00080
73  218 0.315400 0.00073
74  220 0.315400 0.00067
75  222 0.315500 0.00061
76  224 0.315500 0.00055
77  230 0.315500 0.00051
78  230 0.315500 0.00046
79  234 0.315600 0.00042
80  240 0.315600 0.00038
81  245 0.315600 0.00035
82  242 0.315600 0.00032
83  250 0.315600 0.00029
84  254 0.315600 0.00026
85  259 0.315600 0.00024
86  261 0.315700 0.00022
87  260 0.315700 0.00020
88  262 0.315700 0.00018
89  266 0.315700 0.00017
90  270 0.315700 0.00015
91  273 0.315700 0.00014
92  273 0.315700 0.00013
93  276 0.315700 0.00011
94  277 0.315700 0.00010
95  277 0.315700 0.00009
96  277 0.315700 0.00009
97  279 0.315700 0.00008
98  279 0.315700 0.00007
99  282 0.315700 0.00007
100 282 0.315700 0.00006
