
Call:  glmnet(x = x, y = y, alpha = 0.9, family = "gaussian", standardize = TRUE) 

     Df     %Dev  Lambda
1     0 0.000000 0.49530
2     1 0.007344 0.45130
3     2 0.016630 0.41120
4     3 0.028250 0.37470
5     4 0.041080 0.34140
6     6 0.055670 0.31110
7    10 0.071570 0.28340
8    13 0.088140 0.25830
9    15 0.103600 0.23530
10   17 0.117000 0.21440
11   21 0.130500 0.19540
12   27 0.143900 0.17800
13   30 0.158300 0.16220
14   39 0.174000 0.14780
15   42 0.191300 0.13470
16   42 0.205900 0.12270
17   48 0.218300 0.11180
18   51 0.229200 0.10190
19   59 0.238600 0.09281
20   65 0.247100 0.08457
21   67 0.254800 0.07705
22   72 0.261300 0.07021
23   79 0.267200 0.06397
24   84 0.272500 0.05829
25   92 0.277300 0.05311
26   95 0.281400 0.04839
27  103 0.285000 0.04409
28  105 0.288100 0.04018
29  113 0.290800 0.03661
30  114 0.293200 0.03335
31  121 0.295300 0.03039
32  122 0.297200 0.02769
33  119 0.298600 0.02523
34  120 0.300100 0.02299
35  118 0.301500 0.02095
36  120 0.302600 0.01909
37  119 0.303600 0.01739
38  122 0.304500 0.01585
39  122 0.305200 0.01444
40  125 0.306000 0.01316
41  130 0.306800 0.01199
42  136 0.307500 0.01092
43  139 0.308200 0.00995
44  140 0.308900 0.00907
45  138 0.309400 0.00826
46  140 0.309900 0.00753
47  141 0.310500 0.00686
48  145 0.311000 0.00625
49  147 0.311500 0.00570
50  149 0.311900 0.00519
51  157 0.312300 0.00473
52  158 0.312600 0.00431
53  164 0.313000 0.00392
54  158 0.313300 0.00358
55  164 0.313400 0.00326
56  167 0.313600 0.00297
57  171 0.313800 0.00271
58  173 0.313900 0.00247
59  179 0.314100 0.00225
60  182 0.314200 0.00205
61  187 0.314400 0.00186
62  187 0.314500 0.00170
63  189 0.314600 0.00155
64  197 0.314700 0.00141
65  201 0.314800 0.00128
66  204 0.314900 0.00117
67  207 0.315000 0.00107
68  212 0.315100 0.00097
69  213 0.315200 0.00089
70  218 0.315300 0.00081
71  217 0.315300 0.00074
72  218 0.315400 0.00067
73  221 0.315400 0.00061
74  220 0.315400 0.00056
75  222 0.315500 0.00051
76  223 0.315500 0.00046
77  225 0.315500 0.00042
78  228 0.315600 0.00038
79  232 0.315600 0.00035
80  235 0.315600 0.00032
81  240 0.315600 0.00029
82  244 0.315600 0.00026
83  246 0.315600 0.00024
84  249 0.315600 0.00022
85  253 0.315600 0.00020
86  255 0.315700 0.00018
87  259 0.315700 0.00017
88  261 0.315700 0.00015
89  261 0.315700 0.00014
90  269 0.315700 0.00013
91  270 0.315700 0.00011
92  270 0.315700 0.00010
93  271 0.315700 0.00010
94  271 0.315700 0.00009
95  276 0.315700 0.00008
96  277 0.315700 0.00007
97  276 0.315700 0.00007
98  277 0.315700 0.00006
99  279 0.315700 0.00005
100 279 0.315700 0.00005
